group,count,rgb_valid_ratio,R_mean,G_mean,B_mean,brightness_mean,luminance_mean,warmth_mean,R_median,G_median,B_median,brightness_median_approx,warmth_median,max_rgb_median_approx,min_rgb_median_approx,saturation_proxy_median_approx,intensity_mean,intensity_median
road_tp,27471463,0.9081656930082508,0.3843613207986173,0.393171754452753,0.402761123612613,0.3934313996213277,0.39163062287439043,-0.018399802813995725,0.3781639337539673,0.3869998455047607,0.4123090505599975,0.3924909432729085,-0.03414511680603022,0.4123090505599975,0.3781639337539673,0.03414511680603022,27.94956867076949,29.0
road_to_marking,489746,0.8416711587926973,0.4387338260677257,0.4316480581202526,0.401983114893755,0.42412166636057774,0.4303848992087263,0.03675071117397072,0.4986048936843872,0.4961398839950561,0.4547896981239319,0.48317815860112506,0.04381519556045532,0.4986048936843872,0.4547896981239319,0.04381519556045532,32.34759836706153,30.5
marking_tp,865243,0.8048096507770104,0.3975147273472846,0.3933466641694847,0.3731853661486949,0.388015585888488,0.3922945270852768,0.024329361198589694,0.4237480759620666,0.4014546275138855,0.362305223941803,0.3958359758059184,0.061442852020263616,0.4237480759620666,0.362305223941803,0.061442852020263616,39.27495482727226,35.0
marking_to_road,275549,0.7192779989534039,0.3017797868380951,0.3082178459875256,0.3134313625238651,0.30780966511649527,0.3068872071869886,-0.011651575685770021,0.278899222612381,0.2998347878456116,0.3335127234458923,0.3040822446346283,-0.0546135008335113,0.3335127234458923,0.278899222612381,0.0546135008335113,25.870471102905785,28.0
other_to_marking,13764,0.7672793761510657,0.2889866149199131,0.2806940383357135,0.2728026097054292,0.28082775432035195,0.28227389587053675,0.016184005214483932,0.2901960909366607,0.2964500486850738,0.305718794465065,0.29745497802893317,-0.015522703528404291,0.305718794465065,0.2901960909366607,0.015522703528404291,30.06352025040081,31.0
