PWA-ACO Hybrid  —  run summary
========================================
Dataset   : pr144
Cities    : 144
Elapsed   : 3.0s

PWA best  : 715.652193
Hybrid    : 629.407123
Improvement: +12.051%

ACO convergence history (best per iteration):
  iter    1: 659.419483
  iter    2: 659.419483
  iter    3: 659.033442
  iter    4: 659.033442
  iter    5: 659.033442
  iter    6: 659.033442
  iter    7: 657.111598
  iter    8: 657.111598
  iter    9: 657.111598
  iter   10: 657.111598
  iter   11: 648.743092
  iter   12: 648.743092
  iter   13: 648.743092
  iter   14: 648.743092
  iter   15: 648.743092
  iter   16: 648.743092
  iter   17: 648.743092
  iter   18: 648.743092
  iter   19: 648.743092
  iter   20: 648.743092
  iter   21: 648.743092
  iter   22: 648.743092
  iter   23: 648.743092
  iter   24: 648.743092
  iter   25: 648.743092
  iter   26: 648.743092
  iter   27: 648.743092
  iter   28: 638.579966
  iter   29: 638.579966
  iter   30: 638.579966
  iter   31: 638.579966
  iter   32: 638.579966
  iter   33: 638.579966
  iter   34: 638.579966
  iter   35: 638.579966
  iter   36: 638.579966
  iter   37: 638.579966
  iter   38: 638.579966
  iter   39: 638.579966
  iter   40: 638.579966
  iter   41: 638.579966
  iter   42: 638.579966
  iter   43: 638.579966
  iter   44: 638.579966
  iter   45: 632.867965
  iter   46: 632.867965
  iter   47: 632.867965
  iter   48: 632.867965
  iter   49: 632.867965
  iter   50: 632.867965
  iter   51: 632.867965
  iter   52: 632.867965
  iter   53: 632.867965
  iter   54: 632.867965
  iter   55: 632.867965
  iter   56: 632.867965
  iter   57: 632.867965
  iter   58: 632.867965
  iter   59: 632.867965
  iter   60: 632.867965
  iter   61: 632.867965
  iter   62: 632.867965
  iter   63: 632.867965
  iter   64: 632.867965
  iter   65: 632.867965
  iter   66: 632.867965
  iter   67: 632.867965
  iter   68: 632.867965
  iter   69: 632.867965
  iter   70: 632.867965
  iter   71: 632.867965
  iter   72: 632.867965
  iter   73: 632.867965
  iter   74: 632.867965
  iter   75: 632.867965
  iter   76: 632.867965
  iter   77: 629.407123
  iter   78: 629.407123
  iter   79: 629.407123
  iter   80: 629.407123

Best tour:
73 -> 74 -> 75 -> 76 -> 77 -> 88 -> 89 -> 98 -> 99 -> 100 -> 101 -> 102 -> 86 -> 87 -> 103 -> 104 -> 105 -> 106 -> 107 -> 108 -> 109 -> 85 -> 84 -> 83 -> 82 -> 81 -> 80 -> 79 -> 78 -> 59 -> 58 -> 47 -> 46 -> 45 -> 60 -> 61 -> 62 -> 63 -> 64 -> 65 -> 66 -> 67 -> 68 -> 69 -> 42 -> 43 -> 44 -> 70 -> 71 -> 13 -> 12 -> 11 -> 10 -> 9 -> 8 -> 6 -> 7 -> 18 -> 19 -> 20 -> 16 -> 15 -> 14 -> 41 -> 40 -> 17 -> 39 -> 38 -> 37 -> 36 -> 22 -> 21 -> 24 -> 23 -> 35 -> 34 -> 25 -> 26 -> 29 -> 28 -> 27 -> 1 -> 0 -> 2 -> 3 -> 4 -> 5 -> 33 -> 32 -> 31 -> 30 -> 48 -> 49 -> 50 -> 51 -> 52 -> 53 -> 54 -> 55 -> 56 -> 57 -> 110 -> 111 -> 112 -> 113 -> 141 -> 143 -> 142 -> 140 -> 139 -> 138 -> 137 -> 136 -> 135 -> 134 -> 114 -> 130 -> 131 -> 132 -> 133 -> 129 -> 128 -> 127 -> 126 -> 125 -> 124 -> 123 -> 122 -> 121 -> 120 -> 118 -> 119 -> 117 -> 116 -> 115 -> 96 -> 97 -> 95 -> 94 -> 93 -> 92 -> 91 -> 90 -> 72
