group,count,mean,std,min,p05,p25,median,p75,p95,max
marking_tp,870148,39.111284664927446,17.82207956917693,0.0,11.0,30.0,35.0,47.0,74.5,114.0
marking_to_road,276560,26.087385327494623,9.814968533530621,0.0,4.0,24.0,29.0,31.0,39.0,114.0
marking_to_other,4230,19.41418439806494,14.727797255468019,0.0,0.0,5.0,21.0,31.0,42.0,107.0
road_tp,27350053,27.921549734032663,9.0459675821558,0.0,7.0,26.0,29.0,33.0,40.0,114.0
road_to_marking,736882,31.696783518241226,12.934297438183712,0.0,6.0,28.0,31.0,37.0,49.0,114.0
other_tp,40248992,20.013208728362073,16.255904760512045,0.0,1.0,8.0,21.0,28.0,40.333335876464844,114.0
other_to_marking,84619,26.106087576978254,14.568056547989023,0.0,0.0,16.0,30.0,34.0,44.0,114.0
