group,count,mean,std,min,p05,p25,median,p75,p95,max
marking_tp,870148,19.5667738364927,10.468018258021324,7.774433612823486,9.352046060562134,12.763337135314941,16.94184112548828,22.999631881713867,39.0331365585327,176.55914306640625
marking_to_road,276560,18.85461078806354,9.818994644817032,7.976583957672119,9.688544845581054,12.079160213470459,15.078394889831543,22.757633209228516,38.64279556274414,111.80255889892578
marking_to_other,4230,40.099764842626335,25.779424804137,8.265886306762695,11.669939041137695,21.36772918701172,32.137760162353516,50.7955436706543,94.02406044006344,176.55914306640625
road_tp,27350053,17.101683762173327,7.732629473527982,7.223991870880127,9.204265213012695,11.537513732910156,14.966595649719238,20.2602481842041,32.604068756103516,128.18222045898438
road_to_marking,736882,20.411795603117287,10.99790586123764,7.705235481262207,9.581465721130371,13.74277400970459,17.96308708190918,23.338640213012695,40.976898193359375,186.3527374267578
other_tp,40248992,28.855945572500442,17.380720812049375,4.489171981811523,10.537020778656006,17.562835693359375,24.45907211303711,34.808570861816406,61.35166931152344,305.711181640625
other_to_marking,84619,30.758752594569597,25.786258167032734,5.599948406219482,10.150406837463379,14.47380781173706,20.53380012512207,36.21918869018555,86.66340408325189,243.19589233398438
