PWA-ACO Hybrid  —  run summary
========================================
Dataset   : pr439
Cities    : 439
Elapsed   : 73.0s

PWA best  : 1405.761163
Hybrid    : 1259.862680
Improvement: +10.379%

ACO convergence history (best per iteration):
  iter    1: 1346.950428
  iter    2: 1332.460059
  iter    3: 1332.460059
  iter    4: 1303.555527
  iter    5: 1303.555527
  iter    6: 1303.555527
  iter    7: 1303.555527
  iter    8: 1303.555527
  iter    9: 1303.555527
  iter   10: 1303.555527
  iter   11: 1303.555527
  iter   12: 1303.555527
  iter   13: 1303.555527
  iter   14: 1303.555527
  iter   15: 1303.555527
  iter   16: 1303.364261
  iter   17: 1303.364261
  iter   18: 1303.364261
  iter   19: 1303.364261
  iter   20: 1303.364261
  iter   21: 1303.364261
  iter   22: 1303.364261
  iter   23: 1303.364261
  iter   24: 1303.364261
  iter   25: 1303.364261
  iter   26: 1303.364261
  iter   27: 1303.364261
  iter   28: 1303.364261
  iter   29: 1303.364261
  iter   30: 1302.036390
  iter   31: 1302.036390
  iter   32: 1302.036390
  iter   33: 1302.036390
  iter   34: 1302.036390
  iter   35: 1302.036390
  iter   36: 1302.036390
  iter   37: 1302.036390
  iter   38: 1302.036390
  iter   39: 1302.036390
  iter   40: 1302.036390
  iter   41: 1302.036390
  iter   42: 1302.036390
  iter   43: 1302.036390
  iter   44: 1302.036390
  iter   45: 1302.036390
  iter   46: 1302.036390
  iter   47: 1302.036390
  iter   48: 1302.036390
  iter   49: 1302.036390
  iter   50: 1302.036390
  iter   51: 1302.036390
  iter   52: 1302.036390
  iter   53: 1302.036390
  iter   54: 1299.739271
  iter   55: 1299.739271
  iter   56: 1299.739271
  iter   57: 1299.739271
  iter   58: 1299.739271
  iter   59: 1299.739271
  iter   60: 1299.739271
  iter   61: 1299.739271
  iter   62: 1299.739271
  iter   63: 1299.739271
  iter   64: 1299.739271
  iter   65: 1299.739271
  iter   66: 1299.739271
  iter   67: 1299.739271
  iter   68: 1299.739271
  iter   69: 1299.739271
  iter   70: 1299.739271
  iter   71: 1284.582267
  iter   72: 1284.582267
  iter   73: 1284.582267
  iter   74: 1284.582267
  iter   75: 1284.582267
  iter   76: 1284.582267
  iter   77: 1284.582267
  iter   78: 1284.582267
  iter   79: 1284.582267
  iter   80: 1284.582267

Best tour:
