PWA-ACO Hybrid  —  run summary
========================================
Dataset   : kroB100
Cities    : 100
Elapsed   : 1.9s

PWA best  : 284.058941
Hybrid    : 250.641756
Improvement: +11.764%

ACO convergence history (best per iteration):
  iter    1: 261.405537
  iter    2: 255.770053
  iter    3: 255.770053
  iter    4: 255.770053
  iter    5: 255.770053
  iter    6: 255.770053
  iter    7: 255.770053
  iter    8: 255.770053
  iter    9: 255.770053
  iter   10: 255.770053
  iter   11: 255.770053
  iter   12: 255.770053
  iter   13: 255.770053
  iter   14: 255.770053
  iter   15: 255.770053
  iter   16: 255.770053
  iter   17: 255.770053
  iter   18: 255.770053
  iter   19: 255.770053
  iter   20: 255.770053
  iter   21: 255.770053
  iter   22: 255.770053
  iter   23: 255.770053
  iter   24: 255.770053
  iter   25: 255.770053
  iter   26: 255.770053
  iter   27: 255.770053
  iter   28: 255.770053
  iter   29: 255.770053
  iter   30: 255.770053
  iter   31: 255.770053
  iter   32: 255.770053
  iter   33: 255.770053
  iter   34: 252.199204
  iter   35: 252.199204
  iter   36: 252.199204
  iter   37: 252.199204
  iter   38: 252.199204
  iter   39: 252.199204
  iter   40: 252.199204
  iter   41: 252.199204
  iter   42: 252.199204
  iter   43: 252.199204
  iter   44: 252.199204
  iter   45: 252.199204
  iter   46: 252.199204
  iter   47: 252.199204
  iter   48: 252.199204
  iter   49: 252.199204
  iter   50: 252.199204
  iter   51: 252.199204
  iter   52: 252.199204
  iter   53: 252.199204
  iter   54: 252.199204
  iter   55: 252.199204
  iter   56: 252.199204
  iter   57: 252.199204
  iter   58: 252.199204
  iter   59: 252.199204
  iter   60: 252.199204
  iter   61: 252.199204
  iter   62: 252.199204
  iter   63: 252.199204
  iter   64: 252.199204
  iter   65: 252.199204
  iter   66: 252.199204
  iter   67: 252.199204
  iter   68: 252.199204
  iter   69: 250.641756
  iter   70: 250.641756
  iter   71: 250.641756
  iter   72: 250.641756
  iter   73: 250.641756
  iter   74: 250.641756
  iter   75: 250.641756
  iter   76: 250.641756
  iter   77: 250.641756
  iter   78: 250.641756
  iter   79: 250.641756
  iter   80: 250.641756

Best tour:
57 -> 83 -> 6 -> 56 -> 33 -> 8 -> 24 -> 45 -> 94 -> 0 -> 89 -> 20 -> 9 -> 67 -> 48 -> 85 -> 37 -> 19 -> 79 -> 29 -> 74 -> 71 -> 36 -> 64 -> 46 -> 78 -> 80 -> 55 -> 99 -> 25 -> 68 -> 61 -> 4 -> 66 -> 39 -> 38 -> 69 -> 52 -> 72 -> 84 -> 92 -> 10 -> 2 -> 27 -> 90 -> 96 -> 98 -> 28 -> 7 -> 75 -> 58 -> 31 -> 97 -> 11 -> 70 -> 34 -> 60 -> 26 -> 93 -> 73 -> 59 -> 65 -> 86 -> 88 -> 42 -> 49 -> 76 -> 15 -> 1 -> 41 -> 81 -> 63 -> 13 -> 82 -> 3 -> 5 -> 14 -> 32 -> 50 -> 47 -> 30 -> 62 -> 12 -> 77 -> 16 -> 40 -> 44 -> 35 -> 91 -> 43 -> 18 -> 95 -> 23 -> 17 -> 54 -> 87 -> 22 -> 21 -> 53 -> 51
