PWA-ACO Hybrid  —  run summary
========================================
Dataset   : pr144
Cities    : 144
Elapsed   : 3.0s

PWA best  : 715.652193
Hybrid    : 630.417347
Improvement: +11.910%

ACO convergence history (best per iteration):
  iter    1: 674.386379
  iter    2: 650.683776
  iter    3: 650.683776
  iter    4: 650.683776
  iter    5: 650.683776
  iter    6: 650.683776
  iter    7: 650.683776
  iter    8: 650.683776
  iter    9: 650.683776
  iter   10: 650.683776
  iter   11: 650.683776
  iter   12: 650.683776
  iter   13: 650.683776
  iter   14: 650.683776
  iter   15: 650.683776
  iter   16: 650.683776
  iter   17: 650.683776
  iter   18: 648.558486
  iter   19: 648.558486
  iter   20: 648.558486
  iter   21: 648.558486
  iter   22: 648.558486
  iter   23: 648.558486
  iter   24: 648.558486
  iter   25: 648.558486
  iter   26: 648.558486
  iter   27: 648.558486
  iter   28: 648.558486
  iter   29: 648.558486
  iter   30: 648.558486
  iter   31: 644.640000
  iter   32: 644.640000
  iter   33: 644.640000
  iter   34: 644.640000
  iter   35: 644.640000
  iter   36: 644.640000
  iter   37: 644.640000
  iter   38: 644.640000
  iter   39: 644.640000
  iter   40: 644.640000
  iter   41: 644.640000
  iter   42: 644.640000
  iter   43: 644.640000
  iter   44: 644.640000
  iter   45: 644.640000
  iter   46: 644.640000
  iter   47: 644.640000
  iter   48: 644.640000
  iter   49: 644.640000
  iter   50: 644.640000
  iter   51: 644.640000
  iter   52: 644.640000
  iter   53: 644.640000
  iter   54: 644.640000
  iter   55: 644.640000
  iter   56: 644.640000
  iter   57: 644.640000
  iter   58: 644.640000
  iter   59: 644.640000
  iter   60: 644.640000
  iter   61: 644.640000
  iter   62: 644.640000
  iter   63: 644.640000
  iter   64: 644.640000
  iter   65: 639.309689
  iter   66: 639.309689
  iter   67: 639.309689
  iter   68: 639.309689
  iter   69: 639.309689
  iter   70: 639.309689
  iter   71: 639.309689
  iter   72: 639.309689
  iter   73: 639.309689
  iter   74: 639.309689
  iter   75: 639.309689
  iter   76: 639.309689
  iter   77: 639.309689
  iter   78: 639.309689
  iter   79: 639.309689
  iter   80: 639.309689

Best tour:
124 -> 125 -> 126 -> 127 -> 128 -> 129 -> 133 -> 132 -> 131 -> 130 -> 114 -> 134 -> 135 -> 136 -> 137 -> 138 -> 139 -> 140 -> 142 -> 143 -> 141 -> 113 -> 112 -> 111 -> 110 -> 57 -> 56 -> 55 -> 54 -> 53 -> 52 -> 51 -> 50 -> 49 -> 48 -> 30 -> 31 -> 32 -> 33 -> 34 -> 35 -> 23 -> 24 -> 25 -> 26 -> 29 -> 28 -> 27 -> 1 -> 0 -> 2 -> 5 -> 4 -> 3 -> 21 -> 22 -> 36 -> 37 -> 38 -> 39 -> 19 -> 18 -> 7 -> 6 -> 8 -> 9 -> 10 -> 11 -> 12 -> 13 -> 16 -> 15 -> 14 -> 41 -> 40 -> 17 -> 20 -> 42 -> 43 -> 44 -> 71 -> 70 -> 69 -> 68 -> 67 -> 66 -> 65 -> 64 -> 63 -> 62 -> 61 -> 60 -> 59 -> 58 -> 47 -> 46 -> 45 -> 80 -> 78 -> 79 -> 81 -> 82 -> 83 -> 84 -> 85 -> 109 -> 108 -> 107 -> 106 -> 105 -> 104 -> 103 -> 87 -> 86 -> 102 -> 101 -> 100 -> 99 -> 98 -> 89 -> 88 -> 77 -> 76 -> 75 -> 74 -> 73 -> 72 -> 90 -> 91 -> 92 -> 93 -> 94 -> 95 -> 97 -> 96 -> 115 -> 116 -> 117 -> 119 -> 118 -> 120 -> 121 -> 122 -> 123
