seed,hybrid_cost,pwa_cost,improvement_pct,elapsed_seconds,peak_memory_mb,peak_cpu_pct,n_ants,n_iters,error
42,232.1263705459646,262.01483544945205,11.407165114226347,1.81,252.75,543.2,20,80,
43,232.5584008724009,262.01483544945205,11.24227737964627,1.837,252.2,653.0,20,80,
44,232.70827945287775,262.01483544945205,11.185075053594867,1.927,251.05,593.1,20,80,
45,231.5092749743724,262.01483544945205,11.642684439127795,1.813,252.06,549.2,20,80,
46,231.870041437267,262.01483544945205,11.504995112385764,1.868,252.67,515.1,20,80,
47,231.70456339085956,262.01483544945205,11.568151095948135,1.834,252.88,646.9,20,80,
48,231.3276108740275,262.01483544945205,11.712017956076664,1.81,242.03,625.0,20,80,
49,231.70456339085956,262.01483544945205,11.568151095948135,1.808,242.4,567.0,20,80,
50,231.43450910768306,262.01483544945205,11.671219413707037,1.828,252.94,667.0,20,80,
51,230.90938380579266,262.01483544945205,11.871637569797173,1.868,252.39,643.0,20,80,
52,233.5483600624459,262.01483544945205,10.864451754487733,1.838,252.77,601.1,20,80,
53,230.63803256029507,262.01483544945205,11.97520088331418,1.793,252.59,665.0,20,80,
54,230.53135593081026,262.01483544945205,12.01591484872832,1.807,242.3,547.2,20,80,
55,232.7860200571478,262.01483544945205,11.155404747279315,1.907,252.26,611.1,20,80,
56,230.53135593081032,262.01483544945205,12.0159148487283,1.877,253.57,627.0,20,80,
57,233.2259582366682,262.01483544945205,10.98749891905942,1.835,252.08,619.1,20,80,
58,234.29364132369432,262.01483544945205,10.580009364052103,1.862,252.86,623.1,20,80,
59,231.7045633908595,262.01483544945205,11.568151095948156,1.859,252.0,483.3,20,80,
60,231.0160604352775,262.01483544945205,11.830923604383022,1.849,252.11,647.0,20,80,
61,231.87004143726693,262.01483544945205,11.504995112385785,1.84,252.48,645.0,20,80,
62,233.46383717382278,262.01483544945205,10.896710572381819,1.83,252.7,599.1,20,80,
63,231.49201356228468,262.01483544945205,11.649272391316877,1.837,252.96,605.2,20,80,
64,231.9104622346904,262.01483544945205,11.489568200640829,1.885,252.73,644.9,20,80,
65,230.5313559308103,262.01483544945205,12.015914848728311,1.799,251.75,572.0,20,80,
66,231.870041437267,262.01483544945205,11.504995112385764,1.973,251.31,591.1,20,80,
67,232.2031183729002,262.01483544945205,11.377873709102676,1.835,242.23,543.2,20,80,
68,230.96068131289152,262.01483544945205,11.852059477201434,1.793,252.62,523.0,20,80,
69,232.05602094599195,262.01483544945205,11.434014586261764,2.028,252.89,678.9,20,80,
70,234.27852592796862,262.01483544945205,10.585778272404093,1.885,252.63,657.0,20,80,
71,230.11290725840456,262.01483544945205,12.17561903940436,1.842,252.88,665.0,20,80,
