PWA-ACO Hybrid  —  run summary
========================================
Dataset   : pr76
Cities    : 76
Elapsed   : 1.4s

PWA best  : 1412.328903
Hybrid    : 1178.140821
Improvement: +16.582%

ACO convergence history (best per iteration):
  iter    1: 1249.550722
  iter    2: 1243.027762
  iter    3: 1243.027762
  iter    4: 1243.027762
  iter    5: 1226.401205
  iter    6: 1212.767610
  iter    7: 1212.767610
  iter    8: 1212.767610
  iter    9: 1209.385756
  iter   10: 1209.385756
  iter   11: 1209.385756
  iter   12: 1209.385756
  iter   13: 1209.385756
  iter   14: 1209.385756
  iter   15: 1209.385756
  iter   16: 1209.385756
  iter   17: 1209.385756
  iter   18: 1209.385756
  iter   19: 1209.385756
  iter   20: 1209.385756
  iter   21: 1209.385756
  iter   22: 1209.385756
  iter   23: 1209.385756
  iter   24: 1209.385756
  iter   25: 1209.385756
  iter   26: 1209.385756
  iter   27: 1209.385756
  iter   28: 1209.385756
  iter   29: 1209.385756
  iter   30: 1209.385756
  iter   31: 1209.385756
  iter   32: 1209.385756
  iter   33: 1209.385756
  iter   34: 1209.385756
  iter   35: 1209.385756
  iter   36: 1209.385756
  iter   37: 1209.385756
  iter   38: 1209.385756
  iter   39: 1209.385756
  iter   40: 1209.385756
  iter   41: 1209.385756
  iter   42: 1209.385756
  iter   43: 1209.385756
  iter   44: 1209.385756
  iter   45: 1209.385756
  iter   46: 1209.385756
  iter   47: 1209.385756
  iter   48: 1209.385756
  iter   49: 1209.385756
  iter   50: 1209.385756
  iter   51: 1209.385756
  iter   52: 1209.385756
  iter   53: 1209.385756
  iter   54: 1209.385756
  iter   55: 1209.385756
  iter   56: 1209.385756
  iter   57: 1209.385756
  iter   58: 1209.385756
  iter   59: 1209.385756
  iter   60: 1209.385756
  iter   61: 1209.385756
  iter   62: 1209.385756
  iter   63: 1209.385756
  iter   64: 1209.385756
  iter   65: 1209.385756
  iter   66: 1209.385756
  iter   67: 1209.385756
  iter   68: 1209.385756
  iter   69: 1209.385756
  iter   70: 1209.385756
  iter   71: 1197.090192
  iter   72: 1197.090192
  iter   73: 1197.090192
  iter   74: 1197.090192
  iter   75: 1197.090192
  iter   76: 1197.090192
  iter   77: 1196.550010
  iter   78: 1196.550010
  iter   79: 1196.550010
  iter   80: 1196.550010

Best tour:
46 -> 47 -> 43 -> 44 -> 45 -> 23 -> 24 -> 20 -> 21 -> 22 -> 0 -> 75 -> 74 -> 1 -> 2 -> 3 -> 4 -> 5 -> 6 -> 7 -> 8 -> 9 -> 10 -> 11 -> 12 -> 13 -> 73 -> 14 -> 15 -> 16 -> 17 -> 36 -> 35 -> 37 -> 38 -> 33 -> 34 -> 32 -> 31 -> 30 -> 18 -> 19 -> 29 -> 28 -> 25 -> 26 -> 27 -> 42 -> 41 -> 53 -> 52 -> 51 -> 50 -> 55 -> 54 -> 56 -> 57 -> 39 -> 40 -> 59 -> 58 -> 60 -> 61 -> 62 -> 63 -> 72 -> 71 -> 70 -> 64 -> 65 -> 48 -> 49 -> 66 -> 67 -> 69 -> 68
