PWA-ACO Hybrid  —  run summary
========================================
Dataset   : pr76
Cities    : 76
Elapsed   : 1.4s

PWA best  : 1412.328903
Hybrid    : 1181.291192
Improvement: +16.359%

ACO convergence history (best per iteration):
  iter    1: 1240.091711
  iter    2: 1240.091711
  iter    3: 1240.091711
  iter    4: 1240.091711
  iter    5: 1230.983211
  iter    6: 1230.983211
  iter    7: 1228.134788
  iter    8: 1228.134788
  iter    9: 1228.134788
  iter   10: 1198.841960
  iter   11: 1198.841960
  iter   12: 1198.841960
  iter   13: 1198.841960
  iter   14: 1198.841960
  iter   15: 1198.841960
  iter   16: 1198.841960
  iter   17: 1198.841960
  iter   18: 1198.841960
  iter   19: 1198.841960
  iter   20: 1198.841960
  iter   21: 1198.841960
  iter   22: 1198.841960
  iter   23: 1198.841960
  iter   24: 1198.841960
  iter   25: 1198.841960
  iter   26: 1198.841960
  iter   27: 1198.841960
  iter   28: 1198.841960
  iter   29: 1198.841960
  iter   30: 1198.841960
  iter   31: 1198.841960
  iter   32: 1198.841960
  iter   33: 1198.841960
  iter   34: 1198.841960
  iter   35: 1198.841960
  iter   36: 1198.841960
  iter   37: 1198.841960
  iter   38: 1198.841960
  iter   39: 1198.841960
  iter   40: 1198.841960
  iter   41: 1198.841960
  iter   42: 1198.841960
  iter   43: 1198.841960
  iter   44: 1189.259312
  iter   45: 1189.259312
  iter   46: 1189.259312
  iter   47: 1189.259312
  iter   48: 1189.259312
  iter   49: 1189.259312
  iter   50: 1189.259312
  iter   51: 1189.259312
  iter   52: 1189.259312
  iter   53: 1189.259312
  iter   54: 1189.259312
  iter   55: 1189.259312
  iter   56: 1189.259312
  iter   57: 1189.259312
  iter   58: 1189.259312
  iter   59: 1189.259312
  iter   60: 1189.259312
  iter   61: 1189.259312
  iter   62: 1189.259312
  iter   63: 1189.259312
  iter   64: 1181.291192
  iter   65: 1181.291192
  iter   66: 1181.291192
  iter   67: 1181.291192
  iter   68: 1181.291192
  iter   69: 1181.291192
  iter   70: 1181.291192
  iter   71: 1181.291192
  iter   72: 1181.291192
  iter   73: 1181.291192
  iter   74: 1181.291192
  iter   75: 1181.291192
  iter   76: 1181.291192
  iter   77: 1181.291192
  iter   78: 1181.291192
  iter   79: 1181.291192
  iter   80: 1181.291192

Best tour:
30 -> 18 -> 19 -> 4 -> 5 -> 6 -> 7 -> 8 -> 9 -> 10 -> 11 -> 12 -> 13 -> 73 -> 14 -> 15 -> 16 -> 17 -> 36 -> 35 -> 37 -> 38 -> 33 -> 34 -> 32 -> 31 -> 28 -> 29 -> 25 -> 26 -> 27 -> 42 -> 41 -> 53 -> 52 -> 51 -> 50 -> 55 -> 54 -> 56 -> 57 -> 39 -> 40 -> 59 -> 58 -> 60 -> 61 -> 62 -> 63 -> 72 -> 71 -> 70 -> 64 -> 65 -> 48 -> 49 -> 66 -> 67 -> 69 -> 68 -> 46 -> 47 -> 43 -> 44 -> 45 -> 23 -> 24 -> 20 -> 21 -> 22 -> 0 -> 75 -> 74 -> 1 -> 2 -> 3
