PWA-ACO Hybrid  —  run summary
========================================
Dataset   : pr76
Cities    : 76
Elapsed   : 1.3s

PWA best  : 1412.328903
Hybrid    : 1180.177514
Improvement: +16.437%

ACO convergence history (best per iteration):
  iter    1: 1207.887736
  iter    2: 1207.887736
  iter    3: 1207.887736
  iter    4: 1207.887736
  iter    5: 1207.887736
  iter    6: 1207.887736
  iter    7: 1207.887736
  iter    8: 1207.887736
  iter    9: 1207.887736
  iter   10: 1207.887736
  iter   11: 1207.887736
  iter   12: 1207.887736
  iter   13: 1207.887736
  iter   14: 1207.887736
  iter   15: 1207.887736
  iter   16: 1207.887736
  iter   17: 1207.887736
  iter   18: 1207.887736
  iter   19: 1207.887736
  iter   20: 1207.887736
  iter   21: 1207.887736
  iter   22: 1207.887736
  iter   23: 1207.887736
  iter   24: 1207.887736
  iter   25: 1207.887736
  iter   26: 1207.887736
  iter   27: 1198.415655
  iter   28: 1198.415655
  iter   29: 1198.415655
  iter   30: 1198.415655
  iter   31: 1198.415655
  iter   32: 1198.415655
  iter   33: 1198.415655
  iter   34: 1198.415655
  iter   35: 1198.415655
  iter   36: 1198.415655
  iter   37: 1198.415655
  iter   38: 1198.415655
  iter   39: 1198.415655
  iter   40: 1198.415655
  iter   41: 1198.415655
  iter   42: 1198.415655
  iter   43: 1198.415655
  iter   44: 1198.415655
  iter   45: 1198.415655
  iter   46: 1198.415655
  iter   47: 1198.415655
  iter   48: 1198.415655
  iter   49: 1198.415655
  iter   50: 1198.415655
  iter   51: 1198.415655
  iter   52: 1198.415655
  iter   53: 1198.415655
  iter   54: 1198.415655
  iter   55: 1198.415655
  iter   56: 1198.415655
  iter   57: 1198.415655
  iter   58: 1198.415655
  iter   59: 1198.415655
  iter   60: 1198.415655
  iter   61: 1198.415655
  iter   62: 1198.415655
  iter   63: 1198.415655
  iter   64: 1198.415655
  iter   65: 1198.415655
  iter   66: 1198.415655
  iter   67: 1198.415655
  iter   68: 1198.415655
  iter   69: 1198.415655
  iter   70: 1180.177514
  iter   71: 1180.177514
  iter   72: 1180.177514
  iter   73: 1180.177514
  iter   74: 1180.177514
  iter   75: 1180.177514
  iter   76: 1180.177514
  iter   77: 1180.177514
  iter   78: 1180.177514
  iter   79: 1180.177514
  iter   80: 1180.177514

Best tour:
15 -> 37 -> 38 -> 39 -> 40 -> 59 -> 58 -> 60 -> 61 -> 62 -> 63 -> 72 -> 71 -> 70 -> 56 -> 57 -> 54 -> 55 -> 64 -> 65 -> 50 -> 51 -> 52 -> 53 -> 41 -> 42 -> 48 -> 49 -> 66 -> 67 -> 69 -> 68 -> 46 -> 47 -> 43 -> 44 -> 45 -> 23 -> 24 -> 20 -> 21 -> 22 -> 0 -> 75 -> 74 -> 1 -> 2 -> 3 -> 5 -> 6 -> 7 -> 8 -> 9 -> 4 -> 19 -> 18 -> 30 -> 29 -> 28 -> 25 -> 26 -> 27 -> 32 -> 31 -> 33 -> 34 -> 35 -> 36 -> 17 -> 16 -> 10 -> 11 -> 12 -> 13 -> 73 -> 14
