PWA-ACO Hybrid  —  run summary
========================================
Dataset   : pr76
Cities    : 76
Elapsed   : 1.4s

PWA best  : 1412.328903
Hybrid    : 1183.005328
Improvement: +16.237%

ACO convergence history (best per iteration):
  iter    1: 1217.512726
  iter    2: 1217.512726
  iter    3: 1217.512726
  iter    4: 1217.512726
  iter    5: 1217.512726
  iter    6: 1217.512726
  iter    7: 1217.512726
  iter    8: 1217.512726
  iter    9: 1217.512726
  iter   10: 1217.021883
  iter   11: 1217.021883
  iter   12: 1217.021883
  iter   13: 1210.655831
  iter   14: 1210.655831
  iter   15: 1197.913352
  iter   16: 1197.913352
  iter   17: 1197.913352
  iter   18: 1197.913352
  iter   19: 1197.913352
  iter   20: 1197.913352
  iter   21: 1197.913352
  iter   22: 1197.913352
  iter   23: 1197.913352
  iter   24: 1197.913352
  iter   25: 1197.913352
  iter   26: 1197.913352
  iter   27: 1197.913352
  iter   28: 1197.913352
  iter   29: 1197.913352
  iter   30: 1197.913352
  iter   31: 1197.913352
  iter   32: 1197.913352
  iter   33: 1197.913352
  iter   34: 1197.913352
  iter   35: 1197.913352
  iter   36: 1197.913352
  iter   37: 1197.913352
  iter   38: 1197.913352
  iter   39: 1197.913352
  iter   40: 1197.913352
  iter   41: 1197.913352
  iter   42: 1197.913352
  iter   43: 1197.913352
  iter   44: 1197.913352
  iter   45: 1197.913352
  iter   46: 1197.913352
  iter   47: 1197.913352
  iter   48: 1197.913352
  iter   49: 1197.913352
  iter   50: 1197.913352
  iter   51: 1197.913352
  iter   52: 1197.913352
  iter   53: 1197.913352
  iter   54: 1197.913352
  iter   55: 1197.913352
  iter   56: 1197.913352
  iter   57: 1197.913352
  iter   58: 1197.913352
  iter   59: 1197.913352
  iter   60: 1197.913352
  iter   61: 1197.913352
  iter   62: 1197.913352
  iter   63: 1197.913352
  iter   64: 1197.913352
  iter   65: 1197.913352
  iter   66: 1197.913352
  iter   67: 1197.913352
  iter   68: 1183.005328
  iter   69: 1183.005328
  iter   70: 1183.005328
  iter   71: 1183.005328
  iter   72: 1183.005328
  iter   73: 1183.005328
  iter   74: 1183.005328
  iter   75: 1183.005328
  iter   76: 1183.005328
  iter   77: 1183.005328
  iter   78: 1183.005328
  iter   79: 1183.005328
  iter   80: 1183.005328

Best tour:
4 -> 5 -> 6 -> 7 -> 2 -> 3 -> 1 -> 74 -> 75 -> 0 -> 22 -> 21 -> 20 -> 24 -> 23 -> 45 -> 44 -> 43 -> 47 -> 46 -> 68 -> 69 -> 67 -> 66 -> 49 -> 48 -> 51 -> 50 -> 65 -> 64 -> 70 -> 71 -> 72 -> 63 -> 62 -> 61 -> 60 -> 58 -> 59 -> 40 -> 39 -> 57 -> 56 -> 54 -> 55 -> 52 -> 53 -> 41 -> 42 -> 26 -> 25 -> 30 -> 18 -> 19 -> 29 -> 28 -> 27 -> 32 -> 31 -> 34 -> 33 -> 38 -> 37 -> 35 -> 36 -> 17 -> 16 -> 10 -> 15 -> 14 -> 73 -> 13 -> 12 -> 11 -> 8 -> 9
