PWA-ACO Hybrid  —  run summary
========================================
Dataset   : pr144
Cities    : 144
Elapsed   : 3.0s

PWA best  : 715.652193
Hybrid    : 635.319051
Improvement: +11.225%

ACO convergence history (best per iteration):
  iter    1: 685.461923
  iter    2: 655.684955
  iter    3: 655.684955
  iter    4: 653.918987
  iter    5: 653.918987
  iter    6: 643.588487
  iter    7: 643.588487
  iter    8: 643.588487
  iter    9: 643.588487
  iter   10: 643.588487
  iter   11: 643.588487
  iter   12: 643.588487
  iter   13: 643.588487
  iter   14: 643.588487
  iter   15: 643.588487
  iter   16: 643.588487
  iter   17: 638.198243
  iter   18: 638.198243
  iter   19: 638.198243
  iter   20: 638.198243
  iter   21: 638.198243
  iter   22: 638.198243
  iter   23: 638.198243
  iter   24: 638.198243
  iter   25: 638.198243
  iter   26: 638.198243
  iter   27: 638.198243
  iter   28: 638.198243
  iter   29: 638.198243
  iter   30: 638.198243
  iter   31: 638.198243
  iter   32: 638.198243
  iter   33: 638.198243
  iter   34: 638.198243
  iter   35: 638.198243
  iter   36: 638.198243
  iter   37: 638.198243
  iter   38: 638.198243
  iter   39: 638.198243
  iter   40: 638.198243
  iter   41: 638.198243
  iter   42: 638.198243
  iter   43: 638.198243
  iter   44: 638.198243
  iter   45: 638.198243
  iter   46: 638.198243
  iter   47: 638.198243
  iter   48: 636.908269
  iter   49: 636.908269
  iter   50: 636.908269
  iter   51: 636.908269
  iter   52: 636.908269
  iter   53: 636.908269
  iter   54: 636.908269
  iter   55: 636.908269
  iter   56: 636.908269
  iter   57: 636.908269
  iter   58: 636.908269
  iter   59: 636.908269
  iter   60: 636.908269
  iter   61: 636.908269
  iter   62: 636.908269
  iter   63: 636.908269
  iter   64: 636.908269
  iter   65: 636.908269
  iter   66: 636.908269
  iter   67: 636.908269
  iter   68: 636.908269
  iter   69: 636.908269
  iter   70: 636.908269
  iter   71: 636.908269
  iter   72: 636.908269
  iter   73: 636.908269
  iter   74: 636.908269
  iter   75: 636.908269
  iter   76: 636.908269
  iter   77: 636.908269
  iter   78: 636.908269
  iter   79: 636.908269
  iter   80: 636.908269

Best tour:
92 -> 93 -> 89 -> 88 -> 77 -> 76 -> 75 -> 74 -> 73 -> 72 -> 90 -> 91 -> 115 -> 116 -> 117 -> 119 -> 118 -> 120 -> 121 -> 122 -> 123 -> 124 -> 125 -> 126 -> 127 -> 128 -> 129 -> 133 -> 132 -> 131 -> 114 -> 130 -> 135 -> 134 -> 136 -> 137 -> 138 -> 139 -> 140 -> 141 -> 142 -> 143 -> 110 -> 112 -> 113 -> 111 -> 53 -> 54 -> 55 -> 56 -> 57 -> 52 -> 51 -> 50 -> 49 -> 48 -> 30 -> 31 -> 32 -> 33 -> 29 -> 28 -> 27 -> 1 -> 0 -> 2 -> 3 -> 5 -> 4 -> 26 -> 25 -> 34 -> 35 -> 23 -> 24 -> 21 -> 22 -> 36 -> 37 -> 38 -> 39 -> 19 -> 18 -> 7 -> 6 -> 8 -> 9 -> 10 -> 11 -> 12 -> 13 -> 41 -> 40 -> 15 -> 14 -> 16 -> 17 -> 20 -> 42 -> 43 -> 44 -> 71 -> 70 -> 69 -> 68 -> 67 -> 66 -> 65 -> 64 -> 63 -> 62 -> 61 -> 60 -> 45 -> 46 -> 47 -> 58 -> 59 -> 78 -> 79 -> 80 -> 81 -> 82 -> 83 -> 84 -> 85 -> 109 -> 108 -> 107 -> 106 -> 105 -> 104 -> 103 -> 87 -> 86 -> 102 -> 101 -> 100 -> 99 -> 98 -> 97 -> 96 -> 95 -> 94
