seed,hybrid_cost,pwa_cost,improvement_pct,elapsed_seconds,peak_memory_mb,peak_cpu_pct,n_ants,n_iters,error
42,69.25038111727795,76.14061473333938,9.04935380439531,2.726,263.39,481.2,20,80,
43,69.22181401390482,76.14061473333938,9.086872681112004,2.723,264.25,591.0,20,80,
44,69.02239785520109,76.14061473333938,9.34877778839558,2.738,264.69,559.0,20,80,
45,69.73210891461812,76.14061473333938,8.416672023420356,2.754,263.62,621.0,20,80,
46,69.21001105834753,76.14061473333938,9.102374204968388,2.8,263.43,618.9,20,80,
47,68.89054291858679,76.14061473333938,9.521950722546542,2.798,263.38,621.0,20,80,
48,68.72906592394149,76.14061473333938,9.73402806814038,2.821,263.14,437.3,20,80,
49,68.86110430783512,76.14061473333938,9.560614201761634,2.8,263.95,618.9,20,80,
50,68.53300576182683,76.14061473333938,9.991525545408338,2.794,2799.6,489.1,20,80,
51,69.08881608133937,76.14061473333938,9.261546779858424,2.749,263.06,615.0,20,80,
52,67.87143141924354,76.14061473333938,10.860410495838888,2.729,263.38,583.0,20,80,
53,68.92128171054793,76.14061473333938,9.481579637983073,2.74,264.79,549.1,20,80,
54,68.53852909135864,76.14061473333938,9.98427142807404,2.836,262.82,499.2,20,80,
55,68.50974064079587,76.14061473333938,10.022081013225925,2.771,263.07,578.7,20,80,
56,69.28615174718483,76.14061473333938,9.002374107643249,2.812,2760.47,616.9,20,80,
57,68.4459702670255,76.14061473333938,10.105834439690508,2.752,263.3,559.0,20,80,
58,68.50437545494586,76.14061473333938,10.029127431052732,2.718,263.37,535.1,20,80,
59,69.24924132802468,76.14061473333938,9.050850757443646,2.861,264.05,600.8,20,80,
60,69.15386558180109,76.14061473333938,9.176113400196954,2.726,264.08,529.1,20,80,
61,68.88565834087468,76.14061473333938,9.528365929107734,2.798,263.28,622.7,20,80,
62,69.1495045906452,76.14061473333938,9.18184094937838,2.742,264.27,511.2,20,80,
63,68.34224116882541,76.14061473333938,10.242068036652356,2.779,262.94,471.0,20,80,
64,68.53458486172894,76.14061473333938,9.989451619544136,2.775,262.84,633.0,20,80,
65,69.14475788267835,76.14061473333938,9.18807508339932,2.816,263.58,609.0,20,80,
66,68.38395984306989,76.14061473333938,10.187276419339327,2.762,262.14,622.9,20,80,
67,68.91154470678937,76.14061473333938,9.494367824409805,2.753,264.12,513.1,20,80,
68,68.33586000620177,76.14061473333938,10.250448797230646,2.805,2740.41,621.0,20,80,
69,68.67561409688736,76.14061473333938,9.804229533207787,2.833,262.66,570.9,20,80,
70,67.9571738862809,76.14061473333938,10.747799811859448,2.751,263.53,621.0,20,80,
71,68.53739238586348,76.14061473333938,9.985764331039345,2.765,264.19,664.9,20,80,
