seed,hybrid_cost,pwa_cost,improvement_pct,elapsed_seconds,peak_memory_mb,peak_cpu_pct,n_ants,n_iters,error
42,474.24815402184754,511.49961681327,7.2827938803757934,1.909,255.12,473.2,20,80,
43,476.45624623180464,511.49961681327,6.851103975363958,1.905,254.76,621.0,20,80,
44,475.927127101145,511.49961681327,6.954548653183297,1.873,254.95,543.1,20,80,
45,478.78839327281815,511.49961681327,6.395160908281486,1.918,254.54,575.0,20,80,
46,479.94751033214004,511.49961681327,6.1685493877209465,1.962,253.63,642.5,20,80,
47,474.7328394686424,511.49961681327,7.188036146281185,2.006,254.24,602.7,20,80,
48,476.1926098756638,511.49961681327,6.90264582358339,1.862,255.49,579.1,20,80,
49,473.24113060734066,511.49961681327,7.479670550739849,1.878,255.55,531.1,20,80,
50,471.1988507538378,511.49961681327,7.878943548484522,1.876,253.99,610.9,20,80,
51,476.24028802079874,511.49961681327,6.893324576104845,1.944,253.47,640.9,20,80,
52,475.5003060266393,511.49961681327,7.037993696048603,1.912,254.21,623.0,20,80,
53,473.5964677012294,511.49961681327,7.410200881123563,1.896,254.63,622.9,20,80,
54,470.2046930917758,511.49961681327,8.073304918343556,1.922,254.8,537.1,20,80,
55,475.01332790693044,511.49961681327,7.133199655877627,1.954,254.36,621.0,20,80,
56,478.76580406632706,511.49961681327,6.399577178743589,1.863,254.55,581.0,20,80,
57,471.72156209215063,511.49961681327,7.776751616930515,1.99,253.59,542.9,20,80,
58,476.3890449887033,511.49961681327,6.864242058148854,2.157,243.53,644.6,20,80,
59,473.4333910826143,511.49961681327,7.442082941882687,1.919,253.73,634.7,20,80,
60,473.20541450776125,511.49961681327,7.486653175634456,2.013,244.02,625.0,20,80,
61,474.59822738840063,511.49961681327,7.214353288233396,1.894,254.55,555.1,20,80,
62,473.1725439081989,511.49961681327,7.493079495123631,1.985,255.37,489.2,20,80,
63,471.92539545121116,511.49961681327,7.736901468003632,1.865,254.14,602.8,20,80,
64,472.6124012092781,511.49961681327,7.602589391222983,1.868,255.03,628.9,20,80,
65,477.51977329408334,511.49961681327,6.64318064026849,1.914,254.65,583.1,20,80,
66,478.13549430361667,511.49961681327,6.522804986153756,1.939,252.98,580.9,20,80,
67,473.3342496975729,511.49961681327,7.461465436371951,1.93,253.09,553.1,20,80,
68,473.9891076463643,511.49961681327,7.333438371000664,1.981,254.44,609.0,20,80,
69,473.0229977126838,511.49961681327,7.522316309893276,1.919,253.36,618.9,20,80,
70,474.2363890353742,511.49961681327,7.285093977206096,1.901,254.03,622.9,20,80,
71,474.84835272093136,511.49961681327,7.165452893333972,1.921,254.67,601.0,20,80,
