PWA-ACO Hybrid  —  run summary
========================================
Dataset   : pr439
Cities    : 439
Elapsed   : 77.1s

PWA best  : 1405.761163
Hybrid    : 1259.073301
Improvement: +10.435%

ACO convergence history (best per iteration):
  iter    1: 1335.941349
  iter    2: 1335.941349
  iter    3: 1335.878136
  iter    4: 1335.878136
  iter    5: 1292.345757
  iter    6: 1292.345757
  iter    7: 1292.345757
  iter    8: 1292.345757
  iter    9: 1292.345757
  iter   10: 1292.345757
  iter   11: 1292.345757
  iter   12: 1292.345757
  iter   13: 1292.345757
  iter   14: 1292.345757
  iter   15: 1292.345757
  iter   16: 1292.345757
  iter   17: 1292.345757
  iter   18: 1292.345757
  iter   19: 1292.345757
  iter   20: 1292.345757
  iter   21: 1292.345757
  iter   22: 1292.345757
  iter   23: 1292.345757
  iter   24: 1292.345757
  iter   25: 1292.345757
  iter   26: 1292.345757
  iter   27: 1292.345757
  iter   28: 1292.345757
  iter   29: 1292.345757
  iter   30: 1292.345757
  iter   31: 1292.345757
  iter   32: 1292.345757
  iter   33: 1292.345757
  iter   34: 1292.345757
  iter   35: 1292.345757
  iter   36: 1292.345757
  iter   37: 1292.345757
  iter   38: 1292.345757
  iter   39: 1292.345757
  iter   40: 1292.345757
  iter   41: 1292.345757
  iter   42: 1292.345757
  iter   43: 1292.345757
  iter   44: 1292.345757
  iter   45: 1292.345757
  iter   46: 1292.345757
  iter   47: 1292.345757
  iter   48: 1292.345757
  iter   49: 1292.345757
  iter   50: 1292.345757
  iter   51: 1292.345757
  iter   52: 1292.345757
  iter   53: 1292.345757
  iter   54: 1292.345757
  iter   55: 1292.345757
  iter   56: 1292.345757
  iter   57: 1292.345757
  iter   58: 1292.345757
  iter   59: 1292.345757
  iter   60: 1292.345757
  iter   61: 1292.345757
  iter   62: 1292.345757
  iter   63: 1292.345757
  iter   64: 1292.345757
  iter   65: 1292.345757
  iter   66: 1292.345757
  iter   67: 1292.345757
  iter   68: 1292.345757
  iter   69: 1292.345757
  iter   70: 1292.345757
  iter   71: 1292.345757
  iter   72: 1292.345757
  iter   73: 1292.345757
  iter   74: 1292.345757
  iter   75: 1292.345757
  iter   76: 1292.345757
  iter   77: 1292.345757
  iter   78: 1292.345757
  iter   79: 1292.023697
  iter   80: 1292.023697

Best tour:
