PWA-ACO Hybrid  —  run summary
========================================
Dataset   : pr124
Cities    : 124
Elapsed   : 2.4s

PWA best  : 728.533465
Hybrid    : 650.142537
Improvement: +10.760%

ACO convergence history (best per iteration):
  iter    1: 668.751045
  iter    2: 668.751045
  iter    3: 658.105701
  iter    4: 658.105701
  iter    5: 658.105701
  iter    6: 658.105701
  iter    7: 658.105701
  iter    8: 658.105701
  iter    9: 658.105701
  iter   10: 658.105701
  iter   11: 658.105701
  iter   12: 658.105701
  iter   13: 658.105701
  iter   14: 658.105701
  iter   15: 658.105701
  iter   16: 658.105701
  iter   17: 658.105701
  iter   18: 658.105701
  iter   19: 658.105701
  iter   20: 655.455702
  iter   21: 655.455702
  iter   22: 655.455702
  iter   23: 655.455702
  iter   24: 655.455702
  iter   25: 655.414408
  iter   26: 655.414408
  iter   27: 655.414408
  iter   28: 655.414408
  iter   29: 655.414408
  iter   30: 655.414408
  iter   31: 655.414408
  iter   32: 654.683505
  iter   33: 654.683505
  iter   34: 654.683505
  iter   35: 654.683505
  iter   36: 654.683505
  iter   37: 654.683505
  iter   38: 654.683505
  iter   39: 654.683505
  iter   40: 654.683505
  iter   41: 654.683505
  iter   42: 654.683505
  iter   43: 654.683505
  iter   44: 654.683505
  iter   45: 654.683505
  iter   46: 654.683505
  iter   47: 654.683505
  iter   48: 654.683505
  iter   49: 654.683505
  iter   50: 654.683505
  iter   51: 654.683505
  iter   52: 654.683505
  iter   53: 654.683505
  iter   54: 654.683505
  iter   55: 654.683505
  iter   56: 654.683505
  iter   57: 654.683505
  iter   58: 654.683505
  iter   59: 654.683505
  iter   60: 654.683505
  iter   61: 651.301085
  iter   62: 651.301085
  iter   63: 651.301085
  iter   64: 651.301085
  iter   65: 651.301085
  iter   66: 651.301085
  iter   67: 651.301085
  iter   68: 651.301085
  iter   69: 651.301085
  iter   70: 651.301085
  iter   71: 651.301085
  iter   72: 651.301085
  iter   73: 651.301085
  iter   74: 651.301085
  iter   75: 650.142537
  iter   76: 650.142537
  iter   77: 650.142537
  iter   78: 650.142537
  iter   79: 650.142537
  iter   80: 650.142537

Best tour:
31 -> 5 -> 4 -> 3 -> 2 -> 1 -> 0 -> 7 -> 6 -> 26 -> 27 -> 28 -> 34 -> 35 -> 58 -> 60 -> 59 -> 57 -> 56 -> 55 -> 54 -> 36 -> 37 -> 25 -> 23 -> 24 -> 21 -> 22 -> 38 -> 39 -> 20 -> 19 -> 18 -> 17 -> 44 -> 43 -> 42 -> 40 -> 41 -> 53 -> 52 -> 51 -> 45 -> 16 -> 15 -> 8 -> 9 -> 10 -> 11 -> 12 -> 13 -> 14 -> 49 -> 50 -> 48 -> 47 -> 46 -> 87 -> 88 -> 103 -> 104 -> 105 -> 106 -> 107 -> 108 -> 109 -> 110 -> 111 -> 112 -> 113 -> 102 -> 101 -> 89 -> 86 -> 85 -> 84 -> 90 -> 100 -> 115 -> 114 -> 116 -> 117 -> 118 -> 119 -> 120 -> 121 -> 122 -> 123 -> 99 -> 98 -> 97 -> 96 -> 95 -> 94 -> 93 -> 92 -> 91 -> 79 -> 78 -> 77 -> 76 -> 75 -> 74 -> 73 -> 72 -> 71 -> 70 -> 69 -> 68 -> 67 -> 63 -> 62 -> 80 -> 81 -> 83 -> 82 -> 66 -> 64 -> 65 -> 61 -> 32 -> 33 -> 29 -> 30
