PWA-ACO Hybrid  —  run summary
========================================
Dataset   : pr439
Cities    : 439
Elapsed   : 74.5s

PWA best  : 1405.761163
Hybrid    : 1244.582569
Improvement: +11.466%

ACO convergence history (best per iteration):
  iter    1: 1347.472532
  iter    2: 1347.472532
  iter    3: 1347.472532
  iter    4: 1341.631080
  iter    5: 1341.631080
  iter    6: 1324.681816
  iter    7: 1324.681816
  iter    8: 1324.681816
  iter    9: 1297.278358
  iter   10: 1297.278358
  iter   11: 1297.278358
  iter   12: 1297.278358
  iter   13: 1297.278358
  iter   14: 1297.278358
  iter   15: 1297.278358
  iter   16: 1297.278358
  iter   17: 1297.278358
  iter   18: 1297.278358
  iter   19: 1297.278358
  iter   20: 1297.278358
  iter   21: 1297.278358
  iter   22: 1297.278358
  iter   23: 1297.278358
  iter   24: 1297.278358
  iter   25: 1297.278358
  iter   26: 1297.278358
  iter   27: 1297.278358
  iter   28: 1297.278358
  iter   29: 1297.278358
  iter   30: 1297.278358
  iter   31: 1297.278358
  iter   32: 1297.278358
  iter   33: 1297.278358
  iter   34: 1297.278358
  iter   35: 1297.278358
  iter   36: 1297.278358
  iter   37: 1297.278358
  iter   38: 1297.278358
  iter   39: 1297.278358
  iter   40: 1297.278358
  iter   41: 1297.278358
  iter   42: 1297.278358
  iter   43: 1297.278358
  iter   44: 1297.278358
  iter   45: 1297.278358
  iter   46: 1297.278358
  iter   47: 1297.278358
  iter   48: 1297.278358
  iter   49: 1295.805524
  iter   50: 1295.805524
  iter   51: 1295.805524
  iter   52: 1295.805524
  iter   53: 1295.805524
  iter   54: 1295.805524
  iter   55: 1295.805524
  iter   56: 1295.805524
  iter   57: 1295.805524
  iter   58: 1295.805524
  iter   59: 1295.805524
  iter   60: 1295.805524
  iter   61: 1295.805524
  iter   62: 1295.805524
  iter   63: 1295.805524
  iter   64: 1295.805524
  iter   65: 1295.805524
  iter   66: 1295.805524
  iter   67: 1295.805524
  iter   68: 1295.805524
  iter   69: 1295.805524
  iter   70: 1295.805524
  iter   71: 1295.805524
  iter   72: 1295.805524
  iter   73: 1278.401497
  iter   74: 1278.401497
  iter   75: 1278.401497
  iter   76: 1278.401497
  iter   77: 1278.401497
  iter   78: 1278.401497
  iter   79: 1278.401497
  iter   80: 1278.401497

Best tour:
