seed,hybrid_cost,pwa_cost,improvement_pct,elapsed_seconds,peak_memory_mb,peak_cpu_pct,n_ants,n_iters,error
42,299.659520948306,336.51469425270363,10.952024958744138,3.545,2773.77,517.2,20,80,
43,297.3541139343833,336.51469425270363,11.637108568255549,3.504,2816.8,620.8,20,80,
44,290.43499725850006,336.51469425270363,13.693219874553325,3.504,2817.11,579.1,20,80,
45,297.006729286527,336.51469425270363,11.740338725449053,3.524,2821.66,583.1,20,80,
46,299.17711140480014,336.51469425270363,11.095379632921784,3.474,2816.38,611.1,20,80,
47,300.80272775181334,336.51469425270363,10.61230523088915,3.591,2819.61,619.0,20,80,
48,297.51833689362684,336.51469425270363,11.588307442465712,3.559,2809.48,624.9,20,80,
49,296.7988459849761,336.51469425270363,11.802114126375468,3.503,2813.43,621.0,20,80,
50,297.7479274382203,336.51469425270363,11.520081433761007,3.593,2776.31,641.0,20,80,
51,295.3053074487707,336.51469425270363,12.245939778483198,3.46,2816.81,621.0,20,80,
52,295.2697551394417,336.51469425270363,12.25650463937521,3.576,2773.21,521.2,20,80,
53,297.6095047883249,336.51469425270363,11.561215640456735,3.573,2806.25,616.8,20,80,
54,293.9387970543558,336.51469425270363,12.65201725972053,3.522,2801.08,620.9,20,80,
55,296.49923853548825,336.51469425270363,11.891146627661385,3.427,2822.86,565.1,20,80,
56,293.98905090945976,336.51469425270363,12.637083630977939,3.602,2818.55,623.1,20,80,
57,294.7219653711329,336.51469425270363,12.419287952456166,3.47,2797.2,678.9,20,80,
58,291.8251137979029,336.51469425270363,13.280127500536839,3.525,2770.78,621.1,20,80,
59,293.44496296563955,336.51469425270363,12.798766895665228,3.602,2821.37,555.1,20,80,
60,299.01077583014353,336.51469425270363,11.144808551627992,3.63,2811.05,622.8,20,80,
61,299.67737472207796,336.51469425270363,10.946719462705817,3.492,2812.95,627.0,20,80,
62,295.53509372448957,336.51469425270363,12.177655605564935,3.602,2777.0,643.0,20,80,
63,294.97632277427334,336.51469425270363,12.343702128869685,3.494,2780.34,581.1,20,80,
64,296.02974732663426,336.51469425270363,12.030662439859892,3.513,2819.84,609.1,20,80,
65,295.6719528013399,336.51469425270363,12.13698603624516,3.485,2820.5,535.1,20,80,
66,297.63492341966196,336.51469425270363,11.553662142267449,3.585,2817.46,622.9,20,80,
67,296.5430312101407,336.51469425270363,11.878133028136489,3.457,2813.4,587.0,20,80,
68,290.23127983726255,336.51469425270363,13.75375732647349,3.625,2807.77,678.9,20,80,
69,295.8000549931243,336.51469425270363,12.098918696550264,3.473,2777.18,601.0,20,80,
70,292.64704513606483,336.51469425270363,13.035879224844981,3.586,2814.4,640.9,20,80,
71,296.43997163890305,336.51469425270363,11.908758606453816,3.501,2819.25,617.1,20,80,
