group,count,mean,std,min,p05,p25,median,p75,p95,max
lane_tp,140736,19.69832438211541,11.887012424661007,7.774433612823486,9.095700025558472,11.376603126525879,14.948796272277832,25.14157772064209,42.42209243774414,143.55679321289062
lane_to_road,133298,19.43260663061407,11.490141564730134,7.811592102050781,9.595804834365845,12.463661432266235,15.674318790435791,21.563197135925293,44.48344421386718,145.28680419921875
lane_to_other,5716,28.81882144989377,16.703962781999216,7.886138916015625,9.132686853408813,20.555676460266113,27.319965362548828,32.97694206237793,61.404226303100586,148.6715850830078
road_tp,13973570,17.01716388033699,8.496185389519972,7.223991870880127,9.178126335144043,11.345109462738037,14.417893409729004,19.39663553237915,35.06068420410156,213.15155029296875
road_to_lane,129159,20.730816516378262,11.76257906163089,7.766593933105469,9.398724365234376,12.158041000366211,17.112503051757812,26.178693771362305,42.61149597167969,170.01075744628906
other_to_lane,64164,21.472529933091582,17.24595794118449,5.692686080932617,9.334669399261475,11.55484414100647,15.147196769714355,24.74479627609253,52.10672740936279,292.1211242675781
