step,seq_id,frame_idx,active_points,true_lane,lane_tp,lane_to_road,lane_to_other,road_to_lane,other_to_lane,predicted_lane,lane_false_positive,lane_recall,lane_precision,lane_f1,lane_iou,lane_to_road_rate,lane_tp_intensity_mean,lane_tp_intensity_median,lane_to_road_intensity_mean,lane_to_road_intensity_median,road_to_lane_intensity_mean,road_to_lane_intensity_median,lane_tp_range_mean,lane_tp_range_median,lane_to_road_range_mean,lane_to_road_range_median
1240,013,7,16325,156,97,17,42,97,6,200,103,0.6217948717948718,0.485,0.5449438202247191,0.3745173745173745,0.10897435897435898,47.1340217590332,48.0,25.176469802856445,26.0,40.31958770751953,39.0,34.53680419921875,34.566925048828125,33.40830993652344,30.060388565063477
1241,034,3,16379,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,
1242,054,9,16384,109,49,60,0,15,0,64,15,0.44954128440366975,0.765625,0.5664739884393064,0.3951612903225806,0.5504587155963303,33.14285659790039,35.0,6.766666889190674,4.5,27.53333282470703,29.0,26.912193298339844,26.03662109375,28.36802101135254,27.979957580566406
1243,054,16,16384,0,0,0,0,0,1,1,1,,0.0,0.0,0.0,,,,,,,,,,,
1244,013,47,16246,220,109,111,0,126,14,249,140,0.4954545454545455,0.43775100401606426,0.464818763326226,0.30277777777777776,0.5045454545454545,48.64678955078125,42.5,32.09384536743164,32.0,36.911373138427734,33.0,12.395004272460938,12.431445121765137,12.236488342285156,11.141922950744629
1245,038,21,15970,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,
1246,034,26,16383,0,0,0,0,3,0,3,3,,0.0,0.0,0.0,,,,,,39.0,39.0,,,,
1247,054,29,16384,0,0,0,0,0,1,1,1,,0.0,0.0,0.0,,,,,,,,,,,
1248,054,39,16383,484,158,323,3,57,7,222,64,0.32644628099173556,0.7117117117117117,0.4475920679886686,0.28832116788321166,0.6673553719008265,34.869197845458984,32.0,27.631065368652344,29.0,27.786548614501953,30.0,20.644601821899414,21.4390926361084,16.664640426635742,15.055288314819336
1249,037,78,16178,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,
1250,037,53,16361,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,
1251,106,24,16326,203,185,18,0,60,0,245,60,0.9113300492610837,0.7551020408163265,0.8258928571428571,0.7034220532319392,0.08866995073891626,40.63198471069336,38.0,28.16666603088379,32.0,36.47305679321289,31.0,13.730878829956055,11.46902847290039,13.844074249267578,12.25394058227539
1252,123,21,16383,473,124,349,0,114,0,238,114,0.26215644820295986,0.5210084033613446,0.3488045007032349,0.21124361158432708,0.7378435517970402,52.14677429199219,51.5,28.354583740234375,29.0,40.205116271972656,32.0,12.621660232543945,14.052547454833984,13.43950080871582,13.662352561950684
1253,123,24,16380,195,188,7,0,160,0,348,160,0.9641025641025641,0.5402298850574713,0.6924493554327809,0.5295774647887324,0.035897435897435895,59.58998489379883,56.125,31.214284896850586,32.0,37.77031326293945,30.5,11.579136848449707,11.49695110321045,15.035390853881836,15.622316360473633
1254,013,73,16227,358,182,158,18,132,39,353,171,0.5083798882681564,0.5155807365439093,0.5119549929676512,0.3440453686200378,0.441340782122905,45.379119873046875,44.0,33.361812591552734,34.0,38.584598541259766,35.0,20.998035430908203,21.696274757385254,20.11585807800293,20.234027862548828
1255,054,56,16378,514,154,360,0,106,277,537,383,0.29961089494163423,0.28677839851024206,0.29305423406279735,0.1716833890746934,0.7003891050583657,46.508548736572266,39.0,29.07685089111328,29.75,28.257863998413086,29.5,13.140922546386719,10.91215991973877,14.442543029785156,13.655692100524902
1256,054,75,16374,268,97,171,0,45,285,427,330,0.3619402985074627,0.22716627634660422,0.27913669064748203,0.16220735785953178,0.6380597014925373,40.902061462402344,41.0,28.20467758178711,29.0,33.17777633666992,31.0,27.87792205810547,27.201948165893555,19.991378784179688,19.811050415039062
1257,123,8,16376,212,86,126,0,87,0,173,87,0.4056603773584906,0.49710982658959535,0.44675324675324674,0.28762541806020064,0.5943396226415094,56.91473388671875,60.0,28.329364776611328,29.0,42.695404052734375,32.0,14.773097038269043,14.760979652404785,13.053472518920898,12.949380874633789
1258,054,56,16378,512,147,365,0,90,317,554,407,0.287109375,0.26534296028880866,0.275797373358349,0.15995647442872687,0.712890625,47.13786697387695,41.0,29.212923049926758,30.0,28.761110305786133,29.0,12.87514877319336,10.853456497192383,14.4735107421875,13.70732593536377
1259,106,76,16378,33,31,2,0,5,3,39,8,0.9393939393939394,0.7948717948717948,0.8611111111111112,0.7560975609756098,0.06060606060606061,59.032257080078125,59.0,20.5,20.5,16.0,18.0,37.801048278808594,36.74757766723633,38.724891662597656,38.72488975524902
1260,116,43,16361,278,101,177,0,89,52,242,141,0.36330935251798563,0.41735537190082644,0.38846153846153847,0.24105011933174225,0.6366906474820144,33.79207992553711,27.0,15.423728942871094,14.0,31.202247619628906,34.0,29.269081115722656,29.158527374267578,27.498455047607422,25.251230239868164
1261,037,72,16330,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,
1262,124,4,16365,48,14,30,4,23,6,43,29,0.2916666666666667,0.32558139534883723,0.3076923076923077,0.18181818181818182,0.625,52.57143020629883,58.0,7.133333206176758,6.0,22.60869598388672,24.0,48.898765563964844,46.450740814208984,50.35573196411133,51.87458801269531
1263,116,52,16355,487,176,311,0,85,0,261,85,0.3613963039014374,0.6743295019157088,0.47058823529411764,0.3076923076923077,0.6386036960985626,37.571022033691406,31.5,21.509645462036133,26.0,34.3470573425293,32.0,26.914264678955078,29.90963649749756,21.155899047851562,19.745399475097656
1264,116,53,16376,188,57,131,0,38,0,95,38,0.30319148936170215,0.6,0.4028268551236749,0.252212389380531,0.6968085106382979,58.66082000732422,64.0,29.42620849609375,29.5,34.9429817199707,32.0,14.469895362854004,14.374775886535645,14.321503639221191,13.886377334594727
1265,116,14,16347,333,169,164,0,94,0,263,94,0.5075075075075075,0.6425855513307985,0.5671140939597316,0.3957845433255269,0.4924924924924925,43.56557846069336,42.0,24.841463088989258,28.0,34.767730712890625,32.0,13.754928588867188,12.1326904296875,20.178422927856445,19.76643180847168
1266,123,43,16365,74,46,24,4,63,8,117,71,0.6216216216216216,0.39316239316239315,0.4816753926701571,0.31724137931034485,0.32432432432432434,33.369564056396484,24.5,11.791666984558105,9.5,37.63492202758789,38.0,38.7225456237793,35.47589302062988,42.02363586425781,36.38532066345215
1267,124,21,16374,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,
1268,054,34,16379,0,0,0,0,3,23,26,26,,0.0,0.0,0.0,,,,,,35.0,36.0,,,,
1269,106,39,16372,110,91,19,0,26,0,117,26,0.8272727272727273,0.7777777777777778,0.801762114537445,0.6691176470588235,0.17272727272727273,43.413002014160156,39.0,33.6315803527832,35.0,29.961538314819336,29.166666984558105,12.156188011169434,11.4295072555542,15.613142967224121,17.593791961669922
1270,013,60,16361,243,133,86,24,72,31,236,103,0.5473251028806584,0.5635593220338984,0.5553235908141962,0.38439306358381503,0.35390946502057613,43.92481231689453,44.0,32.901161193847656,36.5,40.25,37.0,28.216888427734375,25.437511444091797,26.131317138671875,22.154644012451172
1271,013,6,16263,389,281,108,0,330,7,618,337,0.7223650385604113,0.4546925566343042,0.5580933465739821,0.38705234159779617,0.2776349614395887,48.42692947387695,45.5,30.712190628051758,30.0,34.8408088684082,33.0,11.499693870544434,10.427816390991211,13.361797332763672,12.996863842010498
1272,034,12,16378,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,
1273,124,26,16370,89,0,89,0,20,0,20,20,0.0,0.0,0.0,0.0,1.0,,,30.32022476196289,31.0,53.25,32.25,,,14.493753433227539,14.426521301269531
1274,124,23,16366,267,137,130,0,65,0,202,65,0.5131086142322098,0.6782178217821783,0.5842217484008528,0.4126506024096386,0.4868913857677903,41.463504791259766,35.0,25.00384521484375,31.0,41.41538619995117,37.0,26.87624740600586,26.508398056030273,25.995607376098633,19.88255786895752
1275,106,18,16310,77,66,10,1,46,0,112,46,0.8571428571428571,0.5892857142857143,0.6984126984126984,0.5365853658536586,0.12987012987012986,43.280303955078125,45.0,36.400001525878906,36.0,39.85869598388672,37.0,17.957359313964844,16.404763221740723,19.051042556762695,17.886679649353027
1276,038,40,16380,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,
1277,116,78,16345,461,157,304,0,70,0,227,70,0.3405639913232104,0.6916299559471366,0.4563953488372093,0.295668549905838,0.6594360086767896,38.55838394165039,33.0,21.144187927246094,25.0,37.4571418762207,34.0,27.4897518157959,26.98647689819336,22.456392288208008,20.93447494506836
1278,054,39,16381,22,21,1,0,148,174,343,322,0.9545454545454546,0.061224489795918366,0.11506849315068493,0.061046511627906974,0.045454545454545456,46.0476188659668,43.0,27.0,27.0,34.65202713012695,35.0,23.821582794189453,22.73366355895996,30.541963577270508,30.541963577270508
1279,124,78,16368,89,88,0,1,178,4,270,182,0.9887640449438202,0.32592592592592595,0.49025069637883006,0.3247232472324723,0.0,57.693180084228516,63.0,,,36.93258285522461,37.0,22.495620727539062,23.006217002868652,,
1280,123,58,16355,212,210,1,1,204,0,414,204,0.9905660377358491,0.5072463768115942,0.670926517571885,0.5048076923076923,0.0047169811320754715,61.27666473388672,59.0,32.0,32.0,38.98284149169922,31.0,11.259319305419922,10.938443660736084,12.14991283416748,12.14991283416748
1281,034,47,16379,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,
1282,116,6,16360,246,108,132,6,97,16,221,113,0.43902439024390244,0.48868778280542985,0.4625267665952891,0.3008356545961003,0.5365853658536586,22.351852416992188,15.0,10.58712100982666,7.5,22.912370681762695,20.0,39.68244171142578,36.96281814575195,32.761295318603516,30.5349178314209
1283,034,60,16377,0,0,0,0,2,0,2,2,,0.0,0.0,0.0,,,,,,43.67499923706055,43.67499923706055,,,,
1284,034,30,16378,0,0,0,0,19,0,19,19,,0.0,0.0,0.0,,,,,,42.81578826904297,42.0,,,,
1285,013,42,16381,320,142,162,16,90,12,244,102,0.44375,0.5819672131147541,0.5035460992907801,0.33649289099526064,0.50625,48.57746505737305,49.0,31.762346267700195,35.0,39.477779388427734,37.0,27.915618896484375,25.21156406402588,25.8378963470459,23.661046028137207
1286,034,45,16382,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,
1287,037,44,16375,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,
1288,013,52,16366,33,13,17,3,15,7,35,22,0.3939393939393939,0.37142857142857144,0.38235294117647056,0.23636363636363636,0.5151515151515151,44.153846740722656,44.0,6.882352828979492,3.0,46.53333282470703,37.0,46.62949752807617,45.03339385986328,67.26864624023438,70.380859375
1289,116,65,16360,81,66,15,0,55,0,121,55,0.8148148148148148,0.5454545454545454,0.6534653465346535,0.4852941176470588,0.18518518518518517,53.67424392700195,55.75,30.700000762939453,33.0,36.890907287597656,32.0,13.357244491577148,13.251032829284668,14.287557601928711,14.77452278137207
1290,013,68,16156,368,161,188,19,99,14,274,113,0.4375,0.5875912408759124,0.5015576323987538,0.33471933471933474,0.5108695652173914,47.32660675048828,44.0,31.069149017333984,30.166666984558105,38.441078186035156,33.333335876464844,12.888344764709473,12.249296188354492,11.38745403289795,10.553615093231201
1291,123,22,16384,293,90,203,0,102,0,192,102,0.30716723549488056,0.46875,0.3711340206185567,0.22784810126582278,0.6928327645051194,55.88333511352539,60.0,28.939655303955078,29.0,46.411766052246094,32.75,13.839268684387207,13.716790199279785,13.098101615905762,13.227558135986328
1292,054,17,16375,0,0,0,0,1,23,24,24,,0.0,0.0,0.0,,,,,,26.0,26.0,,,,
1293,037,23,16383,0,0,0,0,0,8,8,8,,0.0,0.0,0.0,,,,,,,,,,,
1294,034,57,16364,0,0,0,0,9,0,9,9,,0.0,0.0,0.0,,,,,,44.61111068725586,48.0,,,,
1295,037,19,16384,0,0,0,0,7,21,28,28,,0.0,0.0,0.0,,,,,,36.5476188659668,36.0,,,,
1296,013,76,16380,85,64,17,4,104,16,184,120,0.7529411764705882,0.34782608695652173,0.4758364312267658,0.3121951219512195,0.2,41.09375,43.0,20.705883026123047,24.0,32.93269348144531,32.0,34.20578384399414,32.06648254394531,42.21692657470703,35.878082275390625
1297,034,52,16382,0,0,0,0,3,0,3,3,,0.0,0.0,0.0,,,,,,40.33333206176758,40.0,,,,
1298,034,0,16374,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,
1299,038,26,16371,0,0,0,0,1,1,2,2,,0.0,0.0,0.0,,,,,,4.0,4.0,,,,
1300,054,9,16383,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,
1301,116,61,16362,150,145,5,0,66,0,211,66,0.9666666666666667,0.6872037914691943,0.8033240997229917,0.6712962962962963,0.03333333333333333,51.767242431640625,49.5,24.266666412353516,23.33333396911621,29.75126075744629,28.0,11.42355728149414,11.413459777832031,12.280784606933594,12.782998085021973
1302,054,69,16362,323,48,275,0,54,384,486,438,0.14860681114551083,0.09876543209876543,0.11866501854140915,0.06307490144546649,0.8513931888544891,57.89930725097656,56.0,29.39090919494629,30.0,30.920988082885742,32.0,13.152771949768066,14.567957401275635,13.244417190551758,13.012350082397461
1303,038,23,16378,0,0,0,0,3,9,12,12,,0.0,0.0,0.0,,,,,,2.3333332538604736,2.0,,,,
1304,037,5,16384,0,0,0,0,8,103,111,111,,0.0,0.0,0.0,,,,,,41.333335876464844,39.0,,,,
1305,038,8,16192,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,
1306,106,46,16380,68,52,16,0,20,7,79,27,0.7647058823529411,0.6582278481012658,0.7074829931972789,0.5473684210526316,0.23529411764705882,37.69230651855469,38.0,6.125,4.5,26.0,25.0,34.728729248046875,32.960044860839844,52.22847366333008,54.10367965698242
1307,123,34,16379,121,119,2,0,152,0,271,152,0.9834710743801653,0.43911439114391143,0.6071428571428571,0.4358974358974359,0.01652892561983471,56.766361236572266,59.666664123535156,31.83333396911621,31.83333396911621,34.96491622924805,33.75,11.083919525146484,9.461493492126465,14.35355281829834,14.35355281829834
1308,034,58,16384,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,
1309,124,25,16359,97,55,41,1,40,0,95,40,0.5670103092783505,0.5789473684210527,0.5729166666666666,0.40145985401459855,0.422680412371134,47.83636474609375,48.0,8.04878044128418,7.0,33.525001525878906,30.0,40.81224822998047,36.90117263793945,48.33207321166992,46.612178802490234
1310,034,17,16382,0,0,0,0,1,0,1,1,,0.0,0.0,0.0,,,,,,53.5,53.5,,,,
1311,034,5,16380,0,0,0,0,26,0,26,26,,0.0,0.0,0.0,,,,,,40.69230651855469,39.0,,,,
1312,013,17,16371,272,73,199,0,117,2,192,119,0.26838235294117646,0.3802083333333333,0.3146551724137931,0.1867007672634271,0.7316176470588235,60.90867233276367,71.33333587646484,32.309043884277344,33.0,40.94301986694336,34.0,11.673813819885254,11.241729736328125,12.772743225097656,11.881686210632324
1313,013,40,16346,107,90,17,0,96,47,233,143,0.8411214953271028,0.38626609442060084,0.5294117647058824,0.36,0.1588785046728972,44.06111145019531,45.5,11.0,14.0,31.35416603088379,28.5,36.62764358520508,34.93282890319824,42.83744430541992,37.76084899902344
1314,034,22,16372,0,0,0,0,2,0,2,2,,0.0,0.0,0.0,,,,,,48.5,48.5,,,,
1315,106,34,16371,177,153,24,0,68,2,223,70,0.864406779661017,0.6860986547085202,0.765,0.6194331983805668,0.13559322033898305,40.88605499267578,41.0,28.74652862548828,31.0,37.89093017578125,33.0,11.83944034576416,9.656623840332031,12.677372932434082,11.88295030593872
1316,013,74,16275,360,172,154,34,95,4,271,99,0.4777777777777778,0.6346863468634686,0.5451664025356577,0.3747276688453159,0.42777777777777776,47.026161193847656,45.0,33.17207717895508,35.0,39.963157653808594,35.0,20.913850784301758,20.734976768493652,20.418073654174805,20.02649688720703
1317,123,17,16363,33,29,2,2,43,0,72,43,0.8787878787878788,0.4027777777777778,0.5523809523809524,0.3815789473684211,0.06060606060606061,57.482757568359375,58.0,39.0,39.0,42.395347595214844,38.0,20.96067237854004,19.495275497436523,22.910797119140625,22.910797119140625
1318,054,49,16382,254,153,101,0,50,94,297,144,0.6023622047244095,0.5151515151515151,0.5553539019963702,0.3844221105527638,0.39763779527559057,34.80718994140625,33.0,26.30198097229004,27.0,35.68000030517578,37.0,23.935409545898438,22.039196014404297,22.938751220703125,22.175844192504883
1319,124,77,16371,525,279,246,0,125,0,404,125,0.5314285714285715,0.6905940594059405,0.6006458557588805,0.42923076923076925,0.4685714285714286,54.299583435058594,56.0,29.162466049194336,30.0,37.3857307434082,30.0,10.531930923461914,10.430770874023438,13.370265007019043,13.50582218170166
1320,116,30,16379,168,60,108,0,41,0,101,41,0.35714285714285715,0.594059405940594,0.44609665427509293,0.28708133971291866,0.6428571428571429,49.54999923706055,50.0,29.226852416992188,30.0,34.36585235595703,32.0,14.261173248291016,14.071804523468018,15.27818489074707,15.339111328125
1321,037,38,16384,0,0,0,0,2,11,13,13,,0.0,0.0,0.0,,,,,,46.0,46.0,,,,
1322,116,43,16350,322,173,147,2,305,101,579,406,0.5372670807453416,0.2987910189982729,0.38401775804661487,0.23763736263736263,0.45652173913043476,24.271677017211914,22.0,9.850339889526367,11.0,18.99508285522461,19.0,35.599090576171875,29.876081466674805,34.911861419677734,30.400545120239258
1323,106,75,16383,162,145,17,0,41,1,187,42,0.8950617283950617,0.7754010695187166,0.830945558739255,0.7107843137254902,0.10493827160493827,42.23103332519531,39.0,29.58823585510254,28.0,30.613821029663086,30.0,13.60010814666748,13.512965202331543,13.66585922241211,13.705667495727539
1324,106,17,16371,52,28,24,0,21,1,50,22,0.5384615384615384,0.56,0.5490196078431373,0.3783783783783784,0.46153846153846156,48.53571319580078,50.5,20.08333396911621,18.5,32.19047546386719,35.0,30.41917610168457,31.172273635864258,29.421356201171875,27.81295871734619
1325,013,42,16252,470,225,244,1,151,15,391,166,0.4787234042553192,0.5754475703324808,0.5226480836236934,0.35377358490566035,0.5191489361702127,47.57740783691406,47.0,34.07001495361328,34.0,38.71765899658203,34.0,16.549549102783203,12.486021041870117,19.376129150390625,20.720155715942383
1326,038,29,15994,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,
1327,054,68,16382,87,59,28,0,79,145,283,224,0.6781609195402298,0.20848056537102475,0.31891891891891894,0.18971061093247588,0.3218390804597701,30.93220329284668,29.0,6.4285712242126465,4.0,17.088607788085938,16.0,40.27055740356445,37.756629943847656,55.968345642089844,57.4173526763916
1328,037,75,16379,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,
1329,038,52,15952,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,
1330,038,27,16371,0,0,0,0,7,0,7,7,,0.0,0.0,0.0,,,,,,43.78571319580078,42.0,,,,
1331,123,49,16378,437,193,244,0,314,102,609,416,0.4416475972540046,0.3169129720853859,0.3690248565965583,0.22626025791324736,0.5583524027459954,59.72590637207031,60.0,29.392417907714844,29.25,37.10321807861328,30.0,11.205113410949707,10.69009017944336,14.54084587097168,14.626919746398926
1332,123,76,16326,141,127,14,0,192,0,319,192,0.900709219858156,0.3981191222570533,0.5521739130434783,0.3813813813813814,0.09929078014184398,57.96456527709961,60.0,31.60714340209961,33.0,41.19184112548828,34.0,15.548225402832031,14.499485969543457,17.660919189453125,15.8062162399292
1333,034,37,16374,0,0,0,0,19,0,19,19,,0.0,0.0,0.0,,,,,,42.05263137817383,42.0,,,,
1334,123,16,16370,585,167,418,0,209,8,384,217,0.28547008547008546,0.4348958333333333,0.3446852425180599,0.2082294264339152,0.7145299145299145,46.31736373901367,41.0,27.71531105041504,30.0,37.08931350708008,36.0,22.99299430847168,20.580503463745117,19.80500602722168,17.474358558654785
1335,124,33,16375,283,282,1,0,123,0,405,123,0.9964664310954063,0.6962962962962963,0.8197674418604651,0.6945812807881774,0.0035335689045936395,50.800357818603516,56.75,11.0,11.0,28.75514793395996,28.0,9.026385307312012,8.727066040039062,8.243870735168457,8.243870735168457
1336,038,9,16382,0,0,0,0,1,5,6,6,,0.0,0.0,0.0,,,,,,2.0,2.0,,,,
1337,037,68,16373,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,
1338,124,76,16380,77,77,0,0,115,0,192,115,1.0,0.4010416666666667,0.5724907063197026,0.4010416666666667,0.0,58.88311767578125,62.0,,,37.7260856628418,36.0,21.42479133605957,19.321678161621094,,
1339,034,14,16383,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,
1340,013,33,16378,435,144,283,8,86,129,359,215,0.3310344827586207,0.4011142061281337,0.36272040302267,0.22153846153846155,0.6505747126436782,45.502315521240234,41.0,30.43227195739746,29.5,34.666473388671875,33.0,11.844635009765625,12.37968111038208,11.658391952514648,10.983837127685547
1341,038,0,16369,0,0,0,0,0,1,1,1,,0.0,0.0,0.0,,,,,,,,,,,
1342,106,72,16381,90,63,26,1,15,3,81,18,0.7,0.7777777777777778,0.7368421052631579,0.5833333333333334,0.28888888888888886,45.0,46.0,12.307692527770996,7.5,21.933332443237305,15.0,34.01074981689453,32.482139587402344,38.553985595703125,39.61830520629883
1343,106,48,16381,74,61,6,7,36,0,97,36,0.8243243243243243,0.6288659793814433,0.7134502923976608,0.5545454545454546,0.08108108108108109,48.557376861572266,51.0,29.5,34.0,35.98611068725586,34.0,20.539485931396484,16.97099494934082,20.43332862854004,17.00456428527832
1344,124,76,16369,88,79,9,0,106,13,198,119,0.8977272727272727,0.398989898989899,0.5524475524475524,0.38164251207729466,0.10227272727272728,42.54430389404297,47.0,5.888888835906982,3.0,28.19811248779297,28.5,36.13308334350586,36.83082580566406,43.29609680175781,44.45976257324219
1345,013,7,16316,152,101,17,34,132,8,241,140,0.6644736842105263,0.4190871369294606,0.5139949109414759,0.3458904109589041,0.1118421052631579,49.18811798095703,50.0,24.647058486938477,26.0,39.04166793823242,38.5,33.66758728027344,32.76394271850586,34.95147705078125,34.122276306152344
1346,038,66,16352,0,0,0,0,4,3,7,7,,0.0,0.0,0.0,,,,,,48.25,47.0,,,,
1347,013,0,16346,42,28,14,0,30,15,73,45,0.6666666666666666,0.3835616438356164,0.48695652173913045,0.3218390804597701,0.3333333333333333,35.32143020629883,35.0,8.857142448425293,9.0,32.33333206176758,29.5,50.86271286010742,47.82917022705078,62.138248443603516,59.66395378112793
1348,034,57,16377,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,
1349,054,61,16376,363,63,300,0,63,284,410,347,0.17355371900826447,0.15365853658536585,0.1630012936610608,0.08873239436619719,0.8264462809917356,52.55555725097656,45.0,29.520000457763672,30.0,32.35714340209961,33.0,17.375211715698242,14.76136302947998,16.552841186523438,15.233999252319336
1350,054,68,16381,90,68,22,0,134,163,365,297,0.7555555555555555,0.1863013698630137,0.2989010989010989,0.17571059431524547,0.24444444444444444,30.52941131591797,25.5,4.454545497894287,3.5,16.417909622192383,15.5,40.353118896484375,37.80909538269043,58.70913314819336,57.8696174621582
1351,124,41,16365,68,33,34,1,46,14,93,60,0.4852941176470588,0.3548387096774194,0.40993788819875776,0.2578125,0.5,43.818180084228516,46.0,6.970588207244873,5.0,19.84782600402832,15.0,48.94923400878906,46.610774993896484,54.45530319213867,53.822078704833984
1352,034,2,16380,0,0,0,0,4,0,4,4,,0.0,0.0,0.0,,,,,,45.0,45.0,,,,
1353,013,34,16248,457,159,280,18,89,1,249,90,0.3479212253829322,0.6385542168674698,0.45042492917847027,0.2906764168190128,0.612691466083151,42.85765075683594,40.0,29.02488136291504,29.0,38.550559997558594,32.0,12.08172607421875,12.690826416015625,10.992918014526367,10.581442832946777
1354,124,36,16379,204,159,45,0,94,0,253,94,0.7794117647058824,0.6284584980237155,0.6958424507658644,0.5335570469798657,0.22058823529411764,61.63732147216797,69.0,28.100000381469727,28.0,35.072696685791016,30.0,11.587498664855957,11.494986534118652,10.728094100952148,10.632183074951172
1355,037,66,16378,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,
1356,054,6,16379,113,25,88,0,18,0,43,18,0.22123893805309736,0.5813953488372093,0.32051282051282054,0.19083969465648856,0.7787610619469026,28.1200008392334,27.0,3.965909004211426,3.0,32.33333206176758,34.0,28.406509399414062,27.605501174926758,33.364013671875,32.1970157623291
1357,013,50,16374,122,39,53,30,31,6,76,37,0.319672131147541,0.5131578947368421,0.3939393939393939,0.24528301886792453,0.4344262295081967,48.69230651855469,52.0,31.226415634155273,32.0,39.67741775512695,35.0,35.24636459350586,32.721309661865234,33.18235778808594,30.114730834960938
1358,124,29,16358,283,142,141,0,63,1,206,64,0.5017667844522968,0.6893203883495146,0.5807770961145194,0.4092219020172911,0.49823321554770317,40.471832275390625,34.0,25.32624053955078,29.0,35.28571319580078,33.0,29.972986221313477,27.732720375061035,24.949132919311523,20.202728271484375
1359,013,26,16365,198,91,44,63,68,34,193,102,0.4595959595959596,0.47150259067357514,0.46547314578005117,0.30333333333333334,0.2222222222222222,48.92307662963867,51.0,27.19318199157715,28.0,44.514705657958984,43.5,35.390628814697266,33.79652404785156,31.355390548706055,31.392677307128906
1360,054,54,16383,136,99,37,0,54,131,284,185,0.7279411764705882,0.3485915492957746,0.4714285714285714,0.308411214953271,0.27205882352941174,37.47474670410156,39.0,13.405405044555664,13.0,34.407405853271484,37.5,33.75348663330078,31.62291145324707,37.66102981567383,34.2909049987793
1361,038,32,16379,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,
1362,106,4,16372,43,42,1,0,51,0,93,51,0.9767441860465116,0.45161290322580644,0.6176470588235294,0.44680851063829785,0.023255813953488372,47.2976188659668,45.0,37.0,37.0,39.07843017578125,38.0,25.748497009277344,22.922714233398438,23.38930892944336,23.38930892944336
1363,116,60,16338,247,119,116,12,197,29,345,226,0.4817813765182186,0.34492753623188405,0.40202702702702703,0.25158562367864695,0.46963562753036436,26.369747161865234,21.0,6.689655303955078,6.0,24.225889205932617,23.0,43.41876983642578,36.411678314208984,47.956085205078125,40.08304977416992
1364,013,47,16381,281,119,162,0,132,16,267,148,0.4234875444839858,0.44569288389513106,0.4343065693430657,0.2773892773892774,0.5765124555160143,50.380252838134766,44.0,34.62448501586914,35.0,37.544189453125,36.5,13.935500144958496,12.792340278625488,15.399492263793945,14.266081809997559
1365,054,62,16383,87,52,35,0,30,99,181,129,0.5977011494252874,0.287292817679558,0.3880597014925373,0.24074074074074073,0.40229885057471265,35.61538314819336,34.5,6.828571319580078,7.0,25.16666603088379,23.0,40.30431365966797,37.76182556152344,57.08408737182617,58.66242980957031
1366,034,24,16384,0,0,0,0,7,0,7,7,,0.0,0.0,0.0,,,,,,43.28571319580078,45.5,,,,
1367,124,48,16346,339,160,160,19,70,0,230,70,0.471976401179941,0.6956521739130435,0.562390158172232,0.39119804400978,0.471976401179941,37.381248474121094,32.0,24.331249237060547,31.0,33.57857131958008,28.5,29.355266571044922,27.953539848327637,25.47492027282715,19.997931480407715
1368,106,51,16384,47,36,9,2,18,1,55,19,0.7659574468085106,0.6545454545454545,0.7058823529411765,0.5454545454545454,0.19148936170212766,44.95833206176758,45.5,13.55555534362793,8.0,37.25,36.5,21.516212463378906,20.29399013519287,27.53533172607422,28.709922790527344
1369,034,26,16378,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,
1370,116,40,16359,258,137,120,1,228,103,468,331,0.5310077519379846,0.29273504273504275,0.3774104683195592,0.23259762308998302,0.46511627906976744,27.89051055908203,21.0,7.383333206176758,6.0,17.83333396911621,16.0,39.675575256347656,33.02058410644531,39.688175201416016,35.05642890930176
1371,013,62,16227,400,138,239,23,67,14,219,81,0.345,0.6301369863013698,0.4458804523424879,0.2869022869022869,0.5975,51.668479919433594,46.0,29.04936408996582,29.0,36.98507308959961,31.0,11.72596549987793,11.303199291229248,10.368704795837402,9.863886833190918
