step,seq_id,frame_idx,active_points,true_lane,lane_tp,lane_to_road,lane_to_other,road_to_lane,other_to_lane,lane_recall,lane_to_road_rate,lane_tp_intensity_mean,lane_to_road_intensity_mean,lane_tp_range_mean,lane_to_road_range_mean
1116,116,29,16369,360,136,224,0,85,118,0.37777777777777777,0.6222222222222222,40.400733947753906,16.99776840209961,24.276472091674805,25.90273094177246
1117,034,21,16382,0,0,0,0,4,0,,,,,,
1118,123,52,16369,177,146,25,6,208,145,0.8248587570621468,0.14124293785310735,54.67031478881836,27.986665725708008,11.209285736083984,10.875788688659668
1119,013,4,16354,430,215,212,3,162,15,0.5,0.4930232558139535,47.731781005859375,29.397720336914062,10.987774848937988,10.68159008026123
1120,124,37,16370,74,60,14,0,111,17,0.8108108108108109,0.1891891891891892,38.13333511352539,6.857142925262451,42.85075759887695,54.8693733215332
1121,038,29,16363,0,0,0,0,0,0,,,,,,
1122,034,40,16382,0,0,0,0,2,0,,,,,,
1123,037,37,16381,0,0,0,0,0,8,,,,,,
1124,038,7,16381,0,0,0,0,0,1,,,,,,
1125,013,70,16133,424,243,176,5,151,50,0.5731132075471698,0.41509433962264153,47.92622375488281,31.234846115112305,10.876197814941406,12.556790351867676
1126,054,55,16367,484,120,364,0,81,322,0.24793388429752067,0.7520661157024794,47.62430953979492,29.314788818359375,14.326460838317871,14.59568977355957
1127,054,13,16381,126,31,95,0,17,11,0.24603174603174602,0.753968253968254,24.0,3.5473685264587402,28.499372482299805,35.537479400634766
1128,106,69,16382,146,125,21,0,32,0,0.8561643835616438,0.14383561643835616,41.09466552734375,28.119047164916992,13.379950523376465,13.277257919311523
1129,123,19,16384,717,351,366,0,184,0,0.4895397489539749,0.5104602510460251,54.501094818115234,28.776639938354492,10.524840354919434,13.415630340576172
1130,054,78,16378,458,44,414,0,50,442,0.09606986899563319,0.9039301310043668,56.477272033691406,28.545894622802734,14.64654541015625,14.735870361328125
1131,037,30,16383,0,0,0,0,9,1,,,,,,
1132,013,56,16159,400,195,199,6,146,35,0.4875,0.4975,52.13316345214844,31.350919723510742,12.23720932006836,12.339777946472168
1133,037,15,16381,0,0,0,0,0,0,,,,,,
1134,054,8,16379,107,35,72,0,12,0,0.32710280373831774,0.6728971962616822,32.74285888671875,5.513888835906982,28.248796463012695,31.23219871520996
1135,054,31,16380,0,0,0,0,0,0,,,,,,
1136,013,12,16367,43,31,11,1,41,37,0.7209302325581395,0.2558139534883721,43.709678649902344,10.636363983154297,44.948699951171875,55.3249626159668
1137,037,17,16384,0,0,0,0,16,1,,,,,,
1138,037,11,16383,0,0,0,0,35,95,,,,,,
1139,038,20,16381,0,0,0,0,1,0,,,,,,
1140,124,27,16374,91,91,0,0,194,0,1.0,0.0,58.86263656616211,,22.366479873657227,
1141,037,21,16379,0,0,0,0,6,14,,,,,,
1142,037,21,16383,0,0,0,0,4,3,,,,,,
1143,038,18,16378,0,0,0,0,0,0,,,,,,
1144,034,44,16381,0,0,0,0,1,0,,,,,,
1145,034,58,16382,0,0,0,0,0,0,,,,,,
1146,038,79,15835,0,0,0,0,0,2,,,,,,
1147,038,75,16306,0,0,0,0,0,19,,,,,,
1148,124,52,16371,539,195,344,0,131,0,0.36178107606679033,0.6382189239332097,61.73478698730469,30.135900497436523,13.355352401733398,14.904810905456543
1149,054,28,16384,0,0,0,0,4,22,,,,,,
1150,116,78,16368,457,192,265,0,98,0,0.4201312910284464,0.5798687089715536,50.7803840637207,26.771068572998047,12.010218620300293,15.797430992126465
1151,034,59,16363,0,0,0,0,0,0,,,,,,
1152,116,68,16360,284,129,153,2,113,28,0.45422535211267606,0.5387323943661971,28.86046600341797,7.300653457641602,43.736392974853516,45.447608947753906
1153,116,51,16353,374,174,200,0,207,13,0.46524064171123,0.5347593582887701,27.511493682861328,10.287500381469727,37.98079299926758,35.496002197265625
1154,037,64,16383,0,0,0,0,8,6,,,,,,
1155,013,3,16361,146,107,12,27,121,6,0.7328767123287672,0.0821917808219178,47.261680603027344,25.91666603088379,35.43267059326172,33.05543899536133
1156,116,49,16344,169,123,46,0,50,0,0.727810650887574,0.27218934911242604,52.74092483520508,27.26811408996582,12.32217788696289,11.23165512084961
1157,038,3,16376,0,0,0,0,0,1,,,,,,
1158,054,5,16384,134,68,66,0,22,2,0.5074626865671642,0.4925373134328358,35.55147171020508,8.515151977539062,27.26803207397461,28.37946319580078
1159,034,10,16380,0,0,0,0,9,0,,,,,,
1160,116,41,16379,264,82,182,0,36,10,0.3106060606060606,0.6893939393939394,46.355690002441406,27.432233810424805,13.663166046142578,14.456948280334473
1161,124,74,16379,128,128,0,0,87,1,1.0,0.0,61.1875,,13.880819320678711,
1162,034,46,16378,0,0,0,0,3,1,,,,,,
1163,037,33,16384,0,0,0,0,3,34,,,,,,
1164,123,13,16373,85,65,12,8,63,0,0.7647058823529411,0.1411764705882353,53.81538391113281,31.41666603088379,17.868438720703125,15.409285545349121
1165,037,66,16383,0,0,0,0,3,0,,,,,,
1166,116,23,16331,295,111,184,0,64,0,0.376271186440678,0.6237288135593221,41.862613677978516,28.779438018798828,13.03542423248291,15.90908432006836
1167,123,61,16369,587,276,311,0,232,1,0.47018739352640543,0.5298126064735945,54.150062561035156,29.357446670532227,12.31557559967041,14.531667709350586
1168,123,52,16354,470,190,280,0,239,50,0.40425531914893614,0.5957446808510638,50.14210510253906,29.61964225769043,21.194129943847656,16.626333236694336
1169,124,5,16373,279,274,5,0,198,6,0.982078853046595,0.017921146953405017,56.314659118652344,30.049999237060547,10.034459114074707,11.423974990844727
1170,013,3,16356,98,80,17,1,63,24,0.8163265306122449,0.17346938775510204,47.9375,14.941176414489746,38.21809005737305,60.04961013793945
1171,123,35,16374,54,51,3,0,78,0,0.9444444444444444,0.05555555555555555,56.92156982421875,33.5,17.282751083374023,16.714609146118164
1172,106,67,16373,119,108,11,0,80,0,0.907563025210084,0.09243697478991597,44.712188720703125,25.045454025268555,16.423851013183594,15.765522003173828
1173,013,5,16363,49,37,11,1,43,10,0.7551020408163265,0.22448979591836735,42.35135269165039,11.0,44.08528137207031,54.42290115356445
1174,034,56,16376,0,0,0,0,11,0,,,,,,
1175,116,67,16338,278,137,141,0,118,10,0.49280575539568344,0.5071942446043165,29.700729370117188,7.815602779388428,45.03639221191406,43.146236419677734
1176,037,68,16363,0,0,0,0,0,0,,,,,,
1177,054,23,16371,0,0,0,0,55,244,,,,,,
1178,116,62,16373,156,144,12,0,56,0,0.9230769230769231,0.07692307692307693,47.96527862548828,28.701387405395508,10.133784294128418,11.43363094329834
1179,038,2,16377,0,0,0,0,5,0,,,,,,
1180,037,18,16383,0,0,0,0,6,17,,,,,,
1181,123,19,16362,284,139,145,0,130,20,0.4894366197183099,0.5105633802816901,31.834531784057617,17.041379928588867,29.305923461914062,33.27836608886719
1182,106,40,16379,51,42,8,1,32,5,0.8235294117647058,0.1568627450980392,44.095237731933594,4.125,35.48753356933594,50.531471252441406
1183,124,0,16380,523,253,270,0,205,0,0.4837476099426386,0.5162523900573613,57.582733154296875,28.532716751098633,11.975834846496582,14.376014709472656
1184,013,79,16382,364,99,220,45,83,2,0.27197802197802196,0.6043956043956044,46.37373733520508,34.94545364379883,19.788471221923828,20.131080627441406
1185,034,42,16384,0,0,0,0,1,0,,,,,,
1186,037,47,16384,0,0,0,0,6,185,,,,,,
1187,123,42,16343,174,121,17,36,195,19,0.6954022988505747,0.09770114942528736,38.85537338256836,13.647058486938477,29.9711971282959,29.959442138671875
1188,038,36,16384,0,0,0,0,0,0,,,,,,
1189,124,21,16378,0,0,0,0,0,0,,,,,,
1190,123,24,16383,242,193,49,0,161,0,0.7975206611570248,0.2024793388429752,60.1381721496582,28.501699447631836,11.68044662475586,11.965633392333984
1191,038,74,16293,0,0,0,0,1,1,,,,,,
1192,124,51,16358,63,63,0,0,215,0,1.0,0.0,59.86507797241211,,23.889307022094727,
1193,106,33,16384,87,71,15,1,23,0,0.8160919540229885,0.1724137931034483,42.24647903442383,31.266666412353516,21.78105926513672,25.997589111328125
1194,106,24,16374,66,57,9,0,36,1,0.8636363636363636,0.13636363636363635,46.52631759643555,37.61111068725586,22.26386833190918,20.707380294799805
1195,123,34,16345,416,146,268,2,98,1,0.35096153846153844,0.6442307692307693,36.921234130859375,23.08768653869629,28.760032653808594,24.685880661010742
1196,124,60,16360,89,89,0,0,175,0,1.0,0.0,58.44382095336914,,19.922956466674805,
1197,123,62,16360,70,49,18,3,127,47,0.7,0.2571428571428571,31.367347717285156,3.6666667461395264,38.6806640625,58.05049514770508
1198,116,75,16365,243,83,160,0,68,0,0.34156378600823045,0.6584362139917695,49.18574142456055,27.809375762939453,14.434558868408203,14.256288528442383
1199,116,0,16377,12,0,12,0,0,0,0.0,1.0,,30.41666603088379,,16.48976707458496
1200,037,67,16380,0,0,0,0,0,0,,,,,,
1201,123,3,16365,154,93,59,2,196,26,0.6038961038961039,0.38311688311688313,32.462364196777344,9.050847053527832,35.484432220458984,37.43872833251953
1202,106,49,16378,33,33,0,0,31,0,1.0,0.0,46.14141845703125,,14.955323219299316,
1203,116,64,16340,299,157,142,0,61,1,0.5250836120401338,0.47491638795986624,26.369426727294922,11.728873252868652,38.69477844238281,31.931894302368164
1204,037,79,16384,0,0,0,0,38,1,,,,,,
1205,013,66,16189,362,151,201,10,64,14,0.4171270718232044,0.5552486187845304,44.08940505981445,30.8358211517334,12.695282936096191,11.246932029724121
1206,013,24,16355,65,35,16,14,19,30,0.5384615384615384,0.24615384615384617,44.771427154541016,11.5625,46.41018295288086,57.62782287597656
1207,034,64,16377,0,0,0,0,0,0,,,,,,
1208,116,56,16363,292,172,120,0,72,0,0.589041095890411,0.410958904109589,52.3139533996582,28.76944351196289,11.493638038635254,13.004297256469727
1209,034,11,16379,0,0,0,0,0,0,,,,,,
1210,123,5,16350,507,127,380,0,108,5,0.2504930966469428,0.7495069033530573,41.22441101074219,24.56315803527832,27.09264373779297,24.315750122070312
1211,034,5,16380,0,0,0,0,7,0,,,,,,
1212,034,5,16380,0,0,0,0,0,0,,,,,,
1213,123,72,16293,547,300,233,14,262,163,0.5484460694698354,0.4259597806215722,57.612892150878906,29.251073837280273,10.706951141357422,13.08236026763916
1214,123,39,16362,371,135,234,2,91,15,0.3638814016172507,0.6307277628032345,42.50370407104492,25.97008514404297,27.12903594970703,22.190837860107422
1215,116,4,16327,45,20,25,0,23,0,0.4444444444444444,0.5555555555555556,46.900001525878906,29.76666831970215,23.25741958618164,16.231481552124023
1216,054,64,16380,90,58,32,0,40,111,0.6444444444444445,0.35555555555555557,33.482757568359375,5.84375,40.25836944580078,56.815216064453125
1217,123,65,16370,260,164,96,0,204,50,0.6307692307692307,0.36923076923076925,59.83485794067383,30.767358779907227,14.056747436523438,14.404797554016113
1218,034,54,16383,0,0,0,0,6,0,,,,,,
1219,123,30,16384,292,139,153,0,96,0,0.476027397260274,0.523972602739726,57.28297805786133,29.03246307373047,12.50241470336914,12.524177551269531
1220,054,42,16373,277,43,234,0,180,300,0.1552346570397112,0.8447653429602888,47.527130126953125,28.668094635009766,12.872930526733398,12.417978286743164
1221,106,8,16303,156,114,42,0,28,3,0.7307692307692307,0.2692307692307692,39.113006591796875,29.41666603088379,11.669870376586914,11.490608215332031
1222,123,40,16373,597,196,401,0,148,4,0.32830820770519265,0.6716917922948074,47.4481315612793,26.937862396240234,22.370868682861328,17.86927604675293
1223,038,66,16325,0,0,0,0,0,0,,,,,,
1224,038,70,16377,0,0,0,0,0,0,,,,,,
1225,124,31,16373,434,196,238,0,125,0,0.45161290322580644,0.5483870967741935,61.76507568359375,29.517507553100586,11.100010871887207,14.167871475219727
1226,034,33,16381,0,0,0,0,0,0,,,,,,
1227,116,32,16377,16,16,0,0,13,0,1.0,0.0,47.1875,,23.602794647216797,
1228,124,25,16368,291,121,170,0,95,0,0.41580756013745707,0.584192439862543,45.619834899902344,30.19411849975586,23.237592697143555,17.909297943115234
1229,054,44,16377,334,43,291,0,139,293,0.12874251497005987,0.8712574850299402,50.71937942504883,28.88802719116211,11.577452659606934,13.317658424377441
1230,013,77,16380,119,78,7,34,127,15,0.6554621848739496,0.058823529411764705,44.730770111083984,13.428571701049805,31.330841064453125,48.10306930541992
1231,013,27,16213,566,190,337,39,130,2,0.33568904593639576,0.5954063604240283,42.32851028442383,28.683977127075195,12.502739906311035,11.558621406555176
1232,037,51,16381,0,0,0,0,26,6,,,,,,
1233,116,45,16352,316,161,155,0,243,19,0.509493670886076,0.49050632911392406,24.565217971801758,8.464515686035156,36.93560028076172,40.76008224487305
1234,013,5,16290,285,115,170,0,75,12,0.40350877192982454,0.5964912280701754,47.76232147216797,34.11274719238281,22.394500732421875,16.98061180114746
1235,013,55,16224,406,209,185,12,106,9,0.5147783251231527,0.45566502463054187,44.39952087402344,32.640987396240234,17.434995651245117,17.2138671875
1236,123,78,16360,74,44,30,0,209,52,0.5945945945945946,0.40540540540540543,47.068180084228516,9.533333778381348,30.653350830078125,49.74099349975586
1237,038,62,15950,0,0,0,0,0,1,,,,,,
1238,124,78,16360,46,36,10,0,63,29,0.782608695652174,0.21739130434782608,51.77777862548828,3.0999999046325684,38.337928771972656,46.77088165283203
1239,123,64,16370,110,108,1,1,197,6,0.9818181818181818,0.00909090909090909,61.45833206176758,39.0,17.408384323120117,23.035198211669922
1240,013,7,16325,156,97,17,42,97,6,0.6217948717948718,0.10897435897435898,47.1340217590332,25.176469802856445,34.53680419921875,33.40830993652344
1241,034,3,16379,0,0,0,0,0,0,,,,,,
1242,054,9,16384,109,49,60,0,15,0,0.44954128440366975,0.5504587155963303,33.14285659790039,6.766666889190674,26.912193298339844,28.36802101135254
1243,054,16,16384,0,0,0,0,0,1,,,,,,
1244,013,47,16246,220,109,111,0,126,14,0.4954545454545455,0.5045454545454545,48.64678955078125,32.09384536743164,12.395004272460938,12.236488342285156
1245,038,21,15970,0,0,0,0,0,0,,,,,,
1246,034,26,16383,0,0,0,0,3,0,,,,,,
1247,054,29,16384,0,0,0,0,0,1,,,,,,
1248,054,39,16383,484,158,323,3,57,7,0.32644628099173556,0.6673553719008265,34.869197845458984,27.631065368652344,20.644601821899414,16.664640426635742
1249,037,78,16178,0,0,0,0,0,0,,,,,,
1250,037,53,16361,0,0,0,0,0,0,,,,,,
1251,106,24,16326,203,185,18,0,60,0,0.9113300492610837,0.08866995073891626,40.63198471069336,28.16666603088379,13.730878829956055,13.844074249267578
1252,123,21,16383,473,124,349,0,114,0,0.26215644820295986,0.7378435517970402,52.14677429199219,28.354583740234375,12.621660232543945,13.43950080871582
1253,123,24,16380,195,188,7,0,160,0,0.9641025641025641,0.035897435897435895,59.58998489379883,31.214284896850586,11.579136848449707,15.035390853881836
1254,013,73,16227,358,182,158,18,132,39,0.5083798882681564,0.441340782122905,45.379119873046875,33.361812591552734,20.998035430908203,20.11585807800293
1255,054,56,16378,514,154,360,0,106,277,0.29961089494163423,0.7003891050583657,46.508548736572266,29.07685089111328,13.140922546386719,14.442543029785156
1256,054,75,16374,268,97,171,0,45,285,0.3619402985074627,0.6380597014925373,40.902061462402344,28.20467758178711,27.87792205810547,19.991378784179688
1257,123,8,16376,212,86,126,0,87,0,0.4056603773584906,0.5943396226415094,56.91473388671875,28.329364776611328,14.773097038269043,13.053472518920898
1258,054,56,16378,512,147,365,0,90,317,0.287109375,0.712890625,47.13786697387695,29.212923049926758,12.87514877319336,14.4735107421875
1259,106,76,16378,33,31,2,0,5,3,0.9393939393939394,0.06060606060606061,59.032257080078125,20.5,37.801048278808594,38.724891662597656
1260,116,43,16361,278,101,177,0,89,52,0.36330935251798563,0.6366906474820144,33.79207992553711,15.423728942871094,29.269081115722656,27.498455047607422
1261,037,72,16330,0,0,0,0,0,0,,,,,,
1262,124,4,16365,48,14,30,4,23,6,0.2916666666666667,0.625,52.57143020629883,7.133333206176758,48.898765563964844,50.35573196411133
1263,116,52,16355,487,176,311,0,85,0,0.3613963039014374,0.6386036960985626,37.571022033691406,21.509645462036133,26.914264678955078,21.155899047851562
1264,116,53,16376,188,57,131,0,38,0,0.30319148936170215,0.6968085106382979,58.66082000732422,29.42620849609375,14.469895362854004,14.321503639221191
1265,116,14,16347,333,169,164,0,94,0,0.5075075075075075,0.4924924924924925,43.56557846069336,24.841463088989258,13.754928588867188,20.178422927856445
1266,123,43,16365,74,46,24,4,63,8,0.6216216216216216,0.32432432432432434,33.369564056396484,11.791666984558105,38.7225456237793,42.02363586425781
1267,124,21,16374,0,0,0,0,0,0,,,,,,
1268,054,34,16379,0,0,0,0,3,23,,,,,,
1269,106,39,16372,110,91,19,0,26,0,0.8272727272727273,0.17272727272727273,43.413002014160156,33.6315803527832,12.156188011169434,15.613142967224121
1270,013,60,16361,243,133,86,24,72,31,0.5473251028806584,0.35390946502057613,43.92481231689453,32.901161193847656,28.216888427734375,26.131317138671875
1271,013,6,16263,389,281,108,0,330,7,0.7223650385604113,0.2776349614395887,48.42692947387695,30.712190628051758,11.499693870544434,13.361797332763672
1272,034,12,16378,0,0,0,0,0,0,,,,,,
1273,124,26,16370,89,0,89,0,20,0,0.0,1.0,,30.32022476196289,,14.493753433227539
1274,124,23,16366,267,137,130,0,65,0,0.5131086142322098,0.4868913857677903,41.463504791259766,25.00384521484375,26.87624740600586,25.995607376098633
1275,106,18,16310,77,66,10,1,46,0,0.8571428571428571,0.12987012987012986,43.280303955078125,36.400001525878906,17.957359313964844,19.051042556762695
1276,038,40,16380,0,0,0,0,0,0,,,,,,
1277,116,78,16345,461,157,304,0,70,0,0.3405639913232104,0.6594360086767896,38.55838394165039,21.144187927246094,27.4897518157959,22.456392288208008
1278,054,39,16381,22,21,1,0,148,174,0.9545454545454546,0.045454545454545456,46.0476188659668,27.0,23.821582794189453,30.541963577270508
1279,124,78,16368,89,88,0,1,178,4,0.9887640449438202,0.0,57.693180084228516,,22.495620727539062,
1280,123,58,16355,212,210,1,1,204,0,0.9905660377358491,0.0047169811320754715,61.27666473388672,32.0,11.259319305419922,12.14991283416748
1281,034,47,16379,0,0,0,0,0,0,,,,,,
1282,116,6,16360,246,108,132,6,97,16,0.43902439024390244,0.5365853658536586,22.351852416992188,10.58712100982666,39.68244171142578,32.761295318603516
1283,034,60,16377,0,0,0,0,2,0,,,,,,
1284,034,30,16378,0,0,0,0,19,0,,,,,,
1285,013,42,16381,320,142,162,16,90,12,0.44375,0.50625,48.57746505737305,31.762346267700195,27.915618896484375,25.8378963470459
1286,034,45,16382,0,0,0,0,0,0,,,,,,
1287,037,44,16375,0,0,0,0,0,0,,,,,,
1288,013,52,16366,33,13,17,3,15,7,0.3939393939393939,0.5151515151515151,44.153846740722656,6.882352828979492,46.62949752807617,67.26864624023438
1289,116,65,16360,81,66,15,0,55,0,0.8148148148148148,0.18518518518518517,53.67424392700195,30.700000762939453,13.357244491577148,14.287557601928711
1290,013,68,16156,368,161,188,19,99,14,0.4375,0.5108695652173914,47.32660675048828,31.069149017333984,12.888344764709473,11.38745403289795
1291,123,22,16384,293,90,203,0,102,0,0.30716723549488056,0.6928327645051194,55.88333511352539,28.939655303955078,13.839268684387207,13.098101615905762
1292,054,17,16375,0,0,0,0,1,23,,,,,,
1293,037,23,16383,0,0,0,0,0,8,,,,,,
1294,034,57,16364,0,0,0,0,9,0,,,,,,
1295,037,19,16384,0,0,0,0,7,21,,,,,,
1296,013,76,16380,85,64,17,4,104,16,0.7529411764705882,0.2,41.09375,20.705883026123047,34.20578384399414,42.21692657470703
1297,034,52,16382,0,0,0,0,3,0,,,,,,
1298,034,0,16374,0,0,0,0,0,0,,,,,,
1299,038,26,16371,0,0,0,0,1,1,,,,,,
1300,054,9,16383,0,0,0,0,0,0,,,,,,
1301,116,61,16362,150,145,5,0,66,0,0.9666666666666667,0.03333333333333333,51.767242431640625,24.266666412353516,11.42355728149414,12.280784606933594
1302,054,69,16362,323,48,275,0,54,384,0.14860681114551083,0.8513931888544891,57.89930725097656,29.39090919494629,13.152771949768066,13.244417190551758
1303,038,23,16378,0,0,0,0,3,9,,,,,,
1304,037,5,16384,0,0,0,0,8,103,,,,,,
1305,038,8,16192,0,0,0,0,0,0,,,,,,
1306,106,46,16380,68,52,16,0,20,7,0.7647058823529411,0.23529411764705882,37.69230651855469,6.125,34.728729248046875,52.22847366333008
1307,123,34,16379,121,119,2,0,152,0,0.9834710743801653,0.01652892561983471,56.766361236572266,31.83333396911621,11.083919525146484,14.35355281829834
1308,034,58,16384,0,0,0,0,0,0,,,,,,
1309,124,25,16359,97,55,41,1,40,0,0.5670103092783505,0.422680412371134,47.83636474609375,8.04878044128418,40.81224822998047,48.33207321166992
1310,034,17,16382,0,0,0,0,1,0,,,,,,
1311,034,5,16380,0,0,0,0,26,0,,,,,,
1312,013,17,16371,272,73,199,0,117,2,0.26838235294117646,0.7316176470588235,60.90867233276367,32.309043884277344,11.673813819885254,12.772743225097656
1313,013,40,16346,107,90,17,0,96,47,0.8411214953271028,0.1588785046728972,44.06111145019531,11.0,36.62764358520508,42.83744430541992
1314,034,22,16372,0,0,0,0,2,0,,,,,,
1315,106,34,16371,177,153,24,0,68,2,0.864406779661017,0.13559322033898305,40.88605499267578,28.74652862548828,11.83944034576416,12.677372932434082
1316,013,74,16275,360,172,154,34,95,4,0.4777777777777778,0.42777777777777776,47.026161193847656,33.17207717895508,20.913850784301758,20.418073654174805
1317,123,17,16363,33,29,2,2,43,0,0.8787878787878788,0.06060606060606061,57.482757568359375,39.0,20.96067237854004,22.910797119140625
1318,054,49,16382,254,153,101,0,50,94,0.6023622047244095,0.39763779527559057,34.80718994140625,26.30198097229004,23.935409545898438,22.938751220703125
1319,124,77,16371,525,279,246,0,125,0,0.5314285714285715,0.4685714285714286,54.299583435058594,29.162466049194336,10.531930923461914,13.370265007019043
1320,116,30,16379,168,60,108,0,41,0,0.35714285714285715,0.6428571428571429,49.54999923706055,29.226852416992188,14.261173248291016,15.27818489074707
1321,037,38,16384,0,0,0,0,2,11,,,,,,
1322,116,43,16350,322,173,147,2,305,101,0.5372670807453416,0.45652173913043476,24.271677017211914,9.850339889526367,35.599090576171875,34.911861419677734
1323,106,75,16383,162,145,17,0,41,1,0.8950617283950617,0.10493827160493827,42.23103332519531,29.58823585510254,13.60010814666748,13.66585922241211
1324,106,17,16371,52,28,24,0,21,1,0.5384615384615384,0.46153846153846156,48.53571319580078,20.08333396911621,30.41917610168457,29.421356201171875
1325,013,42,16252,470,225,244,1,151,15,0.4787234042553192,0.5191489361702127,47.57740783691406,34.07001495361328,16.549549102783203,19.376129150390625
1326,038,29,15994,0,0,0,0,0,0,,,,,,
1327,054,68,16382,87,59,28,0,79,145,0.6781609195402298,0.3218390804597701,30.93220329284668,6.4285712242126465,40.27055740356445,55.968345642089844
1328,037,75,16379,0,0,0,0,0,0,,,,,,
1329,038,52,15952,0,0,0,0,0,0,,,,,,
1330,038,27,16371,0,0,0,0,7,0,,,,,,
1331,123,49,16378,437,193,244,0,314,102,0.4416475972540046,0.5583524027459954,59.72590637207031,29.392417907714844,11.205113410949707,14.54084587097168
1332,123,76,16326,141,127,14,0,192,0,0.900709219858156,0.09929078014184398,57.96456527709961,31.60714340209961,15.548225402832031,17.660919189453125
1333,034,37,16374,0,0,0,0,19,0,,,,,,
1334,123,16,16370,585,167,418,0,209,8,0.28547008547008546,0.7145299145299145,46.31736373901367,27.71531105041504,22.99299430847168,19.80500602722168
1335,124,33,16375,283,282,1,0,123,0,0.9964664310954063,0.0035335689045936395,50.800357818603516,11.0,9.026385307312012,8.243870735168457
1336,038,9,16382,0,0,0,0,1,5,,,,,,
1337,037,68,16373,0,0,0,0,0,0,,,,,,
1338,124,76,16380,77,77,0,0,115,0,1.0,0.0,58.88311767578125,,21.42479133605957,
1339,034,14,16383,0,0,0,0,0,0,,,,,,
1340,013,33,16378,435,144,283,8,86,129,0.3310344827586207,0.6505747126436782,45.502315521240234,30.43227195739746,11.844635009765625,11.658391952514648
1341,038,0,16369,0,0,0,0,0,1,,,,,,
1342,106,72,16381,90,63,26,1,15,3,0.7,0.28888888888888886,45.0,12.307692527770996,34.01074981689453,38.553985595703125
1343,106,48,16381,74,61,6,7,36,0,0.8243243243243243,0.08108108108108109,48.557376861572266,29.5,20.539485931396484,20.43332862854004
1344,124,76,16369,88,79,9,0,106,13,0.8977272727272727,0.10227272727272728,42.54430389404297,5.888888835906982,36.13308334350586,43.29609680175781
1345,013,7,16316,152,101,17,34,132,8,0.6644736842105263,0.1118421052631579,49.18811798095703,24.647058486938477,33.66758728027344,34.95147705078125
1346,038,66,16352,0,0,0,0,4,3,,,,,,
1347,013,0,16346,42,28,14,0,30,15,0.6666666666666666,0.3333333333333333,35.32143020629883,8.857142448425293,50.86271286010742,62.138248443603516
1348,034,57,16377,0,0,0,0,0,0,,,,,,
1349,054,61,16376,363,63,300,0,63,284,0.17355371900826447,0.8264462809917356,52.55555725097656,29.520000457763672,17.375211715698242,16.552841186523438
1350,054,68,16381,90,68,22,0,134,163,0.7555555555555555,0.24444444444444444,30.52941131591797,4.454545497894287,40.353118896484375,58.70913314819336
1351,124,41,16365,68,33,34,1,46,14,0.4852941176470588,0.5,43.818180084228516,6.970588207244873,48.94923400878906,54.45530319213867
1352,034,2,16380,0,0,0,0,4,0,,,,,,
1353,013,34,16248,457,159,280,18,89,1,0.3479212253829322,0.612691466083151,42.85765075683594,29.02488136291504,12.08172607421875,10.992918014526367
1354,124,36,16379,204,159,45,0,94,0,0.7794117647058824,0.22058823529411764,61.63732147216797,28.100000381469727,11.587498664855957,10.728094100952148
1355,037,66,16378,0,0,0,0,0,0,,,,,,
1356,054,6,16379,113,25,88,0,18,0,0.22123893805309736,0.7787610619469026,28.1200008392334,3.965909004211426,28.406509399414062,33.364013671875
1357,013,50,16374,122,39,53,30,31,6,0.319672131147541,0.4344262295081967,48.69230651855469,31.226415634155273,35.24636459350586,33.18235778808594
1358,124,29,16358,283,142,141,0,63,1,0.5017667844522968,0.49823321554770317,40.471832275390625,25.32624053955078,29.972986221313477,24.949132919311523
1359,013,26,16365,198,91,44,63,68,34,0.4595959595959596,0.2222222222222222,48.92307662963867,27.19318199157715,35.390628814697266,31.355390548706055
1360,054,54,16383,136,99,37,0,54,131,0.7279411764705882,0.27205882352941174,37.47474670410156,13.405405044555664,33.75348663330078,37.66102981567383
1361,038,32,16379,0,0,0,0,0,0,,,,,,
1362,106,4,16372,43,42,1,0,51,0,0.9767441860465116,0.023255813953488372,47.2976188659668,37.0,25.748497009277344,23.38930892944336
1363,116,60,16338,247,119,116,12,197,29,0.4817813765182186,0.46963562753036436,26.369747161865234,6.689655303955078,43.41876983642578,47.956085205078125
1364,013,47,16381,281,119,162,0,132,16,0.4234875444839858,0.5765124555160143,50.380252838134766,34.62448501586914,13.935500144958496,15.399492263793945
1365,054,62,16383,87,52,35,0,30,99,0.5977011494252874,0.40229885057471265,35.61538314819336,6.828571319580078,40.30431365966797,57.08408737182617
1366,034,24,16384,0,0,0,0,7,0,,,,,,
1367,124,48,16346,339,160,160,19,70,0,0.471976401179941,0.471976401179941,37.381248474121094,24.331249237060547,29.355266571044922,25.47492027282715
1368,106,51,16384,47,36,9,2,18,1,0.7659574468085106,0.19148936170212766,44.95833206176758,13.55555534362793,21.516212463378906,27.53533172607422
1369,034,26,16378,0,0,0,0,0,0,,,,,,
1370,116,40,16359,258,137,120,1,228,103,0.5310077519379846,0.46511627906976744,27.89051055908203,7.383333206176758,39.675575256347656,39.688175201416016
1371,013,62,16227,400,138,239,23,67,14,0.345,0.5975,51.668479919433594,29.04936408996582,11.72596549987793,10.368704795837402
1372,123,25,16374,272,249,23,0,279,0,0.9154411764705882,0.08455882352941177,57.216880798339844,30.898548126220703,11.343655586242676,14.003491401672363
1373,034,52,16382,0,0,0,0,62,0,,,,,,
