PWA-ACO Hybrid  —  run summary
========================================
Dataset   : pr144
Cities    : 144
Elapsed   : 3.1s

PWA best  : 715.652193
Hybrid    : 631.185663
Improvement: +11.803%

ACO convergence history (best per iteration):
  iter    1: 668.640081
  iter    2: 662.558096
  iter    3: 658.966182
  iter    4: 658.966182
  iter    5: 658.966182
  iter    6: 656.762862
  iter    7: 656.762862
  iter    8: 656.762862
  iter    9: 656.762862
  iter   10: 651.764122
  iter   11: 651.764122
  iter   12: 651.764122
  iter   13: 651.764122
  iter   14: 651.764122
  iter   15: 651.764122
  iter   16: 651.764122
  iter   17: 651.764122
  iter   18: 651.764122
  iter   19: 651.764122
  iter   20: 651.764122
  iter   21: 651.764122
  iter   22: 645.229517
  iter   23: 645.229517
  iter   24: 645.229517
  iter   25: 645.229517
  iter   26: 645.229517
  iter   27: 645.229517
  iter   28: 645.229517
  iter   29: 645.229517
  iter   30: 645.229517
  iter   31: 645.229517
  iter   32: 645.229517
  iter   33: 645.229517
  iter   34: 645.229517
  iter   35: 645.229517
  iter   36: 645.229517
  iter   37: 645.229517
  iter   38: 645.229517
  iter   39: 644.671683
  iter   40: 644.671683
  iter   41: 644.671683
  iter   42: 644.671683
  iter   43: 644.671683
  iter   44: 644.671683
  iter   45: 644.671683
  iter   46: 644.671683
  iter   47: 644.671683
  iter   48: 644.671683
  iter   49: 644.671683
  iter   50: 644.671683
  iter   51: 644.671683
  iter   52: 644.671683
  iter   53: 644.671683
  iter   54: 644.671683
  iter   55: 644.671683
  iter   56: 644.671683
  iter   57: 644.671683
  iter   58: 644.671683
  iter   59: 644.671683
  iter   60: 644.671683
  iter   61: 644.671683
  iter   62: 644.671683
  iter   63: 644.671683
  iter   64: 644.671683
  iter   65: 644.671683
  iter   66: 644.671683
  iter   67: 644.671683
  iter   68: 644.671683
  iter   69: 638.950433
  iter   70: 638.950433
  iter   71: 638.950433
  iter   72: 638.950433
  iter   73: 638.950433
  iter   74: 638.950433
  iter   75: 638.950433
  iter   76: 638.950433
  iter   77: 638.950433
  iter   78: 638.950433
  iter   79: 638.950433
  iter   80: 638.950433

Best tour:
43 -> 42 -> 69 -> 68 -> 67 -> 66 -> 65 -> 64 -> 63 -> 62 -> 61 -> 60 -> 45 -> 46 -> 47 -> 58 -> 59 -> 78 -> 79 -> 80 -> 81 -> 82 -> 83 -> 84 -> 85 -> 109 -> 108 -> 107 -> 106 -> 105 -> 104 -> 103 -> 87 -> 86 -> 102 -> 101 -> 100 -> 99 -> 98 -> 89 -> 88 -> 77 -> 76 -> 75 -> 74 -> 73 -> 72 -> 92 -> 93 -> 94 -> 95 -> 97 -> 96 -> 91 -> 90 -> 115 -> 116 -> 117 -> 118 -> 119 -> 121 -> 120 -> 122 -> 123 -> 124 -> 125 -> 126 -> 127 -> 128 -> 129 -> 133 -> 132 -> 131 -> 130 -> 114 -> 134 -> 135 -> 136 -> 137 -> 138 -> 139 -> 140 -> 141 -> 142 -> 143 -> 112 -> 113 -> 111 -> 110 -> 57 -> 56 -> 55 -> 54 -> 53 -> 52 -> 51 -> 50 -> 49 -> 48 -> 30 -> 31 -> 32 -> 33 -> 29 -> 26 -> 25 -> 34 -> 35 -> 24 -> 23 -> 28 -> 27 -> 1 -> 0 -> 2 -> 3 -> 5 -> 4 -> 21 -> 22 -> 36 -> 37 -> 38 -> 39 -> 19 -> 20 -> 17 -> 16 -> 41 -> 40 -> 15 -> 14 -> 18 -> 7 -> 6 -> 8 -> 9 -> 10 -> 11 -> 12 -> 13 -> 71 -> 70 -> 44
