seed,hybrid_cost,pwa_cost,improvement_pct,elapsed_seconds,peak_memory_mb,peak_cpu_pct,n_ants,n_iters,error
42,888.166991379779,987.651695777246,10.072853094144303,6.655,2919.49,610.6,20,80,
43,881.4491209384407,987.651695777246,10.753039284282067,6.566,2924.41,623.0,20,80,
44,879.2056885288918,987.651695777246,10.980187419514445,6.705,2906.03,579.0,20,80,
45,882.3060726212905,987.651695777246,10.666272695765723,6.65,2957.16,640.9,20,80,
46,879.3369051218242,987.651695777246,10.966901704166263,6.565,2920.13,551.0,20,80,
47,880.1612958222706,987.651695777246,10.883431923881256,6.612,2951.53,543.1,20,80,
48,888.9514544864674,987.651695777246,9.993425993472846,6.734,2936.8,624.9,20,80,
49,878.2867724496701,987.651695777246,11.073227919839661,6.634,2930.64,607.0,20,80,
50,868.8059813841418,987.651695777246,12.033160566749897,6.781,2915.35,519.1,20,80,
51,873.0577984119842,987.651695777246,11.602662948407188,6.796,2944.44,573.0,20,80,
52,870.5688693820813,987.651695777246,11.854667682519878,6.797,2914.32,550.9,20,80,
53,867.2952286960366,987.651695777246,12.186124683003076,6.561,2932.48,609.0,20,80,
54,869.7017115818668,987.651695777246,11.942467643166133,6.603,2892.73,517.1,20,80,
55,886.2653282056694,987.651695777246,10.26539700230952,6.684,2951.12,622.9,20,80,
56,891.78488291564,987.651695777246,9.706540602470422,6.502,2893.65,600.7,20,80,
57,880.4014554978894,987.651695777246,10.85911569209169,6.599,2926.89,481.2,20,80,
58,878.8677751462316,987.651695777246,11.014401240449999,6.527,2891.81,593.0,20,80,
59,885.9324761591723,987.651695777246,10.299098361596428,6.591,2960.42,616.9,20,80,
60,887.5948513040769,987.651695777246,10.130782430786798,6.686,2955.93,489.2,20,80,
61,886.1027269236539,987.651695777246,10.281860425873795,6.779,2922.27,539.1,20,80,
62,878.0987069426808,987.651695777246,11.092269603035612,6.486,2932.91,549.1,20,80,
63,870.0186405344549,987.651695777246,11.910378501422828,7.056,2920.39,613.0,20,80,
64,869.1342129692831,987.651695777246,11.999927030418748,6.569,2889.46,621.0,20,80,
65,874.1659465676238,987.651695777246,11.49046264941742,6.522,2932.0,599.0,20,80,
66,881.8843594807068,987.651695777246,10.7089712647437,6.71,2945.8,533.1,20,80,
67,876.7334132127183,987.651695777246,11.23050596063008,6.75,2938.12,527.1,20,80,
68,881.4777397325149,987.651695777246,10.75014162368,6.715,2955.07,577.1,20,80,
69,873.9868907349793,987.651695777246,11.50859210066122,6.544,2932.41,626.9,20,80,
70,877.37949196649,987.651695777246,11.165090312934232,6.583,2962.52,457.2,20,80,
71,879.7537919394766,987.651695777246,10.924691801683958,6.694,2958.83,621.0,20,80,
