epoch,train_ce_loss,train_lovasz_loss,train_total_loss,val_ce_loss,val_lovasz_loss,val_total_loss
1,0.3185535185841908,0.33266994766891,0.48488849310268617,0.2609381122307645,0.28311116642111706,0.4024936959250934
2,0.20155935081139464,0.26748647892622857,0.3353025903716555,0.21387961076882978,0.2667264545491586,0.34724283864100774
3,0.1712751260207934,0.2478820478740341,0.2952161500696093,0.19811390656977892,0.25697108819666836,0.32659945133556095
4,0.15450171203440827,0.23532418179614792,0.27216380275223917,0.14797457071900783,0.23719115587365297,0.26657014813067187
5,0.13937618241460736,0.22362099081229675,0.2511866776914946,0.1909202244701899,0.22328208952676504,0.3025612683630445
6,0.1288496996480811,0.21530236684002688,0.23650088309679695,0.13602505303634743,0.2106879618458657,0.24136903387649605
7,0.1274846473584305,0.2132349886955565,0.23410214157775044,0.14524091829856237,0.21627560554382702,0.25337872148698404
8,0.11753635284418626,0.2072420745076419,0.22115739019234376,0.1357319009386831,0.22282035881136025,0.24714207970795946
9,0.11485446468316789,0.20515023521348386,0.21742958219657685,0.11878088212365077,0.2253858864798935,0.23147382495096988
10,0.10983354146150744,0.20154616251780555,0.21060662271639588,0.1358982097900783,0.20926252169689785,0.24052947136676975
11,0.10849952790685448,0.19882185221850424,0.20791045414797704,0.1231381670727084,0.20047919831963049,0.22337776609541227
12,0.10637391364916453,0.19643431144630022,0.20459106955877987,0.11699994021457516,0.22474186482787545,0.22937087224692934
13,0.1037744777265069,0.19508988092480836,0.2013194180595496,0.1218324910926943,0.19465224101311632,0.2191586118708882
14,0.10287527837469403,0.19322493888381548,0.19948774779231512,0.11828893959625728,0.19358077445584868,0.2150793264594136
15,0.09809997392023496,0.18939106106870518,0.1927955044541861,0.11474552824834569,0.21984145797323434,0.2246662570370568
16,0.10083185059945741,0.1912232725005918,0.19644348656895153,0.11409101663933446,0.21823379018395725,0.2232079116317133
17,0.09670206427048282,0.18731040908746294,0.19035726880839351,0.1117446235458677,0.20351989161119693,0.2135045696101669
18,0.09261544772086601,0.18581372666120496,0.18552231112623524,0.11287190026810599,0.1925672224127791,0.20915551144733197
19,0.09371504272406535,0.18633675728864357,0.1868834213048605,0.11796852061007586,0.20333971024956554,0.21963837567665095
20,0.09139062548477749,0.1834468533182597,0.18311405217210794,0.11247822702603621,0.19652287332832608,0.21073966403491795
21,0.09382405252504998,0.18343056919984518,0.18553933724239147,0.11186944262848961,0.20017276938176817,0.21195582702704188
22,0.08801577534036839,0.17808932868828034,0.17706043970177016,0.11842232146559076,0.21089658935347366,0.2238706163958543
23,0.08837401161355705,0.17992558708225762,0.17833680506386185,0.12991668227542605,0.21200186513985197,0.2359176145763033
24,0.08737540905452172,0.17930776767035272,0.1770292927719781,0.11121865859669115,0.20300988391455677,0.21272360090321552
25,0.08658411191206361,0.17773818318984985,0.17545320346533996,0.11853288878014104,0.20609875368213074,0.2215822651413166
26,0.0860555638165759,0.1763950038329971,0.17425306588471545,0.10948205171670351,0.1947474645373101,0.20685578445490035
27,0.0806766535578986,0.17219251594646706,0.16677291154688834,0.11694802322631909,0.18670379135809426,0.21029991869452513
28,0.0811628199303884,0.17097855304169132,0.16665209617891252,0.11056520579408648,0.18926404060330243,0.20519722636478643
29,0.07866578759035449,0.16994346392076012,0.1636375195300608,0.11221349082576731,0.19857730084461056,0.21150214131662828
30,0.07812252873494611,0.16968346155963132,0.16296425963418784,0.11368324301826457,0.18684699917212128,0.2071067430725735
31,0.07735985668460389,0.16750308101482947,0.16111139703104432,0.1089114611256971,0.19514728952716623,0.20648510583365956
32,0.07892480203721287,0.16897821347289396,0.1634139085887,0.11296429299206162,0.1897466316081894,0.2078376085161128
33,0.07875537680791177,0.16946062947049384,0.16348569160447746,0.12407374251375182,0.19361418393544025,0.2208808342874464
34,0.07590927796464429,0.16546028726192288,0.1586394216676628,0.11624454009320793,0.1912747501408578,0.21188191556785668
35,0.07648464672975964,0.16755408447904208,0.16026168890449957,0.11195929468376561,0.18733769411143536,0.20562814238170782
36,0.07378112733693279,0.16430598423928663,0.15593411949230357,0.11073684628354385,0.1835273583846477,0.20250052558516876
37,0.07335593170367968,0.16385887430073565,0.1552853689071369,0.11605983922878901,0.1802178209945042,0.20616874997245355
38,0.07318436988631408,0.16309313721902635,0.15473093831478135,0.11150515363163625,0.18849958625570354,0.2057549464568082
39,0.07295885448633083,0.1630148526714665,0.15446628077168434,0.11120710244867951,0.19339906114101824,0.20790663316535454
40,0.07299439414888058,0.16325236289412715,0.15462057546226726,0.1105596035046296,0.1870432410014069,0.20408122446776059
41,0.07256561272701345,0.16432174226220955,0.15472648385089244,0.11140434358838118,0.18671228242261956,0.20476048453969675
42,0.07180393049553647,0.161738821706566,0.15267334127324986,0.12418110676420231,0.18785564125670742,0.2181089274611117
43,0.07196631351433662,0.16075617665804295,0.15234440194727886,0.11004800045888664,0.1838109384316744,0.20195346960228763
44,0.0710183345027276,0.16111006047155163,0.15157336478386524,0.11901794314358591,0.18822022773739364,0.21312805666174325
45,0.07032300885224811,0.16080709770783494,0.15072655760811576,0.11767278363566018,0.18655806607825476,0.21095181659070983
46,0.07011903390250217,0.1607228115897481,0.15048043982764095,0.11641661935201329,0.1833688952688438,0.2081010668952432
47,0.06960367872470043,0.1600288262947037,0.14961809197055367,0.1154196813987154,0.18319253048911277,0.20701594705460594
48,0.07011140282908133,0.15867698433395508,0.14944989492691219,0.11569598876845298,0.18498515401087287,0.2081885659110008
49,0.06958048738808179,0.15954249206757784,0.14935173326862397,0.11445110766605164,0.1862965078998564,0.2075993614995645
50,0.06947225133189931,0.16075892261217412,0.14985171263969246,0.1151395158816336,0.1810661947872076,0.20567261366070144
51,0.06889527627028091,0.1583317919865106,0.14806117218565837,0.11789439367906501,0.18374821640835662,0.209768501868368
52,0.06899511274953919,0.15885699531926517,0.14842361046727906,0.12293253051272283,0.18242972056743587,0.2141473913901589
53,0.06876670612526078,0.15876582270710937,0.1481496175199121,0.11326597135307061,0.18646105869880153,0.20649650111380552
54,0.06844429277096362,0.1584159382060973,0.14765226191616265,0.11925894339607718,0.18184359390029892,0.2101807402110555
55,0.06842429238504023,0.15813905700643804,0.1474938207645178,0.11408379977801815,0.18685306438322488,0.207510332025898
56,0.06861812128556956,0.15954031557274242,0.14838827908328125,0.1157501767971553,0.1863129007216129,0.2089066273933794
57,0.06887571483766178,0.15838686934961327,0.14806914951909206,0.11499285951205011,0.18422008456610556,0.20710290176793933
58,0.06821142165331523,0.15820246359377554,0.14731265362592993,0.11330947978939447,0.18629666149693852,0.20645780962788396
59,0.06819858915666278,0.1573762963513908,0.14688673741184174,0.11870924358695953,0.1835555718668426,0.2104870298334087
60,0.06782155043830902,0.1578561183051126,0.14674960972685044,0.11975295839753623,0.18539895318293323,0.2124524352270075
61,0.06832378252303019,0.15744681526597687,0.14704719018171028,0.11486267611875924,0.18442322441066306,0.2070742883072752
62,0.06781824283795591,0.1566182943394183,0.14612738990269056,0.11675317200780329,0.18589143714505352,0.20969889102400177
63,0.06801201767771874,0.1574514359693396,0.1467377356946035,0.11857612741878257,0.18400613070310404,0.21057919288028237
64,0.06786501408546584,0.15670667197093657,0.14621835015914886,0.118433913098286,0.1825205670359234,0.20969419696161318
65,0.0678865266862478,0.15638864403650773,0.14608084883556927,0.1162254701122745,0.1835988856632159,0.20802491270005702
66,0.06742921182263546,0.15699725137634107,0.14592783757433264,0.11622615221163465,0.18259914673916583,0.20752572567823033
67,0.06762568698352973,0.15744693279286429,0.14634915332747464,0.11829921829824647,0.18011090074950414,0.20835466916517664
68,0.06767704424333904,0.15771109847982157,0.1465325933879097,0.11600874244985689,0.18282584246351488,0.2074216640735459
