seq_id,active_points,true_marking,predicted_marking,marking_tp,marking_fp,marking_fn,marking_iou,marking_precision,marking_recall,marking_f1,predicted_true_marking_ratio,road_to_marking,marking_to_road,other_to_marking
013,7824213,138355,171636,102550,69086,35805,0.4943574317516788,0.5974853760283391,0.7412092081963066,0.6616321119000229,1.240547865996892,61607,35043,7479
034,7861171,2363,5199,1897,3302,466,0.33486319505736983,0.3648778611271398,0.8027930596699111,0.5017191219254166,2.200169276343631,2809,352,493
037,7858884,227223,231072,177402,53670,49821,0.6315643323258323,0.7677347320315746,0.7807396258301317,0.7741825679965961,1.0169393063202228,53472,49765,198
038,7795979,9746,7979,6095,1884,3651,0.5240756663800515,0.7638801854869032,0.6253847732403037,0.6877291960507758,0.8186948491688898,1727,3604,157
054,7859842,294306,345101,245331,99770,48975,0.6225474273997909,0.7108962303789326,0.8335915679598785,0.7673703916284933,1.1725924717810714,98143,47542,1627
106,7855393,40657,46190,36426,9764,4231,0.7224370797881835,0.7886122537345746,0.8959342794598716,0.8388545372897164,1.136089726246403,9239,4151,525
116,7843701,135867,118361,83553,34808,52314,0.4895444558371173,0.7059166448407838,0.6149616904767162,0.6573076136381516,0.8711534073763313,34374,50562,434
123,7853739,194671,337037,160729,176308,33942,0.4332563298731195,0.47688829416354883,0.8256442921647292,0.6045761959571795,1.7313159124882493,175833,33463,475
124,7856683,107750,199692,102386,97306,5364,0.4993075062421973,0.5127195881657753,0.9502180974477958,0.6660508323521185,1.853290023201856,95163,5144,2143
