group,intensity_count,intensity_mean,intensity_p25,intensity_median,intensity_p75,rgb_valid_count,rgb_valid_mean,rgb_valid_p25,rgb_valid_median,rgb_valid_p75,red_count,red_mean,red_p25,red_median,red_p75,green_count,green_mean,green_p25,green_median,green_p75,blue_count,blue_mean,blue_p25,blue_median,blue_p75,range_count,range_mean,range_p25,range_median,range_p75
marking_tp,916369,38.65112964818966,29.0,34.0,46.0,916369,0.7902208789988991,1.0,1.0,1.0,916369,0.3879465846486091,0.2274964451789856,0.4190588593482971,0.5569480657577515,916369,0.3842988973436012,0.2383357584476471,0.39646124839782715,0.5534458160400391,916369,0.36532856042681805,0.25419771671295166,0.35533055663108826,0.5281217694282532,916369,18.717019070577493,12.425463676452637,16.260679244995117,22.104013442993164
marking_to_road,229626,25.246526120511884,17.0,28.0,32.0,229626,0.7612610650950767,1.0,1.0,1.0,229626,0.3211391503703765,0.17216278240084648,0.2892909348011017,0.5322357714176178,229626,0.3277642050110354,0.18437203019857407,0.3075370192527771,0.535619854927063,229626,0.3337205183052324,0.21043150126934052,0.3415350317955017,0.5255500674247742,229626,21.99305888411673,12.835281372070312,18.69419288635254,27.54948616027832
marking_to_other,4943,22.96167980223418,3.0,21.0,32.0,4943,0.6493020432935465,0.0,1.0,1.0,4943,0.296738567782237,0.0,0.2903478145599365,0.5475053489208221,4943,0.2990606765279928,0.0,0.30464547872543335,0.5509493350982666,4943,0.3018950622497892,0.0,0.3298189640045166,0.5459566116333008,4943,42.11371577936412,15.130873680114746,32.70468521118164,63.256853103637695
road_tp,27521255,27.924749729523743,26.0,29.0,33.0,27521255,0.9088198672872718,1.0,1.0,1.0,27521255,0.3845157334559927,0.27798572182655334,0.3779100179672241,0.5405291616916656,27521255,0.39329240369429685,0.2934606969356537,0.38673728704452515,0.5463408529758453,27521255,0.40283123003409554,0.32689011096954346,0.41200894117355347,0.5381054282188416,27521255,17.17479339054944,11.552286148071289,15.02134895324707,20.35910987854004
road_to_marking,532367,31.905292258940236,28.0,30.0,35.0,532367,0.8028538896425628,1.0,1.0,1.0,532367,0.4192631055593665,0.2507299780845642,0.49010300636291504,0.5923987627029419,532367,0.41408724603089586,0.2666666507720947,0.4904460310935974,0.5897912979125977,532367,0.3886384815902623,0.2741955518722534,0.452263206243515,0.5569518208503723,532367,18.70610069152268,12.857102870941162,16.255197525024414,21.650707244873047
other_tp,40715620,20.06289512899952,8.0,21.0,28.0,40715620,0.7570663465015668,1.0,1.0,1.0,40715620,0.23883072910535105,0.09120392799377441,0.22973553091287613,0.32908111810684204,40715620,0.2457504614239655,0.09730737842619419,0.24015772342681885,0.3425763249397278,40715620,0.2468251779679935,0.09489196538925171,0.23880721628665924,0.35028862953186035,40715620,28.764357007699783,17.4987735748291,24.360549926757812,34.67194747924805
other_to_marking,13531,24.27401768533065,7.0,29.0,36.0,13531,0.812319858103614,1.0,1.0,1.0,13531,0.28817642566088375,0.21982423216104507,0.2789413034915924,0.37891024351119995,13531,0.29127797319373944,0.23035942018032074,0.2919156551361084,0.374578058719635,13531,0.292293474768669,0.24733729660511017,0.3074946701526642,0.36161768436431885,13531,34.413583508176394,16.536858558654785,24.35637855529785,47.39097023010254
