step,seq_id,frame_idx,active_points,rgb_valid_ratio,true_marking,predicted_marking,marking_tp,marking_fp,marking_fn,marking_iou,marking_precision,marking_recall,marking_f1,predicted_true_marking_ratio,road_to_marking,marking_to_road,other_to_marking
44,123,70,32678,0.8871717975396292,1009,1765,811,954,198,0.413143148242486,0.4594900849858357,0.8037661050545094,0.5847152126892574,1.749256689791873,939,198,15
45,124,33,32730,0.7956920256645279,854,1670,780,890,74,0.44724770642201833,0.46706586826347307,0.9133489461358314,0.618066561014263,1.955503512880562,887,74,3
46,116,13,32689,0.8645721802441189,362,365,226,139,136,0.45109780439121755,0.6191780821917808,0.6243093922651933,0.6217331499312242,1.0082872928176796,137,134,2
47,123,13,32723,0.8497081563426336,678,1571,610,961,68,0.37217815741305676,0.38828771483131763,0.8997050147492626,0.542463317029791,2.3171091445427727,941,67,20
48,038,13,32764,0.8426321572457576,0,1,0,1,0,0.0,0.0,nan,0.0,nan,1,0,0
49,038,57,32753,0.899062681281104,114,73,57,16,57,0.43846153846153846,0.7808219178082192,0.5,0.6096256684491979,0.6403508771929824,5,57,11
50,054,1,32765,0.0,1253,2018,1175,843,78,0.5605916030534351,0.5822596630327056,0.9377494014365523,0.7184347294405381,1.6105347166799682,819,78,24
51,037,49,32744,0.9466467139017836,20,23,0,23,20,0.0,0.0,0.0,0.0,1.15,4,20,19
52,116,15,32734,0.8692490987963585,420,553,308,245,112,0.4631578947368421,0.5569620253164557,0.7333333333333333,0.6330935251798561,1.3166666666666667,188,111,57
53,038,64,32310,0.858743423088827,0,3,0,3,0,0.0,0.0,nan,0.0,nan,0,0,3
54,038,67,32284,0.8534568207161443,0,0,0,0,0,nan,nan,nan,nan,nan,0,0,0
55,034,54,32742,0.9360454462158695,0,25,0,25,0,0.0,0.0,nan,0.0,nan,25,0,0
56,037,16,32768,0.8302001953125,1906,2288,1456,832,450,0.5317750182615048,0.6363636363636364,0.7639034627492131,0.6943252265140677,1.2004197271773347,829,450,3
57,013,69,32526,0.8325032281866814,764,1215,657,558,107,0.4969742813918306,0.5407407407407407,0.8599476439790575,0.6639717028802425,1.5903141361256545,490,107,68
58,054,41,32733,0.0,661,760,502,258,159,0.5462459194776932,0.6605263157894737,0.7594553706505295,0.7065446868402533,1.1497730711043872,240,138,18
59,034,29,32754,0.9139341759785065,0,16,0,16,0,0.0,0.0,nan,0.0,nan,16,0,0
60,054,5,32768,0.91546630859375,1441,2126,1362,764,79,0.617687074829932,0.6406396989651929,0.945176960444136,0.7636669470142977,1.4753643303261623,746,79,18
61,037,43,32764,0.786747649859602,1837,1914,1459,455,378,0.6365619546247818,0.7622779519331243,0.7942297223734349,0.7779258864302853,1.0419161676646707,453,378,2
62,037,28,32762,0.8871253281240461,88,54,14,40,74,0.109375,0.25925925925925924,0.1590909090909091,0.19718309859154928,0.6136363636363636,36,74,4
63,034,64,32759,0.9081168533838029,0,26,0,26,0,0.0,0.0,nan,0.0,nan,25,0,1
64,038,0,32764,0.8874374313270663,0,0,0,0,0,nan,nan,nan,nan,nan,0,0,0
65,034,20,32747,0.9012123247931109,0,5,0,5,0,0.0,0.0,nan,0.0,nan,4,0,1
66,123,36,32738,0.8050583419879039,436,1233,397,836,39,0.3121069182389937,0.3219789132197891,0.9105504587155964,0.475733972438586,2.8279816513761467,820,39,16
67,116,6,32550,0.8814132104454685,218,236,95,141,123,0.2646239554317549,0.4025423728813559,0.43577981651376146,0.4185022026431718,1.0825688073394495,135,116,6
68,013,66,32553,0.830491813350536,699,1136,610,526,89,0.49795918367346936,0.5369718309859155,0.8726752503576538,0.6648501362397821,1.6251788268955651,492,89,34
69,106,28,32714,0.8842085957082595,91,202,90,112,1,0.4433497536945813,0.44554455445544555,0.989010989010989,0.6143344709897611,2.21978021978022,98,1,14
70,034,19,32755,0.8602961379941994,0,26,0,26,0,0.0,0.0,nan,0.0,nan,25,0,1
71,116,47,32727,0.8938796712194824,508,521,314,207,194,0.43916083916083914,0.6026871401151631,0.6181102362204725,0.6103012633624878,1.0255905511811023,207,194,0
72,038,23,32725,0.8789610389610389,0,8,0,8,0,0.0,0.0,nan,0.0,nan,8,0,0
73,116,64,32728,0.870294549010022,636,409,298,111,338,0.3989290495314592,0.7286063569682152,0.46855345911949686,0.570334928229665,0.6430817610062893,102,338,9
74,013,60,32507,0.8573845633248224,482,951,425,526,57,0.42162698412698413,0.4468980021030494,0.8817427385892116,0.5931612002791347,1.9730290456431536,430,57,96
75,123,57,32719,0.7893884287417097,901,1668,690,978,211,0.3672166045769026,0.4136690647482014,0.7658157602663707,0.5371739976644608,1.851276359600444,966,211,12
76,037,73,32674,0.8981759196914978,0,0,0,0,0,nan,nan,nan,nan,nan,0,0,0
77,116,51,32688,0.8504955947136564,708,758,533,225,175,0.5712754555198285,0.7031662269129287,0.7528248587570622,0.7271487039563438,1.0706214689265536,222,174,3
78,038,14,32328,0.8824239049740163,0,2,0,2,0,0.0,0.0,nan,0.0,nan,2,0,0
79,054,34,32713,0.0,1420,1831,1251,580,169,0.6255,0.6832332058984162,0.8809859154929578,0.7696093509689327,1.2894366197183098,560,169,20
80,123,67,32717,0.8682336400036679,1423,2104,1091,1013,332,0.4478653530377668,0.5185361216730038,0.7666900913562895,0.6186560816557981,1.4785664089950807,1011,332,2
81,038,50,32751,0.8625996152789228,65,44,37,7,28,0.5138888888888888,0.8409090909090909,0.5692307692307692,0.6788990825688074,0.676923076923077,5,28,2
82,124,13,32726,0.8565360875145145,122,244,115,129,7,0.4581673306772908,0.4713114754098361,0.9426229508196722,0.6284153005464481,2.0,119,7,10
83,124,53,32726,0.8261626841043819,554,1315,551,764,3,0.4180576631259484,0.4190114068441065,0.9945848375451264,0.5896201177100053,2.3736462093862816,754,3,10
84,013,70,32496,0.9098042836041359,853,1345,687,658,166,0.45466578424884185,0.5107806691449814,0.8053927315357562,0.6251137397634213,1.5767878077373974,536,166,122
85,106,74,32749,0.9180738343155517,202,281,189,92,13,0.6428571428571429,0.6725978647686833,0.9356435643564357,0.782608695652174,1.391089108910891,91,13,1
86,013,7,32628,0.8211352212823342,668,1276,625,651,43,0.47384382107657314,0.4898119122257053,0.9356287425149701,0.6430041152263375,1.910179640718563,543,43,108
87,106,78,32764,0.8179709437187157,129,127,103,24,26,0.673202614379085,0.8110236220472441,0.7984496124031008,0.8046875,0.9844961240310077,24,26,0
88,123,71,32627,0.897171054647991,1708,2841,1465,1376,243,0.47503242542153046,0.5156634987680394,0.857728337236534,0.6440976038689822,1.6633489461358313,1376,243,0
89,106,15,32736,0.9226234115347018,219,332,212,120,7,0.6253687315634219,0.6385542168674698,0.9680365296803652,0.7695099818511797,1.5159817351598173,113,7,7
90,123,38,32751,0.8060822570303197,628,1645,624,1021,4,0.3784111582777441,0.37933130699088147,0.9936305732484076,0.5490541135063792,2.6194267515923566,1015,4,6
91,038,49,32252,0.8018107404191989,0,0,0,0,0,nan,nan,nan,nan,nan,0,0,0
92,123,60,32739,0.8132502519930358,966,1734,768,966,198,0.39751552795031053,0.4429065743944637,0.7950310559006211,0.5688888888888889,1.795031055900621,966,198,0
93,038,36,32763,0.8417116869639533,0,0,0,0,0,nan,nan,nan,nan,nan,0,0,0
94,038,35,32178,0.7972527814034434,0,0,0,0,0,nan,nan,nan,nan,nan,0,0,0
95,106,1,32663,0.8790986743409974,219,363,215,148,4,0.5858310626702997,0.5922865013774105,0.9817351598173516,0.738831615120275,1.6575342465753424,137,4,11
96,038,50,32751,0.8969191780403651,0,0,0,0,0,nan,nan,nan,nan,nan,0,0,0
97,037,36,32764,0.7748748626541326,1641,1633,1137,496,504,0.5320542817033224,0.6962645437844458,0.6928702010968921,0.6945632254123396,0.9951249238269348,485,504,11
98,054,47,32764,0.8221523623489195,1170,1580,1113,467,57,0.679902260232132,0.7044303797468354,0.9512820512820512,0.8094545454545454,1.3504273504273505,463,55,4
99,124,10,32738,0.8341376993096707,23,38,15,23,8,0.32608695652173914,0.39473684210526316,0.6521739130434783,0.4918032786885246,1.6521739130434783,23,4,0
100,123,64,32735,0.8271880250496411,1100,1894,884,1010,216,0.418957345971564,0.46673706441393875,0.8036363636363636,0.5905143620574482,1.721818181818182,987,213,23
101,106,48,32767,0.8320261238441115,195,127,103,24,92,0.4703196347031963,0.8110236220472441,0.5282051282051282,0.639751552795031,0.6512820512820513,24,92,0
102,106,52,32766,0.8599157663431606,219,271,209,62,10,0.7437722419928826,0.7712177121771218,0.954337899543379,0.8530612244897959,1.2374429223744292,62,10,0
103,124,2,32748,0.8247221204348357,401,689,295,394,106,0.3710691823899371,0.4281567489114659,0.7356608478802993,0.5412844036697247,1.7182044887780548,394,106,0
104,038,58,32273,0.941282186347721,0,0,0,0,0,nan,nan,nan,nan,nan,0,0,0
105,054,1,32765,0.0,1600,2394,1440,954,160,0.5638214565387627,0.6015037593984962,0.9,0.7210816224336505,1.49625,909,160,45
106,038,69,32207,0.8919179060452697,0,3,0,3,0,0.0,0.0,nan,0.0,nan,1,0,2
107,106,11,32635,0.8918032786885246,251,338,233,105,18,0.6544943820224719,0.6893491124260355,0.9282868525896414,0.7911714770797963,1.346613545816733,105,18,0
108,116,54,32716,0.8871805844235237,632,684,416,268,216,0.4622222222222222,0.6081871345029239,0.6582278481012658,0.6322188449848024,1.0822784810126582,250,216,18
109,037,70,32710,0.8782635279730969,0,0,0,0,0,nan,nan,nan,nan,nan,0,0,0
110,054,3,32768,0.0,1679,2610,1549,1061,130,0.5653284671532847,0.5934865900383142,0.9225729600952948,0.7223128934483563,1.5544967242406194,1050,130,11
111,034,70,32758,0.8446791623420233,0,89,0,89,0,0.0,0.0,nan,0.0,nan,89,0,0
112,054,74,32743,0.7459915096356473,1251,1610,1062,548,189,0.5903279599777654,0.6596273291925466,0.8489208633093526,0.7423977630199231,1.286970423661071,545,189,3
113,038,76,31984,0.7709167083541771,39,120,24,96,15,0.17777777777777778,0.2,0.6153846153846154,0.3018867924528302,3.076923076923077,96,15,0
114,116,42,32731,0.908252115731264,811,636,481,155,330,0.4979296066252588,0.7562893081761006,0.593094944512947,0.6648237733241189,0.7842170160295932,155,328,0
115,013,28,32607,0.8379182384150643,809,1089,665,424,144,0.5393349553933495,0.610651974288338,0.8220024721878862,0.7007376185458377,1.34610630407911,277,143,147
116,054,76,32730,0.8014970974641002,1542,1845,1376,469,166,0.6842366981601193,0.7457994579945799,0.8923476005188068,0.8125184529081784,1.1964980544747081,469,166,0
117,054,67,32757,0.0,1286,1515,1026,489,260,0.5780281690140845,0.6772277227722773,0.7978227060653188,0.732595501606569,1.1780715396578538,488,260,1
118,106,50,32755,0.9248053732254617,99,176,96,80,3,0.5363128491620112,0.5454545454545454,0.9696969696969697,0.6981818181818182,1.7777777777777777,66,3,14
119,054,63,32758,0.9031076378289273,1446,1830,1275,555,171,0.6371814092953523,0.6967213114754098,0.8817427385892116,0.7783882783882784,1.2655601659751037,555,171,0
120,037,23,32764,0.9253448907337322,254,332,184,148,70,0.4577114427860697,0.5542168674698795,0.7244094488188977,0.6279863481228669,1.3070866141732282,109,70,39
121,013,36,32653,0.851744097020182,724,1072,576,496,148,0.4721311475409836,0.5373134328358209,0.7955801104972375,0.6414253897550112,1.4806629834254144,351,117,145
122,106,59,32761,0.9110833002655596,241,280,219,61,22,0.7251655629139073,0.7821428571428571,0.9087136929460581,0.8406909788867563,1.161825726141079,61,22,0
123,013,67,32527,0.8183970240108218,712,1074,579,495,133,0.47970173985086995,0.5391061452513967,0.8132022471910112,0.6483762597984323,1.5084269662921348,456,133,39
124,116,14,32699,0.8688033273188782,423,498,287,211,136,0.4526813880126183,0.5763052208835341,0.6784869976359338,0.6232356134636265,1.177304964539007,187,136,24
125,124,70,32755,0.8384368798656694,756,1359,665,694,91,0.4586206896551724,0.48933038999264167,0.8796296296296297,0.6288416075650118,1.7976190476190477,694,91,0
126,116,64,32728,0.8597836714739673,585,355,256,99,329,0.3742690058479532,0.7211267605633803,0.4376068376068376,0.5446808510638298,0.6068376068376068,99,329,0
127,013,35,32647,0.8365240297730266,726,1122,581,541,145,0.4585635359116022,0.517825311942959,0.800275482093664,0.6287878787878788,1.5454545454545454,341,142,200
128,054,54,32761,0.8781477976862733,668,986,548,438,120,0.49547920433996384,0.5557809330628803,0.8203592814371258,0.6626360338573156,1.4760479041916168,413,120,25
129,116,39,32735,0.9284557812738659,827,649,488,161,339,0.4939271255060729,0.7519260400616333,0.5900846432889963,0.6612466124661247,0.7847642079806529,161,333,0
130,037,51,32742,0.9064809724512858,47,8,0,8,47,0.0,0.0,0.0,0.0,0.1702127659574468,2,47,6
131,037,8,32762,0.9166717538611806,397,573,328,245,69,0.5109034267912772,0.5724258289703316,0.8261964735516373,0.6762886597938145,1.4433249370277077,183,69,62
132,124,72,32752,0.8997313141182218,820,1624,787,837,33,0.4749547374773687,0.48460591133004927,0.9597560975609756,0.644026186579378,1.9804878048780488,836,33,1
133,054,31,32739,0.7587586670332019,398,527,347,180,51,0.6003460207612457,0.6584440227703985,0.871859296482412,0.7502702702702703,1.3241206030150754,180,51,0
134,038,66,32728,0.8794915668540699,2,8,0,8,2,0.0,0.0,0.0,0.0,4.0,8,2,0
135,034,9,32763,0.8969264108903336,0,25,0,25,0,0.0,0.0,nan,0.0,nan,25,0,0
136,013,19,32612,0.8843677174046364,643,1066,547,519,96,0.47074010327022375,0.5131332082551595,0.8506998444790047,0.6401404330017554,1.6578538102643856,398,96,121
137,123,18,32743,0.876767553370186,912,1850,793,1057,119,0.4027425088877603,0.42864864864864866,0.8695175438596491,0.5742215785662563,2.0285087719298245,1056,119,1
138,123,76,32683,0.9248844965272466,877,1275,585,690,292,0.37332482450542437,0.4588235294117647,0.6670467502850627,0.5436802973977695,1.4538198403648803,690,292,0
139,037,4,32761,0.9146240957235737,311,406,241,165,70,0.5063025210084033,0.5935960591133005,0.77491961414791,0.6722454672245467,1.3054662379421222,148,70,17
140,106,43,32763,0.8879528736684674,109,116,89,27,20,0.6544117647058824,0.7672413793103449,0.8165137614678899,0.7911111111111111,1.0642201834862386,27,20,0
141,034,48,32767,0.8277230140079959,0,19,0,19,0,0.0,0.0,nan,0.0,nan,19,0,0
142,034,74,32761,0.9613870150483806,100,181,97,84,3,0.5271739130434783,0.5359116022099447,0.97,0.6903914590747331,1.81,79,3,5
143,124,68,32753,0.7955912435502092,580,1212,576,636,4,0.47368421052631576,0.4752475247524752,0.993103448275862,0.6428571428571429,2.089655172413793,572,4,64
144,116,33,32737,0.8442740629868345,774,802,521,281,253,0.4938388625592417,0.6496259351620948,0.6731266149870802,0.6611675126903553,1.0361757105943152,275,253,6
145,123,4,32733,0.8047536125622461,752,1575,645,930,107,0.38347205707491083,0.4095238095238095,0.8577127659574468,0.5543618392780404,2.0944148936170213,930,107,0
146,116,23,32694,0.8644705450541383,580,582,402,180,178,0.5289473684210526,0.6907216494845361,0.6931034482758621,0.6919104991394148,1.0034482758620689,167,175,13
147,013,51,32702,0.873677450920433,348,796,295,501,53,0.3474676089517079,0.3706030150753769,0.8477011494252874,0.5157342657342657,2.2873563218390807,345,52,156
148,124,2,32741,0.7789621575394765,388,515,234,281,154,0.34977578475336324,0.45436893203883494,0.6030927835051546,0.5182724252491694,1.327319587628866,242,152,39
149,054,27,32713,0.0,2076,3015,1940,1075,136,0.6156775626785148,0.6434494195688225,0.9344894026974951,0.7621292476920055,1.4523121387283238,1045,133,30
150,037,8,32763,0.899337667490767,549,767,468,299,81,0.5518867924528302,0.6101694915254238,0.8524590163934426,0.7112462006079028,1.3970856102003644,260,81,39
151,106,57,32758,0.9567739178216008,229,289,209,80,20,0.6763754045307443,0.7231833910034602,0.9126637554585153,0.806949806949807,1.262008733624454,80,20,0
152,123,10,32729,0.8449998472302851,417,952,348,604,69,0.34084231145935356,0.36554621848739494,0.8345323741007195,0.508400292184076,2.2829736211031175,594,69,10
153,123,49,32719,0.8473364100369816,793,1916,739,1177,54,0.3751269035532995,0.38569937369519836,0.9319041614123581,0.5455887781469176,2.416141235813367,1177,54,0
154,034,43,32762,0.8983883767779745,0,17,0,17,0,0.0,0.0,nan,0.0,nan,17,0,0
155,123,62,32727,0.800715005958383,1019,1703,732,971,287,0.3678391959798995,0.42982971227246036,0.718351324828263,0.5378398236590742,1.6712463199214918,929,287,42
156,124,5,32738,0.898588795894679,184,296,128,168,56,0.36363636363636365,0.43243243243243246,0.6956521739130435,0.5333333333333333,1.608695652173913,162,55,6
157,116,66,32716,0.8917043648367771,522,431,248,183,274,0.3517730496453901,0.5754060324825986,0.47509578544061304,0.5204616998950682,0.8256704980842912,111,270,72
158,124,7,32738,0.8345653369173438,36,100,28,72,8,0.25925925925925924,0.28,0.7777777777777778,0.4117647058823529,2.7777777777777777,72,7,0
159,123,4,32733,0.7857513823969694,700,1438,593,845,107,0.3838187702265372,0.41237830319888735,0.8471428571428572,0.5547240411599625,2.0542857142857143,845,107,0
160,124,79,32753,0.8080175861753122,881,1515,789,726,92,0.4909769757311761,0.5207920792079208,0.8955732122587968,0.6585976627712855,1.7196367763904654,725,92,1
161,054,25,32722,0.0,3014,3791,2720,1071,294,0.6658506731946144,0.7174887892376681,0.9024552090245521,0.7994121969140338,1.2577969475779696,1039,294,32
162,124,61,32738,0.7881361109414137,276,586,251,335,25,0.41080196399345337,0.4283276450511945,0.9094202898550725,0.5823665893271461,2.1231884057971016,245,20,90
163,013,22,32549,0.8475221973025285,355,652,300,352,55,0.4243281471004243,0.4601226993865031,0.8450704225352113,0.5958291956305859,1.8366197183098592,241,53,111
164,037,68,32735,0.8968687948678784,0,5,0,5,0,0.0,0.0,nan,0.0,nan,5,0,0
165,038,41,32728,0.9035993644585676,23,15,10,5,13,0.35714285714285715,0.6666666666666666,0.43478260869565216,0.5263157894736842,0.6521739130434783,1,13,4
166,038,7,32259,0.8367897330977402,0,1,0,1,0,0.0,0.0,nan,0.0,nan,0,0,1
167,013,32,32599,0.8555477161876132,505,785,403,382,102,0.45434047350620066,0.513375796178344,0.7980198019801981,0.6248062015503876,1.5544554455445545,255,99,127
168,106,64,32767,0.9378948332163457,188,214,164,50,24,0.6890756302521008,0.7663551401869159,0.8723404255319149,0.8159203980099502,1.1382978723404256,48,24,2
169,038,59,32738,0.9079662777200807,46,29,17,12,29,0.29310344827586204,0.5862068965517241,0.3695652173913043,0.4533333333333333,0.6304347826086957,0,29,12
170,124,71,32748,0.827867350677904,338,735,325,410,13,0.4344919786096257,0.4421768707482993,0.9615384615384616,0.6057781919850885,2.1745562130177514,339,8,71
171,038,41,32747,0.8833480929550799,0,0,0,0,0,nan,nan,nan,nan,nan,0,0,0
172,123,77,32684,0.9115163382694896,790,1241,542,699,248,0.36400268636668903,0.43674456083803387,0.6860759493670886,0.533727227966519,1.570886075949367,699,248,0
173,054,22,32751,0.0,449,733,341,392,108,0.4054696789536266,0.46521145975443384,0.7594654788418709,0.5769881556683587,1.6325167037861916,200,108,192
174,116,76,32686,0.9147953252156886,701,528,340,188,361,0.38245219347581555,0.6439393939393939,0.48502139800285304,0.5532953620829943,0.7532097004279601,188,344,0
175,054,14,32762,0.0,2940,2965,1992,973,948,0.5090723230258114,0.6718381112984823,0.6775510204081633,0.6746824724809484,1.0085034013605443,942,948,31
176,013,72,32541,0.8833164315786239,599,1081,480,601,119,0.4,0.4440333024976873,0.8013355592654424,0.5714285714285714,1.8046744574290483,536,119,65
177,106,61,32761,0.9531455083788651,110,214,97,117,13,0.42731277533039647,0.4532710280373832,0.8818181818181818,0.5987654320987654,1.9454545454545455,68,13,49
178,037,71,32706,0.906561487188895,0,0,0,0,0,nan,nan,nan,nan,nan,0,0,0
179,116,36,32742,0.923431677967137,557,440,317,123,240,0.4661764705882353,0.7204545454545455,0.5691202872531418,0.6359077231695085,0.7899461400359067,123,240,0
180,116,34,32719,0.905376081176075,811,783,553,230,258,0.5312199807877042,0.7062579821200511,0.6818742293464858,0.6938519447929736,0.9654747225647349,194,255,36
181,037,18,32767,0.9081698049867244,650,782,515,267,135,0.5616139585605234,0.6585677749360613,0.7923076923076923,0.7192737430167597,1.2030769230769232,252,135,15
182,106,79,32760,0.8287240537240538,172,202,153,49,19,0.6923076923076923,0.7574257425742574,0.8895348837209303,0.8181818181818182,1.1744186046511629,49,19,0
183,038,18,32749,0.890317261595774,0,0,0,0,0,nan,nan,nan,nan,nan,0,0,0
184,116,72,32652,0.9042631385520029,676,507,352,155,324,0.42358604091456076,0.6942800788954635,0.5207100591715976,0.5950972104818258,0.75,155,324,0
185,123,57,32733,0.8503345247914949,1068,1661,717,944,351,0.35636182902584496,0.4316676700782661,0.6713483146067416,0.5254672041040674,1.5552434456928839,921,344,23
186,034,17,32752,0.8870297997068881,0,5,0,5,0,0.0,0.0,nan,0.0,nan,5,0,0
187,054,72,32752,0.0,1075,1328,930,398,145,0.6313645621181263,0.7003012048192772,0.8651162790697674,0.7740324594257179,1.2353488372093022,390,145,8
188,034,40,32761,0.8119715515399408,0,37,0,37,0,0.0,0.0,nan,0.0,nan,37,0,0
189,106,14,32751,0.8995145186406522,174,281,164,117,10,0.563573883161512,0.5836298932384342,0.9425287356321839,0.7208791208791209,1.6149425287356323,104,10,13
