bucket,active_points,true_marking,predicted_marking,marking_tp,marking_fp,marking_fn,marking_iou,marking_precision,marking_recall,marking_f1,predicted_true_marking_ratio,road_to_marking,marking_to_road,other_to_marking
0_10m,5094729,107327,147603,96302,51301,11025,0.60709332526414,0.6524393135640875,0.8972765473739134,0.7555172008002197,1.3752643789540377,48351,10878,2950
10_20m,30802354,647702,934376,519712,414664,127990,0.48920240293834705,0.5562129164276479,0.802393693396037,0.6569992124282115,1.4426016902834946,397975,127535,16689
20_30m,18608666,254140,396711,206684,190027,47456,0.46532948192909424,0.5209938721134528,0.8132682773274573,0.6351192515644902,1.5609939403478397,178570,47217,11457
30_40m,7891141,87841,115622,62315,53307,25526,0.4414869498682234,0.5389545242254934,0.709406769048622,0.6125438040331658,1.316264614473879,49024,25157,4283
40_60m,5954943,43638,63635,27696,35939,15942,0.34804026289003104,0.4352321835467903,0.6346761996425134,0.516364788903079,1.4582473990558686,27367,15356,8572
60m_plus,2257772,10290,25752,6937,18815,3353,0.23834392716028174,0.2693771357564461,0.6741496598639456,0.3849397924643472,2.5026239067055394,9112,2631,9703
