step,seq_id,frame_idx,active_points,rgb_valid_ratio,true_marking,predicted_marking,marking_tp,marking_fp,marking_fn,marking_iou,marking_precision,marking_recall,marking_f1,predicted_true_marking_ratio,road_to_marking,marking_to_road,other_to_marking
175,054,14,32762,0.0,2940,2965,1992,973,948,0.5090723230258114,0.6718381112984823,0.6775510204081633,0.6746824724809484,1.0085034013605443,942,948,31
693,054,14,32762,0.0,3059,3326,2202,1124,857,0.5264164475256993,0.6620565243535779,0.719843085975809,0.6897415818324197,1.0872834259561948,1066,857,58
256,037,29,32767,0.815912350840785,1661,1243,841,402,820,0.4076587493940863,0.6765888978278359,0.50632149307646,0.5792011019283747,0.7483443708609272,400,820,2
308,037,30,32766,0.8124885552096686,1742,1404,928,476,814,0.41839495040577096,0.6609686609686609,0.5327210103329506,0.5899554990464081,0.8059701492537313,475,813,1
1180,037,18,32766,0.8322956723432827,2467,2362,1718,644,749,0.5522340083574413,0.7273497036409822,0.6963923794081881,0.7115344791882378,0.9574381840291852,644,743,0
1293,037,23,32766,0.8288774949642923,1824,1567,1081,486,743,0.467965367965368,0.6898532227185705,0.5926535087719298,0.6375700383367738,0.8591008771929824,483,740,3
1782,037,62,32747,0.9049378569029224,833,298,107,191,726,0.1044921875,0.35906040268456374,0.12845138055222088,0.1892130857648099,0.3577430972388956,191,726,0
718,037,7,32767,0.8449049348429822,2700,2695,1969,726,731,0.5747227086981903,0.7306122448979592,0.7292592592592593,0.729935125115848,0.9981481481481481,709,723,17
685,037,62,32747,0.9049378569029224,833,333,111,222,722,0.1052132701421801,0.3333333333333333,0.1332533013205282,0.19039451114922812,0.3997599039615846,221,722,1
537,037,62,32747,0.9062814914343299,833,332,116,216,717,0.11058150619637751,0.3493975903614458,0.13925570228091236,0.19914163090128756,0.3985594237695078,216,717,0
992,037,19,32768,0.836639404296875,2393,2325,1682,643,711,0.5540184453227931,0.7234408602150537,0.7028834099456749,0.7130139889783806,0.9715837860426243,641,711,2
1877,037,33,32765,0.8079658171829697,1640,1338,933,405,707,0.45623471882640587,0.6973094170403588,0.5689024390243902,0.6265950302216252,0.8158536585365853,401,707,4
1041,037,7,32766,0.8337606055057072,2723,2871,2042,829,681,0.5748873873873874,0.7112504353883664,0.7499081894968784,0.7300679299249195,1.0543518178479618,817,679,12
2111,037,1,32768,0.83355712890625,2866,3063,2184,879,682,0.5831775700934579,0.713026444662096,0.7620376831821354,0.7367178276269185,1.0687369155617585,860,679,19
986,037,9,32765,0.8320769113383183,2666,2781,1999,782,667,0.5797563805104409,0.7188061848256023,0.7498124531132783,0.7339820084450156,1.0431357839459865,782,666,0
