seq_id,active_points,true_marking,predicted_marking,marking_tp,marking_fp,marking_fn,marking_iou,marking_precision,marking_recall,marking_f1,predicted_true_marking_ratio,road_to_marking,marking_to_road,other_to_marking
013,7824213,138355,275956,121671,154285,16684,0.4157702296336796,0.4409072460827088,0.8794116584149471,0.5873413933011675,1.99455025116548,122783,16321,31502
034,7861171,2363,15791,1553,14238,810,0.09354858141075839,0.09834715977455513,0.6572154041472704,0.17109177040872536,6.682606855691917,13707,140,531
037,7858884,227223,354433,193798,160635,33425,0.49966224752357824,0.5467831719958356,0.8528978140417123,0.6663663746269273,1.5598464944129775,154818,33373,5817
038,7795979,9746,14337,7496,6841,2250,0.45192017845300536,0.5228429936527865,0.7691360558177714,0.622513806419466,1.4710650523291606,5468,2180,1373
054,7859842,294306,432327,264224,168103,30082,0.5714075634341027,0.6111670101566639,0.8977866574245853,0.7272557123059371,1.468971070926179,160909,29616,7194
106,7855393,40657,95694,39866,55828,791,0.41318339638285745,0.4165987418228938,0.9805445556730699,0.5847555206782495,2.3536906313795902,50924,712,4904
116,7843701,135867,162380,87099,75281,48768,0.41250213120654705,0.5363899495011701,0.6410607432268322,0.5840729328375474,1.1951393642311967,71016,47834,4265
123,7853739,194671,484934,175383,309551,19288,0.34782893249402047,0.3616636490738946,0.9009200137668169,0.5161321650076147,2.491043863749608,306643,18861,2908
124,7856683,107750,276330,101039,175291,6711,0.35697655110037063,0.36564614772192666,0.9377169373549884,0.5261351801707977,2.5645475638051045,168921,6484,6370
