raw_id,raw_name,stratum,active_points,true_marking,predicted_marking,marking_tp,marking_fp,marking_fn,marking_iou,marking_precision,marking_recall,marking_f1,predicted_true_marking_ratio,road_to_marking,marking_to_road,other_to_marking
8,lane_line_marking,all,593056,593056,507582,507582,0,85474,0.8558753304915556,1.0,0.8558753304915556,0.9223414056211034,0.8558753304915556,0,84858,0
8,lane_line_marking,rgb_invalid,81857,81857,54787,54787,0,27070,0.6693013425852401,1.0,0.6693013425852401,0.80189397265888,0.6693013425852401,0,27032,0
8,lane_line_marking,rgb_valid,511199,511199,452795,452795,0,58404,0.8857509502170388,1.0,0.8857509502170388,0.9394145606715395,0.8857509502170388,0,57826,0
9,stop_line_marking,all,5816,5816,5274,5274,0,542,0.9068088033012379,1.0,0.9068088033012379,0.951127141568981,0.9068088033012379,0,518,0
9,stop_line_marking,rgb_invalid,3081,3081,2718,2718,0,363,0.8821811100292113,1.0,0.8821811100292113,0.9374030005173306,0.8821811100292113,0,354,0
9,stop_line_marking,rgb_valid,2735,2735,2556,2556,0,179,0.9345521023765996,1.0,0.9345521023765996,0.9661689661689662,0.9345521023765996,0,164,0
10,other_road_marking,all,552066,552066,479273,479273,0,72793,0.868144388533255,1.0,0.868144388533255,0.929418939844222,0.868144388533255,0,70145,0
10,other_road_marking,rgb_invalid,164035,164035,147002,147002,0,17033,0.8961624043649221,1.0,0.8961624043649221,0.9452380263441327,0.8961624043649221,0,16403,0
10,other_road_marking,rgb_valid,388031,388031,332271,332271,0,55760,0.8563001409681186,1.0,0.8563001409681186,0.9225880255781602,0.8563001409681186,0,53742,0
