group,intensity_count,intensity_mean,intensity_p25,intensity_median,intensity_p75,rgb_valid_count,rgb_valid_mean,rgb_valid_p25,rgb_valid_median,rgb_valid_p75,red_count,red_mean,red_p25,red_median,red_p75,green_count,green_mean,green_p25,green_median,green_p75,blue_count,blue_mean,blue_p25,blue_median,blue_p75,range_count,range_mean,range_p25,range_median,range_p75
marking_tp,992129,38.069976694830125,29.0,34.0,45.0,992129,0.7940312365300704,1.0,1.0,1.0,992129,0.3858184843337268,0.2290247082710266,0.41531795263290405,0.5564817786216736,992129,0.3830528079013033,0.24036149680614471,0.3934999406337738,0.5536772012710571,992129,0.36594153960142006,0.25653859972953796,0.35425126552581787,0.529517650604248,992129,19.046202726672664,12.567994117736816,16.482770919799805,22.396121978759766
marking_to_road,155521,22.572512221443215,14.0,27.0,29.0,155521,0.7185932017767509,0.0,1.0,1.0,155521,0.3006375593678856,0.0,0.2862745225429535,0.5255973935127258,155521,0.3065348259860138,0.0,0.3050526976585388,0.5284371376037598,155521,0.31255641477554447,0.0,0.3362058997154236,0.5189191699028015,155521,21.432776841573943,12.125537872314453,17.964937210083008,27.782917022705078
marking_to_other,3288,14.789487024583376,2.0,9.0,28.0,3288,0.7940997566909975,1.0,1.0,1.0,3288,0.35697694567152255,0.20791121572256088,0.38084180653095245,0.5469939708709717,3288,0.3621151463860542,0.21072110161185265,0.3883361667394638,0.5517794787883759,3288,0.3736747850657162,0.24831999465823174,0.41620734333992004,0.5559326708316803,3288,54.89821560771506,31.649171829223633,53.459266662597656,76.08564567565918
road_tp,27105304,27.9140468846692,26.0,29.0,33.0,27105304,0.9083145799316247,1.0,1.0,1.0,27105304,0.38356028767642936,0.27768274396657944,0.3764706254005432,0.53997802734375,27105304,0.3923777655995834,0.2930760681629181,0.38541240990161896,0.545785665512085,27105304,0.40218000325457803,0.3267325758934021,0.4117646813392639,0.5376666933298111,27105304,17.104473589482257,11.529989242553711,14.979387283325195,20.282184600830078
road_to_marking,1055189,30.3460717168981,27.0,30.0,35.0,1055189,0.8624377560173652,1.0,1.0,1.0,1055189,0.43044867782414636,0.2760346829891205,0.49713772535324097,0.5876364707946777,1055189,0.42980103312233237,0.2919781506061554,0.49835658073425293,0.5890202522277832,1055189,0.4126215466113782,0.3072299659252167,0.4684349596500397,0.5630083680152893,1055189,19.735997459666123,13.29970645904541,17.006559371948242,23.197540283203125
other_tp,40366631,20.00639707964234,8.0,21.0,28.0,40366631,0.7566571102324302,1.0,1.0,1.0,40366631,0.23830335112679712,0.09019608050584793,0.2291138768196106,0.3283766508102417,40366631,0.24528237261150812,0.09599089995026588,0.2395458221435547,0.3419363498687744,40366631,0.2463972484804894,0.09374906122684479,0.23796533048152924,0.34964175522327423,40366631,28.836970056208575,17.56036376953125,24.42998695373535,34.766456604003906
other_to_marking,64864,26.199725720040835,15.0,30.0,35.0,64864,0.8587120744943266,1.0,1.0,1.0,64864,0.30277053191400993,0.2294325828552246,0.2749253958463669,0.38025180250406265,64864,0.2962444838579152,0.239215686917305,0.2875351458787918,0.36531514674425125,64864,0.29510236653779787,0.250019870698452,0.305752158164978,0.3537217974662781,64864,30.192463319107237,15.130702018737793,22.29049587249756,39.75014019012451
