PWA-ACO Hybrid  —  run summary
========================================
Dataset   : pr107
Cities    : 107
Elapsed   : 2.0s

PWA best  : 511.499617
Hybrid    : 475.013328
Improvement: +7.133%

ACO convergence history (best per iteration):
  iter    1: 498.050318
  iter    2: 497.414146
  iter    3: 494.832423
  iter    4: 486.111040
  iter    5: 486.111040
  iter    6: 486.111040
  iter    7: 486.111040
  iter    8: 486.111040
  iter    9: 486.111040
  iter   10: 486.111040
  iter   11: 486.111040
  iter   12: 486.111040
  iter   13: 486.111040
  iter   14: 486.111040
  iter   15: 486.111040
  iter   16: 486.111040
  iter   17: 486.111040
  iter   18: 486.111040
  iter   19: 486.111040
  iter   20: 486.111040
  iter   21: 486.111040
  iter   22: 486.111040
  iter   23: 486.111040
  iter   24: 486.111040
  iter   25: 486.111040
  iter   26: 486.111040
  iter   27: 486.111040
  iter   28: 486.111040
  iter   29: 486.111040
  iter   30: 486.111040
  iter   31: 481.314101
  iter   32: 481.314101
  iter   33: 481.314101
  iter   34: 481.314101
  iter   35: 481.314101
  iter   36: 481.314101
  iter   37: 481.314101
  iter   38: 481.314101
  iter   39: 481.314101
  iter   40: 481.314101
  iter   41: 481.314101
  iter   42: 481.314101
  iter   43: 481.314101
  iter   44: 481.314101
  iter   45: 481.314101
  iter   46: 481.314101
  iter   47: 481.314101
  iter   48: 480.672212
  iter   49: 480.672212
  iter   50: 480.672212
  iter   51: 480.672212
  iter   52: 480.672212
  iter   53: 480.672212
  iter   54: 480.672212
  iter   55: 480.672212
  iter   56: 480.672212
  iter   57: 480.672212
  iter   58: 480.294897
  iter   59: 480.294897
  iter   60: 480.294897
  iter   61: 480.294897
  iter   62: 480.294897
  iter   63: 478.694991
  iter   64: 478.694991
  iter   65: 478.694991
  iter   66: 478.694991
  iter   67: 478.694991
  iter   68: 478.569706
  iter   69: 478.569706
  iter   70: 478.569706
  iter   71: 478.569706
  iter   72: 478.569706
  iter   73: 478.569706
  iter   74: 478.569706
  iter   75: 478.569706
  iter   76: 478.569706
  iter   77: 478.569706
  iter   78: 478.569706
  iter   79: 478.569706
  iter   80: 478.569706

Best tour:
96 -> 95 -> 56 -> 93 -> 57 -> 90 -> 91 -> 92 -> 89 -> 88 -> 58 -> 83 -> 85 -> 86 -> 87 -> 84 -> 79 -> 82 -> 81 -> 80 -> 59 -> 78 -> 77 -> 74 -> 76 -> 75 -> 73 -> 60 -> 61 -> 69 -> 72 -> 70 -> 71 -> 68 -> 64 -> 67 -> 66 -> 65 -> 62 -> 63 -> 0 -> 3 -> 2 -> 5 -> 1 -> 4 -> 6 -> 8 -> 9 -> 7 -> 11 -> 10 -> 12 -> 15 -> 14 -> 17 -> 13 -> 16 -> 19 -> 22 -> 23 -> 18 -> 20 -> 21 -> 24 -> 27 -> 26 -> 29 -> 25 -> 28 -> 30 -> 33 -> 32 -> 35 -> 31 -> 34 -> 37 -> 40 -> 41 -> 38 -> 36 -> 39 -> 42 -> 45 -> 44 -> 47 -> 46 -> 43 -> 48 -> 51 -> 50 -> 53 -> 52 -> 49 -> 98 -> 100 -> 55 -> 101 -> 103 -> 54 -> 105 -> 106 -> 104 -> 102 -> 99 -> 97 -> 94
