PWA-ACO Hybrid  —  run summary
========================================
Dataset   : pr439
Cities    : 439
Elapsed   : 73.6s

PWA best  : 1405.761163
Hybrid    : 1241.396494
Improvement: +11.692%

ACO convergence history (best per iteration):
  iter    1: 1339.580851
  iter    2: 1333.553261
  iter    3: 1333.553261
  iter    4: 1333.553261
  iter    5: 1333.553261
  iter    6: 1333.553261
  iter    7: 1333.553261
  iter    8: 1333.553261
  iter    9: 1332.226520
  iter   10: 1332.226520
  iter   11: 1329.120156
  iter   12: 1318.145385
  iter   13: 1318.145385
  iter   14: 1318.145385
  iter   15: 1318.145385
  iter   16: 1318.145385
  iter   17: 1318.145385
  iter   18: 1318.145385
  iter   19: 1318.145385
  iter   20: 1318.145385
  iter   21: 1318.145385
  iter   22: 1318.145385
  iter   23: 1318.145385
  iter   24: 1318.145385
  iter   25: 1318.145385
  iter   26: 1318.145385
  iter   27: 1314.712736
  iter   28: 1314.712736
  iter   29: 1314.712736
  iter   30: 1305.524705
  iter   31: 1305.524705
  iter   32: 1305.524705
  iter   33: 1305.524705
  iter   34: 1305.524705
  iter   35: 1305.524705
  iter   36: 1305.524705
  iter   37: 1305.524705
  iter   38: 1305.524705
  iter   39: 1305.524705
  iter   40: 1305.524705
  iter   41: 1299.298918
  iter   42: 1299.298918
  iter   43: 1299.298918
  iter   44: 1299.298918
  iter   45: 1299.298918
  iter   46: 1299.298918
  iter   47: 1299.298918
  iter   48: 1299.298918
  iter   49: 1299.298918
  iter   50: 1299.298918
  iter   51: 1299.298918
  iter   52: 1299.298918
  iter   53: 1299.298918
  iter   54: 1299.298918
  iter   55: 1290.280662
  iter   56: 1290.280662
  iter   57: 1290.280662
  iter   58: 1290.280662
  iter   59: 1290.280662
  iter   60: 1290.280662
  iter   61: 1290.280662
  iter   62: 1290.280662
  iter   63: 1290.280662
  iter   64: 1290.280662
  iter   65: 1290.280662
  iter   66: 1290.280662
  iter   67: 1290.280662
  iter   68: 1290.280662
  iter   69: 1290.280662
  iter   70: 1290.280662
  iter   71: 1290.280662
  iter   72: 1290.280662
  iter   73: 1290.280662
  iter   74: 1290.280662
  iter   75: 1290.280662
  iter   76: 1290.280662
  iter   77: 1290.280662
  iter   78: 1290.280662
  iter   79: 1290.280662
  iter   80: 1290.280662

Best tour:
