PWA-ACO Hybrid  —  run summary
========================================
Dataset   : pr107
Cities    : 107
Elapsed   : 1.9s

PWA best  : 511.499617
Hybrid    : 476.240288
Improvement: +6.893%

ACO convergence history (best per iteration):
  iter    1: 485.795755
  iter    2: 485.795755
  iter    3: 485.795755
  iter    4: 485.795755
  iter    5: 485.795755
  iter    6: 485.795755
  iter    7: 485.795755
  iter    8: 485.795755
  iter    9: 485.795755
  iter   10: 484.520697
  iter   11: 479.446056
  iter   12: 479.446056
  iter   13: 479.446056
  iter   14: 479.446056
  iter   15: 479.446056
  iter   16: 479.446056
  iter   17: 479.446056
  iter   18: 479.446056
  iter   19: 479.446056
  iter   20: 479.446056
  iter   21: 479.446056
  iter   22: 479.446056
  iter   23: 479.446056
  iter   24: 479.446056
  iter   25: 479.446056
  iter   26: 479.446056
  iter   27: 479.446056
  iter   28: 479.446056
  iter   29: 479.446056
  iter   30: 479.446056
  iter   31: 479.446056
  iter   32: 479.446056
  iter   33: 479.446056
  iter   34: 479.446056
  iter   35: 479.446056
  iter   36: 477.357351
  iter   37: 477.357351
  iter   38: 477.357351
  iter   39: 477.357351
  iter   40: 477.357351
  iter   41: 477.357351
  iter   42: 477.357351
  iter   43: 477.357351
  iter   44: 477.357351
  iter   45: 477.357351
  iter   46: 477.357351
  iter   47: 477.357351
  iter   48: 477.357351
  iter   49: 477.357351
  iter   50: 477.357351
  iter   51: 477.357351
  iter   52: 477.357351
  iter   53: 477.357351
  iter   54: 477.357351
  iter   55: 477.357351
  iter   56: 477.357351
  iter   57: 477.357351
  iter   58: 477.357351
  iter   59: 477.357351
  iter   60: 477.357351
  iter   61: 477.357351
  iter   62: 477.357351
  iter   63: 477.357351
  iter   64: 477.357351
  iter   65: 477.357351
  iter   66: 477.357351
  iter   67: 477.357351
  iter   68: 477.357351
  iter   69: 477.357351
  iter   70: 477.357351
  iter   71: 477.357351
  iter   72: 477.357351
  iter   73: 477.357351
  iter   74: 477.357351
  iter   75: 477.357351
  iter   76: 477.357351
  iter   77: 477.357351
  iter   78: 477.357351
  iter   79: 477.357351
  iter   80: 477.357351

Best tour:
11 -> 10 -> 9 -> 6 -> 8 -> 13 -> 16 -> 17 -> 14 -> 12 -> 15 -> 21 -> 18 -> 19 -> 22 -> 23 -> 20 -> 24 -> 27 -> 26 -> 29 -> 25 -> 28 -> 31 -> 34 -> 35 -> 33 -> 30 -> 32 -> 36 -> 39 -> 38 -> 41 -> 37 -> 40 -> 43 -> 46 -> 47 -> 44 -> 42 -> 45 -> 48 -> 51 -> 50 -> 53 -> 52 -> 49 -> 98 -> 100 -> 55 -> 103 -> 54 -> 105 -> 106 -> 104 -> 101 -> 102 -> 99 -> 97 -> 94 -> 96 -> 95 -> 56 -> 93 -> 57 -> 90 -> 88 -> 91 -> 92 -> 89 -> 86 -> 87 -> 84 -> 83 -> 58 -> 85 -> 59 -> 80 -> 81 -> 82 -> 79 -> 78 -> 60 -> 73 -> 75 -> 76 -> 77 -> 74 -> 70 -> 71 -> 68 -> 64 -> 67 -> 66 -> 65 -> 63 -> 62 -> 69 -> 72 -> 61 -> 4 -> 1 -> 5 -> 2 -> 0 -> 3 -> 7
