raw_id,raw_name,stratum,active_points,true_marking,predicted_marking,marking_tp,marking_fp,marking_fn,marking_iou,marking_precision,marking_recall,marking_f1,predicted_true_marking_ratio,road_to_marking,marking_to_road,other_to_marking
8,lane_line_marking,all,593056,593056,450367,450367,0,142689,0.7594004613392327,1.0,0.7594004613392327,0.8632491329019966,0.7594004613392327,0,139741,0
8,lane_line_marking,rgb_invalid,81857,81857,50513,50513,0,31344,0.6170883369779004,1.0,0.6170883369779004,0.7632091863715343,0.6170883369779004,0,31191,0
8,lane_line_marking,rgb_valid,511199,511199,399854,399854,0,111345,0.7821885410573964,1.0,0.7821885410573964,0.8777842781923774,0.7821885410573964,0,108550,0
9,stop_line_marking,all,5816,5816,4527,4527,0,1289,0.7783700137551581,1.0,0.7783700137551581,0.8753746495214154,0.7783700137551581,0,1219,0
9,stop_line_marking,rgb_invalid,3081,3081,2185,2185,0,896,0.709185329438494,1.0,0.709185329438494,0.8298518799848082,0.709185329438494,0,883,0
9,stop_line_marking,rgb_valid,2735,2735,2342,2342,0,393,0.8563071297989031,1.0,0.8563071297989031,0.9225920819381525,0.8563071297989031,0,336,0
10,other_road_marking,all,552066,552066,410349,410349,0,141717,0.7432969970981731,1.0,0.7432969970981731,0.8527485544177927,0.7432969970981731,0,134589,0
10,other_road_marking,rgb_invalid,164035,164035,116338,116338,0,47697,0.7092266894260372,1.0,0.7092266894260372,0.8298801953112461,0.7092266894260372,0,45312,0
10,other_road_marking,rgb_valid,388031,388031,294011,294011,0,94020,0.7576997714100162,1.0,0.7576997714100162,0.8621492518056073,0.7576997714100162,0,89277,0
