seq_id,active_points,true_marking,predicted_marking,marking_tp,marking_fp,marking_fn,marking_iou,marking_precision,marking_recall,marking_f1,predicted_true_marking_ratio,road_to_marking,marking_to_road,other_to_marking
013,7824213,138355,150337,91254,59083,47101,0.4621906623851538,0.6069962816871429,0.6595641646489104,0.6321893228769762,1.0866033030971052,55124,45795,3959
034,7861171,2363,5641,1881,3760,482,0.30720235178833905,0.3334515156887077,0.796022005924672,0.4700149925037481,2.3872196360558613,3287,205,473
037,7858884,227223,229632,168939,60693,58284,0.5867648897595132,0.7356945025083612,0.7434942765477086,0.7395738253931773,1.0106019197000304,59991,58133,702
038,7795979,9746,8941,5987,2954,3759,0.47141732283464566,0.669611900234873,0.6143033039195568,0.6407663081286455,0.9174020110814693,2012,3638,942
054,7859842,294306,316136,231854,84282,62452,0.6124177205827971,0.7333995495609484,0.7877990934605479,0.7596266311951012,1.074174498651064,80817,60404,3465
106,7855393,40657,46738,35978,10760,4679,0.6997296613960363,0.7697804784115709,0.8849152667437342,0.8233422964700498,1.1495683400152494,10206,4411,554
116,7843701,135867,100640,75050,25590,60817,0.46482964504481067,0.7457273449920508,0.5523784289047378,0.6346535197689709,0.7407243848763865,25199,56602,391
123,7853739,194671,322270,155435,166835,39236,0.4299652011308249,0.48231296738759427,0.7984496920445264,0.6013645657821686,1.655459724355451,166519,37897,316
124,7856683,107750,188418,98865,89553,8885,0.5010820920107651,0.5247110148711907,0.9175406032482598,0.6676278328516247,1.7486589327146171,86591,8464,2962
