group,intensity_count,intensity_mean,intensity_p25,intensity_median,intensity_p75,rgb_valid_count,rgb_valid_mean,rgb_valid_p25,rgb_valid_median,rgb_valid_p75,red_count,red_mean,red_p25,red_median,red_p75,green_count,green_mean,green_p25,green_median,green_p75,blue_count,blue_mean,blue_p25,blue_median,blue_p75,range_count,range_mean,range_p25,range_median,range_p75
marking_tp,865243,39.27495482727226,30.0,35.0,47.0,865243,0.8048096507770104,1.0,1.0,1.0,865243,0.3975147273472846,0.23967181146144867,0.42374807596206665,0.5621017217636108,865243,0.3933466641694847,0.25172705948352814,0.4014546275138855,0.5576267838478088,865243,0.3731853661486949,0.26419541239738464,0.362305223941803,0.5309837460517883,865243,18.555184425818524,12.375794887542725,16.237430572509766,22.023496627807617
marking_to_road,275549,25.870471102905782,19.0,28.0,32.0,275549,0.7192779989534039,0.0,1.0,1.0,275549,0.3017797868380951,0.0,0.278899222612381,0.5231279730796814,275549,0.30821784598752566,0.0,0.2998347878456116,0.5266746282577515,275549,0.3134313625238651,0.0,0.33351272344589233,0.5170878171920776,275549,21.511971998907093,12.831962585449219,18.09095001220703,26.625041961669922
marking_to_other,10146,21.534913586132067,4.0,26.0,32.0,10146,0.7487187068795584,0.0,1.0,1.0,10146,0.3557014975123285,0.0,0.39513614773750305,0.5615050792694092,10146,0.35792130236410186,0.0,0.3964785933494568,0.5648831129074097,10146,0.3584879109143576,0.0,0.3996242582798004,0.5596804022789001,10146,42.15419619872493,18.72002601623535,33.94612693786621,59.458048820495605
road_tp,27471463,27.949568670769494,26.0,29.0,33.0,27471463,0.9081656930082509,1.0,1.0,1.0,27471463,0.38436132079861735,0.27797895669937134,0.3781639337539673,0.5405443906784058,27471463,0.393171754452753,0.2934618592262268,0.38699984550476074,0.5463741421699524,27471463,0.402761123612613,0.3269254267215729,0.41230905055999756,0.5381897687911987,27471463,17.150999258618757,11.54649543762207,15.011640548706055,20.336050033569336
road_to_marking,489746,32.34759836706153,28.0,30.5,35.0,489746,0.8416711587926973,1.0,1.0,1.0,489746,0.43873382606772576,0.2725493088364601,0.4986048936843872,0.6016124784946442,489746,0.4316480581202526,0.28727319836616516,0.49613988399505615,0.5958109796047211,489746,0.40198311489375504,0.2898796945810318,0.4547896981239319,0.5567610710859299,489746,18.58575730195407,12.911816596984863,16.185171127319336,21.5458927154541
other_tp,40752749,20.054262485070154,8.0,21.0,28.0,40752749,0.7575334266557738,1.0,1.0,1.0,40752749,0.23913938142363073,0.09254482388496399,0.22999784350395203,0.3293865919113159,40752749,0.2460503265729161,0.09810242056846619,0.24041500687599182,0.34290701150894165,40752749,0.24710645803601453,0.09643057733774185,0.23911303281784058,0.3506280183792114,40752749,28.769616239329796,17.504446029663086,24.365982055664062,34.683902740478516
other_to_marking,13764,30.06352025040081,28.0,31.0,36.0,13764,0.7672793761510657,1.0,1.0,1.0,13764,0.2889866149199131,0.18374519050121307,0.29019609093666077,0.3965931534767151,13764,0.28069403833571355,0.18211233615875244,0.29645004868507385,0.3856809586286545,13764,0.27280260970542924,0.1789189726114273,0.305718794465065,0.3584063947200775,13764,26.384808761787358,13.82857894897461,17.810667037963867,25.034488201141357
