PWA-ACO Hybrid  —  run summary
========================================
Dataset   : pr107
Cities    : 107
Elapsed   : 2.2s

PWA best  : 511.499617
Hybrid    : 476.389045
Improvement: +6.864%

ACO convergence history (best per iteration):
  iter    1: 502.221515
  iter    2: 497.373893
  iter    3: 490.140531
  iter    4: 490.140531
  iter    5: 489.881562
  iter    6: 489.881562
  iter    7: 489.881562
  iter    8: 489.881562
  iter    9: 489.881562
  iter   10: 489.881562
  iter   11: 489.881562
  iter   12: 489.881562
  iter   13: 485.072678
  iter   14: 485.072678
  iter   15: 485.072678
  iter   16: 485.072678
  iter   17: 485.072678
  iter   18: 485.072678
  iter   19: 485.072678
  iter   20: 485.072678
  iter   21: 485.072678
  iter   22: 485.072678
  iter   23: 485.072678
  iter   24: 485.072678
  iter   25: 484.935150
  iter   26: 484.935150
  iter   27: 484.935150
  iter   28: 484.935150
  iter   29: 484.935150
  iter   30: 484.935150
  iter   31: 484.935150
  iter   32: 484.935150
  iter   33: 484.935150
  iter   34: 484.935150
  iter   35: 481.989898
  iter   36: 481.989898
  iter   37: 481.989898
  iter   38: 481.989898
  iter   39: 481.989898
  iter   40: 481.989898
  iter   41: 481.989898
  iter   42: 481.989898
  iter   43: 476.595713
  iter   44: 476.595713
  iter   45: 476.595713
  iter   46: 476.595713
  iter   47: 476.595713
  iter   48: 476.595713
  iter   49: 476.595713
  iter   50: 476.595713
  iter   51: 476.595713
  iter   52: 476.595713
  iter   53: 476.595713
  iter   54: 476.595713
  iter   55: 476.595713
  iter   56: 476.595713
  iter   57: 476.595713
  iter   58: 476.595713
  iter   59: 476.595713
  iter   60: 476.595713
  iter   61: 476.595713
  iter   62: 476.595713
  iter   63: 476.595713
  iter   64: 476.595713
  iter   65: 476.595713
  iter   66: 476.595713
  iter   67: 476.595713
  iter   68: 476.595713
  iter   69: 476.595713
  iter   70: 476.595713
  iter   71: 476.595713
  iter   72: 476.595713
  iter   73: 476.595713
  iter   74: 476.595713
  iter   75: 476.595713
  iter   76: 476.595713
  iter   77: 476.595713
  iter   78: 476.595713
  iter   79: 476.595713
  iter   80: 476.595713

Best tour:
97 -> 99 -> 102 -> 104 -> 106 -> 105 -> 54 -> 103 -> 101 -> 55 -> 100 -> 98 -> 49 -> 52 -> 53 -> 50 -> 51 -> 48 -> 45 -> 42 -> 44 -> 47 -> 46 -> 43 -> 39 -> 36 -> 38 -> 41 -> 40 -> 37 -> 34 -> 31 -> 35 -> 32 -> 33 -> 30 -> 27 -> 26 -> 24 -> 29 -> 28 -> 25 -> 22 -> 19 -> 18 -> 23 -> 20 -> 21 -> 15 -> 12 -> 14 -> 17 -> 16 -> 13 -> 8 -> 9 -> 7 -> 10 -> 11 -> 3 -> 0 -> 2 -> 5 -> 1 -> 4 -> 6 -> 62 -> 65 -> 63 -> 64 -> 67 -> 66 -> 69 -> 61 -> 72 -> 70 -> 68 -> 71 -> 74 -> 77 -> 76 -> 75 -> 73 -> 60 -> 78 -> 59 -> 80 -> 81 -> 82 -> 79 -> 84 -> 87 -> 86 -> 85 -> 83 -> 58 -> 88 -> 89 -> 92 -> 91 -> 90 -> 57 -> 93 -> 56 -> 95 -> 96 -> 94
