PWA-ACO Hybrid  —  run summary
========================================
Dataset   : pr76
Cities    : 76
Elapsed   : 1.4s

PWA best  : 1412.328903
Hybrid    : 1190.131245
Improvement: +15.733%

ACO convergence history (best per iteration):
  iter    1: 1260.424156
  iter    2: 1246.557886
  iter    3: 1223.167391
  iter    4: 1223.167391
  iter    5: 1223.167391
  iter    6: 1223.167391
  iter    7: 1223.167391
  iter    8: 1190.131245
  iter    9: 1190.131245
  iter   10: 1190.131245
  iter   11: 1190.131245
  iter   12: 1190.131245
  iter   13: 1190.131245
  iter   14: 1190.131245
  iter   15: 1190.131245
  iter   16: 1190.131245
  iter   17: 1190.131245
  iter   18: 1190.131245
  iter   19: 1190.131245
  iter   20: 1190.131245
  iter   21: 1190.131245
  iter   22: 1190.131245
  iter   23: 1190.131245
  iter   24: 1190.131245
  iter   25: 1190.131245
  iter   26: 1190.131245
  iter   27: 1190.131245
  iter   28: 1190.131245
  iter   29: 1190.131245
  iter   30: 1190.131245
  iter   31: 1190.131245
  iter   32: 1190.131245
  iter   33: 1190.131245
  iter   34: 1190.131245
  iter   35: 1190.131245
  iter   36: 1190.131245
  iter   37: 1190.131245
  iter   38: 1190.131245
  iter   39: 1190.131245
  iter   40: 1190.131245
  iter   41: 1190.131245
  iter   42: 1190.131245
  iter   43: 1190.131245
  iter   44: 1190.131245
  iter   45: 1190.131245
  iter   46: 1190.131245
  iter   47: 1190.131245
  iter   48: 1190.131245
  iter   49: 1190.131245
  iter   50: 1190.131245
  iter   51: 1190.131245
  iter   52: 1190.131245
  iter   53: 1190.131245
  iter   54: 1190.131245
  iter   55: 1190.131245
  iter   56: 1190.131245
  iter   57: 1190.131245
  iter   58: 1190.131245
  iter   59: 1190.131245
  iter   60: 1190.131245
  iter   61: 1190.131245
  iter   62: 1190.131245
  iter   63: 1190.131245
  iter   64: 1190.131245
  iter   65: 1190.131245
  iter   66: 1190.131245
  iter   67: 1190.131245
  iter   68: 1190.131245
  iter   69: 1190.131245
  iter   70: 1190.131245
  iter   71: 1190.131245
  iter   72: 1190.131245
  iter   73: 1190.131245
  iter   74: 1190.131245
  iter   75: 1190.131245
  iter   76: 1190.131245
  iter   77: 1190.131245
  iter   78: 1190.131245
  iter   79: 1190.131245
  iter   80: 1190.131245

Best tour:
38 -> 37 -> 15 -> 14 -> 73 -> 13 -> 12 -> 11 -> 10 -> 16 -> 17 -> 36 -> 35 -> 34 -> 33 -> 31 -> 32 -> 27 -> 26 -> 25 -> 28 -> 29 -> 30 -> 18 -> 19 -> 9 -> 8 -> 7 -> 6 -> 5 -> 4 -> 3 -> 2 -> 1 -> 74 -> 75 -> 0 -> 22 -> 21 -> 20 -> 24 -> 23 -> 45 -> 44 -> 43 -> 47 -> 46 -> 68 -> 69 -> 67 -> 66 -> 49 -> 48 -> 52 -> 53 -> 41 -> 42 -> 54 -> 55 -> 51 -> 50 -> 65 -> 64 -> 70 -> 71 -> 72 -> 63 -> 62 -> 56 -> 57 -> 61 -> 60 -> 58 -> 59 -> 40 -> 39
