PWA-ACO Hybrid  —  run summary
========================================
Dataset   : pr107
Cities    : 107
Elapsed   : 2.0s

PWA best  : 511.499617
Hybrid    : 473.989108
Improvement: +7.333%

ACO convergence history (best per iteration):
  iter    1: 504.993244
  iter    2: 481.243435
  iter    3: 481.243435
  iter    4: 481.243435
  iter    5: 481.243435
  iter    6: 481.243435
  iter    7: 481.243435
  iter    8: 481.243435
  iter    9: 481.243435
  iter   10: 481.243435
  iter   11: 481.243435
  iter   12: 481.243435
  iter   13: 481.243435
  iter   14: 481.243435
  iter   15: 481.243435
  iter   16: 481.243435
  iter   17: 481.243435
  iter   18: 481.243435
  iter   19: 481.243435
  iter   20: 481.243435
  iter   21: 481.243435
  iter   22: 481.243435
  iter   23: 481.243435
  iter   24: 481.243435
  iter   25: 481.243435
  iter   26: 481.243435
  iter   27: 481.243435
  iter   28: 481.243435
  iter   29: 481.243435
  iter   30: 481.243435
  iter   31: 481.243435
  iter   32: 481.243435
  iter   33: 481.243435
  iter   34: 481.243435
  iter   35: 481.243435
  iter   36: 481.243435
  iter   37: 481.243435
  iter   38: 481.243435
  iter   39: 481.243435
  iter   40: 481.243435
  iter   41: 481.243435
  iter   42: 481.243435
  iter   43: 481.243435
  iter   44: 481.243435
  iter   45: 481.243435
  iter   46: 481.243435
  iter   47: 481.243435
  iter   48: 481.243435
  iter   49: 481.243435
  iter   50: 481.243435
  iter   51: 481.243435
  iter   52: 481.243435
  iter   53: 481.243435
  iter   54: 481.243435
  iter   55: 481.243435
  iter   56: 481.243435
  iter   57: 481.243435
  iter   58: 481.243435
  iter   59: 481.243435
  iter   60: 481.243435
  iter   61: 481.243435
  iter   62: 481.243435
  iter   63: 481.243435
  iter   64: 481.243435
  iter   65: 481.243435
  iter   66: 481.243435
  iter   67: 481.243435
  iter   68: 476.787503
  iter   69: 476.787503
  iter   70: 476.787503
  iter   71: 476.787503
  iter   72: 476.787503
  iter   73: 476.787503
  iter   74: 476.787503
  iter   75: 476.787503
  iter   76: 476.787503
  iter   77: 476.787503
  iter   78: 476.110470
  iter   79: 476.110470
  iter   80: 476.110470

Best tour:
2 -> 3 -> 0 -> 1 -> 4 -> 5 -> 6 -> 62 -> 63 -> 65 -> 66 -> 67 -> 64 -> 68 -> 71 -> 70 -> 72 -> 69 -> 61 -> 74 -> 77 -> 76 -> 75 -> 73 -> 60 -> 78 -> 59 -> 80 -> 81 -> 82 -> 79 -> 84 -> 83 -> 58 -> 85 -> 86 -> 87 -> 89 -> 92 -> 91 -> 88 -> 90 -> 57 -> 93 -> 56 -> 95 -> 96 -> 94 -> 97 -> 99 -> 102 -> 101 -> 104 -> 106 -> 105 -> 54 -> 103 -> 55 -> 100 -> 98 -> 49 -> 52 -> 53 -> 50 -> 51 -> 48 -> 45 -> 42 -> 44 -> 47 -> 46 -> 43 -> 40 -> 37 -> 41 -> 38 -> 39 -> 36 -> 32 -> 30 -> 33 -> 35 -> 34 -> 31 -> 28 -> 25 -> 29 -> 26 -> 27 -> 24 -> 21 -> 20 -> 23 -> 22 -> 19 -> 18 -> 15 -> 12 -> 14 -> 17 -> 16 -> 13 -> 8 -> 9 -> 10 -> 11 -> 7
