seed,hybrid_cost,pwa_cost,improvement_pct,elapsed_seconds,peak_memory_mb,peak_cpu_pct,n_ants,n_iters,error
42,79.91829769423111,91.94753366504862,13.082717383848763,193.175,9063.95,600.5,20,80,
43,80.63056561503875,91.94753366504862,12.308071352121233,191.444,9072.76,636.7,20,80,
44,79.84971418972464,91.94753366504862,13.157307208907385,192.953,9059.45,580.9,20,80,
45,81.07412315198039,91.94753366504862,11.825668486855207,188.101,9057.23,622.9,20,80,
46,79.33394653068105,91.94753366504862,13.718244124216561,190.188,9083.24,610.9,20,80,
47,80.66634857967026,91.94753366504862,12.26915463167731,189.623,9063.08,616.8,20,80,
48,80.72761175109034,91.94753366504862,12.20252623069893,189.419,9059.23,618.7,20,80,
49,80.43005592640817,91.94753366504862,12.526141027987691,189.692,9083.55,612.8,20,80,
50,79.9854190968026,91.94753366504862,13.009717706863405,190.158,9066.09,596.8,20,80,
51,80.4066171167537,91.94753366504862,12.55163253245791,190.862,9054.14,586.9,20,80,
52,81.26584872252944,91.94753366504862,11.617152213599327,189.77,9059.39,610.8,20,80,
53,79.98359407084932,91.94753366504862,13.011702562661636,190.488,9039.04,604.8,20,80,
54,80.29712035884029,91.94753366504862,12.67071866076265,189.243,9026.87,582.9,20,80,
55,80.60226341049416,91.94753366504862,12.338852171808783,188.842,9057.66,584.9,20,80,
56,79.19616342178273,91.94753366504862,13.868093830245916,189.416,9067.29,616.9,20,80,
57,79.48446081452204,91.94753366504862,13.554548288296381,191.66,9057.85,638.8,20,80,
58,79.87455042242703,91.94753366504862,13.130295899617813,191.985,9052.94,626.8,20,80,
59,80.30605537398992,91.94753366504862,12.661001146008877,187.915,8953.03,598.9,20,80,
60,80.20030656199233,91.94753366504862,12.776011095468546,191.271,9071.89,632.8,20,80,
61,79.57678420707893,91.94753366504862,13.454139512903652,191.529,9057.9,620.8,20,80,
62,80.53375271192398,91.94753366504862,12.413362814823694,193.323,9052.08,578.9,20,80,
63,79.64245890258039,91.94753366504862,13.382713240894335,190.524,9067.9,578.9,20,80,
64,80.00286276165154,91.94753366504862,12.990746382507403,189.852,9054.55,618.8,20,80,
65,80.15930437209703,91.94753366504862,12.820604123971815,190.46,9042.73,478.9,20,80,
66,79.90087761845669,91.94753366504862,13.101663053275725,195.611,9067.66,608.8,20,80,
67,80.48985057966897,91.94753366504862,12.461109753218956,190.598,9081.03,622.7,20,80,
68,80.12584455636956,91.94753366504862,12.856994241676723,188.265,9080.5,614.8,20,80,
69,80.27648072397453,91.94753366504862,12.693165847808412,190.611,9001.11,612.8,20,80,
70,80.76898479617529,91.94753366504862,12.157529868713118,190.079,9037.01,584.9,20,80,
71,80.1459991431034,91.94753366504862,12.835074581702743,190.447,9012.92,630.8,20,80,
