epoch,train_ce_loss,train_lovasz_loss,train_total_loss,val_ce_loss,val_lovasz_loss,val_total_loss
72,0.06776338186664989,0.15716404487190222,0.14634540432116724,0.11372452071065911,0.18359837065088666,0.20552370646295862
73,0.06780831049144236,0.15722442373005144,0.14642052247554288,0.11498404711277949,0.17921618779396845,0.20459214063335418
74,0.06856516089916614,0.1582306557292809,0.1476804886832191,0.1130483299998256,0.18596640951776255,0.2060315340770305
75,0.06809820756456686,0.15732748352416695,0.14676194941516613,0.1136498839646164,0.1837483452490738,0.20552405687307732
76,0.06830919307359526,0.1582659525246809,0.14744216937367033,0.11440294519998133,0.18071561582878026,0.20476075322367251
77,0.06787010248638048,0.15718430975243322,0.1464622573302818,0.11753843698340158,0.18196007253912588,0.20851847316759328
78,0.06833789290816138,0.15805468742488804,0.1473652366677235,0.11251759908239668,0.1847334805384485,0.20488433954047247
79,0.06832216026377864,0.1563413652035424,0.1464928427582671,0.11372174058859753,0.1831561681232415,0.2052998248190205
80,0.06857018941744424,0.15717520545726513,0.14715779222395464,0.11330681915731272,0.17727673516686385,0.20194518726008634
81,0.06785757635220291,0.15767992903269698,0.1466975407755195,0.11187507560890582,0.18333137467400068,0.2035407627001405
82,0.0683956246042287,0.1579986798229772,0.14739496461376708,0.11131820792668602,0.18343544435661494,0.20303592967490355
83,0.06826312665472305,0.1585210710922497,0.14752366225524197,0.11201551454271086,0.1823462929848271,0.20318866130999394
84,0.06790857478988292,0.15768148721063285,0.14674931832484836,0.11370324575109407,0.1825827357566191,0.20499461331508226
85,0.0681496407702196,0.1574412855697025,0.1468702835188416,0.11374169502329702,0.18605568745018294,0.20676953829824923
86,0.06795981949584655,0.15753865494665786,0.1467291469583368,0.1124426801650164,0.18218368453284103,0.20353452231890212
87,0.06763002314556647,0.15759137444005444,0.14642571042661137,0.11208631072917746,0.17833455050519356,0.20125358637370583
88,0.0681156386629325,0.1574749375394433,0.14685310746326335,0.11209401069855732,0.18324553363749552,0.2037167780722181
89,0.06820235010848685,0.15689580492928207,0.14665025244808177,0.11288162670486296,0.18100770838791505,0.20338548035878273
90,0.06855347390057809,0.15848282155066987,0.14779488473512425,0.11175402285557033,0.1791254782001488,0.2013167617169933
91,0.06844955344899188,0.15842468129944634,0.14766189400648602,0.11354527112303509,0.17866167332200955,0.20287610727051894
92,0.06816051724378887,0.15748993812213202,0.1469054862806686,0.11299000514490116,0.18222222513157046,0.2041011176848163
93,0.06806299941582156,0.15712105611254912,0.14662352748323584,0.11580967497106434,0.18377363448445166,0.20769649140485044
94,0.06808218300475033,0.15800576600535163,0.14708506612283787,0.11183304606755781,0.18012118290644138,0.20189363734227503
95,0.0678639696931049,0.15755242439055142,0.14664018177246707,0.11426755729027921,0.18204421078294722,0.20528966343651214
96,0.06846188028314922,0.15673284817242128,0.14682830439976835,0.11434748593278023,0.18421714082230917,0.20645605652049806
97,0.06808248417299434,0.15798351475687955,0.14707424156046633,0.11006889977983923,0.1810953282052651,0.20061656407908432
98,0.06804121854285516,0.1571612033182113,0.14662182028606086,0.11309717063559219,0.1800161110353656,0.20310522611770365
99,0.06782797950024894,0.1574679421961452,0.1465619506232103,0.11604587009124871,0.18106811466730302,0.2065799279914548
100,0.0680126911683554,0.15663099457822932,0.14632818844944143,0.11119837903340037,0.17803622261595187,0.2002164906796275
