PWA-ACO Hybrid  —  run summary
========================================
Dataset   : pr439
Cities    : 439
Elapsed   : 73.5s

PWA best  : 1405.761163
Hybrid    : 1255.577440
Improvement: +10.683%

ACO convergence history (best per iteration):
  iter    1: 1351.144999
  iter    2: 1302.415433
  iter    3: 1302.415433
  iter    4: 1302.415433
  iter    5: 1302.415433
  iter    6: 1302.415433
  iter    7: 1302.415433
  iter    8: 1302.415433
  iter    9: 1302.415433
  iter   10: 1302.415433
  iter   11: 1302.415433
  iter   12: 1287.983631
  iter   13: 1287.983631
  iter   14: 1287.983631
  iter   15: 1287.983631
  iter   16: 1287.983631
  iter   17: 1287.983631
  iter   18: 1287.983631
  iter   19: 1287.983631
  iter   20: 1287.983631
  iter   21: 1287.983631
  iter   22: 1287.983631
  iter   23: 1287.983631
  iter   24: 1287.983631
  iter   25: 1287.983631
  iter   26: 1287.983631
  iter   27: 1287.983631
  iter   28: 1287.983631
  iter   29: 1287.983631
  iter   30: 1287.983631
  iter   31: 1287.983631
  iter   32: 1287.983631
  iter   33: 1287.983631
  iter   34: 1287.983631
  iter   35: 1287.983631
  iter   36: 1287.983631
  iter   37: 1287.983631
  iter   38: 1287.983631
  iter   39: 1287.983631
  iter   40: 1287.983631
  iter   41: 1287.983631
  iter   42: 1287.983631
  iter   43: 1287.983631
  iter   44: 1287.983631
  iter   45: 1287.983631
  iter   46: 1287.983631
  iter   47: 1287.983631
  iter   48: 1287.983631
  iter   49: 1287.983631
  iter   50: 1287.983631
  iter   51: 1287.983631
  iter   52: 1287.983631
  iter   53: 1287.983631
  iter   54: 1287.983631
  iter   55: 1287.983631
  iter   56: 1287.983631
  iter   57: 1287.983631
  iter   58: 1287.983631
  iter   59: 1287.983631
  iter   60: 1287.983631
  iter   61: 1287.983631
  iter   62: 1287.983631
  iter   63: 1287.983631
  iter   64: 1287.983631
  iter   65: 1287.983631
  iter   66: 1287.983631
  iter   67: 1287.983631
  iter   68: 1287.983631
  iter   69: 1287.983631
  iter   70: 1287.983631
  iter   71: 1287.983631
  iter   72: 1287.983631
  iter   73: 1287.983631
  iter   74: 1287.983631
  iter   75: 1287.983631
  iter   76: 1287.983631
  iter   77: 1287.983631
  iter   78: 1287.983631
  iter   79: 1287.983631
  iter   80: 1287.983631

Best tour:
