PWA-ACO Hybrid  —  run summary
========================================
Dataset   : pr76
Cities    : 76
Elapsed   : 1.4s

PWA best  : 1412.328903
Hybrid    : 1192.523640
Improvement: +15.563%

ACO convergence history (best per iteration):
  iter    1: 1249.923271
  iter    2: 1212.464993
  iter    3: 1212.464993
  iter    4: 1196.192505
  iter    5: 1196.192505
  iter    6: 1196.192505
  iter    7: 1196.192505
  iter    8: 1196.192505
  iter    9: 1196.192505
  iter   10: 1196.192505
  iter   11: 1196.192505
  iter   12: 1196.192505
  iter   13: 1196.192505
  iter   14: 1196.192505
  iter   15: 1196.192505
  iter   16: 1196.192505
  iter   17: 1196.192505
  iter   18: 1196.192505
  iter   19: 1196.192505
  iter   20: 1196.192505
  iter   21: 1196.192505
  iter   22: 1196.192505
  iter   23: 1196.192505
  iter   24: 1196.192505
  iter   25: 1196.192505
  iter   26: 1196.192505
  iter   27: 1196.192505
  iter   28: 1196.192505
  iter   29: 1196.192505
  iter   30: 1196.192505
  iter   31: 1196.192505
  iter   32: 1196.192505
  iter   33: 1196.192505
  iter   34: 1196.192505
  iter   35: 1196.192505
  iter   36: 1196.192505
  iter   37: 1196.192505
  iter   38: 1196.192505
  iter   39: 1196.192505
  iter   40: 1196.192505
  iter   41: 1196.192505
  iter   42: 1196.192505
  iter   43: 1196.192505
  iter   44: 1196.192505
  iter   45: 1196.192505
  iter   46: 1196.192505
  iter   47: 1196.192505
  iter   48: 1196.192505
  iter   49: 1196.192505
  iter   50: 1195.152660
  iter   51: 1195.152660
  iter   52: 1193.107042
  iter   53: 1193.107042
  iter   54: 1193.107042
  iter   55: 1193.107042
  iter   56: 1193.107042
  iter   57: 1193.107042
  iter   58: 1193.107042
  iter   59: 1193.107042
  iter   60: 1193.107042
  iter   61: 1193.107042
  iter   62: 1193.107042
  iter   63: 1193.107042
  iter   64: 1193.107042
  iter   65: 1193.107042
  iter   66: 1193.107042
  iter   67: 1193.107042
  iter   68: 1193.107042
  iter   69: 1193.107042
  iter   70: 1193.107042
  iter   71: 1193.107042
  iter   72: 1193.107042
  iter   73: 1193.107042
  iter   74: 1193.107042
  iter   75: 1193.107042
  iter   76: 1193.107042
  iter   77: 1193.107042
  iter   78: 1193.107042
  iter   79: 1193.107042
  iter   80: 1193.107042

Best tour:
14 -> 12 -> 13 -> 73 -> 7 -> 6 -> 5 -> 8 -> 9 -> 4 -> 3 -> 2 -> 1 -> 74 -> 75 -> 0 -> 22 -> 21 -> 20 -> 24 -> 23 -> 45 -> 44 -> 43 -> 47 -> 46 -> 68 -> 69 -> 67 -> 66 -> 48 -> 49 -> 50 -> 65 -> 64 -> 70 -> 71 -> 72 -> 63 -> 62 -> 61 -> 60 -> 58 -> 57 -> 56 -> 54 -> 55 -> 51 -> 52 -> 53 -> 41 -> 42 -> 26 -> 25 -> 30 -> 18 -> 19 -> 29 -> 28 -> 27 -> 32 -> 31 -> 33 -> 39 -> 40 -> 59 -> 38 -> 37 -> 34 -> 35 -> 36 -> 17 -> 16 -> 10 -> 11 -> 15
