PWA-ACO Hybrid  —  run summary
========================================
Dataset   : pr107
Cities    : 107
Elapsed   : 1.9s

PWA best  : 511.499617
Hybrid    : 472.612401
Improvement: +7.603%

ACO convergence history (best per iteration):
  iter    1: 494.747322
  iter    2: 494.747322
  iter    3: 493.287728
  iter    4: 493.287728
  iter    5: 493.287728
  iter    6: 493.287728
  iter    7: 493.287728
  iter    8: 489.036852
  iter    9: 489.036852
  iter   10: 481.809740
  iter   11: 481.809740
  iter   12: 481.809740
  iter   13: 481.809740
  iter   14: 481.809740
  iter   15: 481.809740
  iter   16: 481.809740
  iter   17: 481.809740
  iter   18: 481.809740
  iter   19: 481.809740
  iter   20: 481.809740
  iter   21: 481.809740
  iter   22: 481.809740
  iter   23: 481.809740
  iter   24: 481.809740
  iter   25: 481.809740
  iter   26: 481.809740
  iter   27: 481.809740
  iter   28: 480.332378
  iter   29: 480.332378
  iter   30: 480.332378
  iter   31: 480.332378
  iter   32: 480.332378
  iter   33: 480.332378
  iter   34: 480.332378
  iter   35: 480.332378
  iter   36: 480.332378
  iter   37: 480.332378
  iter   38: 480.332378
  iter   39: 480.332378
  iter   40: 480.332378
  iter   41: 480.332378
  iter   42: 480.332378
  iter   43: 480.332378
  iter   44: 480.332378
  iter   45: 480.332378
  iter   46: 480.332378
  iter   47: 480.332378
  iter   48: 480.332378
  iter   49: 480.332378
  iter   50: 480.332378
  iter   51: 480.332378
  iter   52: 480.332378
  iter   53: 480.332378
  iter   54: 480.332378
  iter   55: 480.332378
  iter   56: 480.332378
  iter   57: 480.332378
  iter   58: 480.332378
  iter   59: 480.332378
  iter   60: 480.332378
  iter   61: 480.332378
  iter   62: 480.332378
  iter   63: 480.332378
  iter   64: 480.332378
  iter   65: 480.332378
  iter   66: 480.332378
  iter   67: 480.332378
  iter   68: 480.332378
  iter   69: 480.332378
  iter   70: 480.332378
  iter   71: 480.332378
  iter   72: 480.332378
  iter   73: 479.630329
  iter   74: 479.630329
  iter   75: 479.630329
  iter   76: 476.835638
  iter   77: 476.835638
  iter   78: 476.835638
  iter   79: 476.835638
  iter   80: 476.835638

Best tour:
100 -> 98 -> 102 -> 99 -> 97 -> 94 -> 96 -> 95 -> 56 -> 93 -> 57 -> 90 -> 88 -> 91 -> 92 -> 89 -> 87 -> 84 -> 86 -> 85 -> 58 -> 83 -> 59 -> 80 -> 81 -> 82 -> 79 -> 78 -> 60 -> 73 -> 75 -> 76 -> 77 -> 74 -> 71 -> 68 -> 70 -> 72 -> 61 -> 69 -> 65 -> 62 -> 63 -> 64 -> 67 -> 66 -> 1 -> 4 -> 5 -> 2 -> 0 -> 3 -> 11 -> 10 -> 7 -> 9 -> 6 -> 8 -> 13 -> 16 -> 17 -> 14 -> 12 -> 15 -> 18 -> 21 -> 20 -> 23 -> 19 -> 22 -> 25 -> 28 -> 29 -> 24 -> 26 -> 27 -> 30 -> 33 -> 32 -> 35 -> 31 -> 34 -> 37 -> 40 -> 41 -> 38 -> 36 -> 39 -> 43 -> 46 -> 47 -> 44 -> 42 -> 45 -> 51 -> 50 -> 48 -> 49 -> 52 -> 53 -> 54 -> 103 -> 105 -> 106 -> 104 -> 101 -> 55
