PWA-ACO Hybrid  —  run summary
========================================
Dataset   : pr76
Cities    : 76
Elapsed   : 1.5s

PWA best  : 1412.328903
Hybrid    : 1189.406678
Improvement: +15.784%

ACO convergence history (best per iteration):
  iter    1: 1230.842904
  iter    2: 1229.235496
  iter    3: 1229.235496
  iter    4: 1229.235496
  iter    5: 1229.235496
  iter    6: 1221.906132
  iter    7: 1221.906132
  iter    8: 1221.906132
  iter    9: 1221.906132
  iter   10: 1200.388205
  iter   11: 1200.388205
  iter   12: 1200.388205
  iter   13: 1200.388205
  iter   14: 1200.388205
  iter   15: 1200.388205
  iter   16: 1200.388205
  iter   17: 1200.388205
  iter   18: 1200.388205
  iter   19: 1200.388205
  iter   20: 1200.388205
  iter   21: 1200.388205
  iter   22: 1200.388205
  iter   23: 1200.388205
  iter   24: 1200.388205
  iter   25: 1200.388205
  iter   26: 1200.388205
  iter   27: 1200.388205
  iter   28: 1200.388205
  iter   29: 1200.388205
  iter   30: 1200.388205
  iter   31: 1200.388205
  iter   32: 1200.388205
  iter   33: 1200.388205
  iter   34: 1200.388205
  iter   35: 1200.388205
  iter   36: 1200.388205
  iter   37: 1200.388205
  iter   38: 1200.388205
  iter   39: 1200.388205
  iter   40: 1200.388205
  iter   41: 1200.388205
  iter   42: 1200.388205
  iter   43: 1200.388205
  iter   44: 1200.388205
  iter   45: 1200.388205
  iter   46: 1200.388205
  iter   47: 1200.388205
  iter   48: 1200.388205
  iter   49: 1200.388205
  iter   50: 1200.388205
  iter   51: 1198.377948
  iter   52: 1198.377948
  iter   53: 1198.377948
  iter   54: 1198.377948
  iter   55: 1198.377948
  iter   56: 1198.377948
  iter   57: 1198.377948
  iter   58: 1198.377948
  iter   59: 1198.377948
  iter   60: 1198.377948
  iter   61: 1198.377948
  iter   62: 1198.377948
  iter   63: 1198.377948
  iter   64: 1198.377948
  iter   65: 1198.377948
  iter   66: 1198.377948
  iter   67: 1198.377948
  iter   68: 1198.377948
  iter   69: 1198.377948
  iter   70: 1198.377948
  iter   71: 1198.377948
  iter   72: 1198.377948
  iter   73: 1198.377948
  iter   74: 1198.377948
  iter   75: 1198.377948
  iter   76: 1198.377948
  iter   77: 1198.377948
  iter   78: 1198.377948
  iter   79: 1198.377948
  iter   80: 1198.377948

Best tour:
58 -> 59 -> 40 -> 39 -> 38 -> 37 -> 33 -> 34 -> 35 -> 36 -> 17 -> 16 -> 15 -> 14 -> 73 -> 13 -> 12 -> 11 -> 10 -> 8 -> 9 -> 4 -> 5 -> 6 -> 7 -> 2 -> 3 -> 1 -> 74 -> 75 -> 0 -> 22 -> 21 -> 20 -> 24 -> 23 -> 45 -> 44 -> 43 -> 47 -> 46 -> 68 -> 69 -> 67 -> 66 -> 48 -> 49 -> 50 -> 65 -> 64 -> 70 -> 71 -> 72 -> 63 -> 62 -> 61 -> 60 -> 57 -> 56 -> 54 -> 55 -> 51 -> 52 -> 53 -> 41 -> 42 -> 27 -> 26 -> 25 -> 28 -> 29 -> 19 -> 18 -> 30 -> 31 -> 32
