seed,hybrid_cost,pwa_cost,improvement_pct,elapsed_seconds,peak_memory_mb,peak_cpu_pct,n_ants,n_iters,error
42,1330.310949973628,1514.2715206353444,12.148453441462845,2.733,261.68,517.0,20,80,
43,1324.876444270666,1514.2715206353444,12.507339257441336,2.811,260.59,497.2,20,80,
44,1330.5097034170485,1514.2715206353444,12.135328091041078,2.99,250.81,623.0,20,80,
45,1320.9551597737577,1514.2715206353444,12.76629443446686,2.865,2789.16,419.3,20,80,
46,1322.5764672085945,1514.2715206353444,12.65922595878447,2.77,262.31,623.1,20,80,
47,1324.6957510776397,1514.2715206353444,12.519271938639129,2.775,261.71,591.0,20,80,
48,1321.0632677816784,1514.2715206353444,12.759155159479018,2.8,262.49,660.9,20,80,
49,1308.1634169791585,1514.2715206353444,13.611040084126321,2.746,262.25,597.0,20,80,
50,1335.719638182764,1514.2715206353444,11.791272570302667,2.796,262.07,599.1,20,80,
51,1312.1323034689347,1514.2715206353444,13.348941349804818,2.792,260.92,573.1,20,80,
52,1314.3187335407358,1514.2715206353444,13.204553104895888,2.775,262.46,659.0,20,80,
53,1326.1755032719805,1514.2715206353444,12.421551538157718,2.925,261.3,627.0,20,80,
54,1309.1765522732594,1514.2715206353444,13.544134296076113,2.786,262.23,672.9,20,80,
55,1324.7054958448866,1514.2715206353444,12.518628410241867,2.785,262.45,658.8,20,80,
56,1321.8193795176905,1514.2715206353444,12.70922278435947,2.759,260.59,667.0,20,80,
57,1312.3738523724733,1514.2715206353444,13.332989857602334,2.732,262.14,491.1,20,80,
58,1328.3952411625044,1514.2715206353444,12.274963699697112,2.816,261.29,615.1,20,80,
59,1326.9716011243734,1514.2715206353444,12.368978545696043,2.956,261.85,453.3,20,80,
60,1313.2231936798855,1514.2715206353444,13.276900754965318,2.722,261.39,569.1,20,80,
61,1336.7510147607577,1514.2715206353444,11.723162157874052,2.841,261.37,619.0,20,80,
62,1326.0789543479268,1514.2715206353444,12.42792747026355,2.808,251.59,465.3,20,80,
63,1317.4792494648154,1514.2715206353444,12.995837832832027,3.002,2753.32,579.9,20,80,
64,1325.2545767491476,1514.2715206353444,12.482368010651793,2.791,261.39,551.2,20,80,
65,1323.053283672614,1514.2715206353444,12.627737783941198,2.708,262.79,605.0,20,80,
66,1312.8116164167022,1514.2715206353444,13.304080640314453,2.97,262.99,463.2,20,80,
67,1319.5897641501704,1514.2715206353444,12.856462915150857,2.779,261.33,514.9,20,80,
68,1318.5107685383923,1514.2715206353444,12.927718010229533,2.768,260.76,607.0,20,80,
69,1326.0989406035187,1514.2715206353444,12.426607610824899,2.776,261.98,467.1,20,80,
70,1330.5782288099306,1514.2715206353444,12.130802786830555,2.831,261.67,451.3,20,80,
71,1312.8357739846351,1514.2715206353444,13.302485314271289,2.77,261.23,569.1,20,80,
