seed,hybrid_cost,pwa_cost,improvement_pct,elapsed_seconds,peak_memory_mb,peak_cpu_pct,n_ants,n_iters,error
42,341.2348349528013,389.6010224446789,12.414286592059787,8.049,2877.21,497.1,20,80,
43,346.17856047839143,389.6010224446789,11.145366532618176,7.899,2858.45,561.1,20,80,
44,342.8244524666442,389.6010224446789,12.006274953931038,8.31,2849.47,427.3,20,80,
45,341.0801265340566,389.6010224446789,12.453996040914392,8.052,2906.28,489.2,20,80,
46,343.70510373714365,389.6010224446789,11.780235693311667,7.87,2902.49,640.9,20,80,
47,342.6697059511213,389.6010224446789,12.045994181193816,7.954,2885.77,477.3,20,80,
48,345.1037193252665,389.6010224446789,11.421249061462804,7.923,2900.58,583.1,20,80,
49,343.79962679273507,389.6010224446789,11.755974192405352,7.756,2898.16,613.0,20,80,
50,340.5958944066808,389.6010224446789,12.57828527515133,7.725,2876.52,625.0,20,80,
51,346.39391350540177,389.6010224446789,11.090091260069086,7.884,2857.1,643.0,20,80,
52,341.6216856965619,389.6010224446789,12.314992513894085,8.063,2894.16,549.1,20,80,
53,343.24075085540096,389.6010224446789,11.89942246516071,7.78,2908.14,581.0,20,80,
54,345.49745421637465,389.6010224446789,11.320188009662296,7.949,2900.41,555.2,20,80,
55,340.9412731775988,389.6010224446789,12.489635925939977,7.852,2844.32,585.1,20,80,
56,347.3650960969839,389.6010224446789,10.84081506836709,7.934,2875.95,625.0,20,80,
57,344.2387566784709,389.6010224446789,11.64326147851657,7.905,2879.25,625.0,20,80,
58,342.1369174872505,389.6010224446789,12.182746508107027,7.815,2837.88,455.3,20,80,
59,342.1376982667736,389.6010224446789,12.182546103211218,7.759,2879.1,555.1,20,80,
60,348.8876970021546,389.6010224446789,10.450004773358973,7.836,2878.36,626.9,20,80,
61,346.5094957959359,389.6010224446789,11.06042442557033,8.157,2902.41,635.0,20,80,
62,349.4162749721898,389.6010224446789,10.314333165846634,7.912,2884.13,657.0,20,80,
63,346.7553178134781,389.6010224446789,10.997328590759707,7.847,2843.86,497.0,20,80,
64,346.3564536739204,389.6010224446789,11.099706181315014,8.176,2890.8,613.1,20,80,
65,348.7668729548521,389.6010224446789,10.48101702444198,7.814,2895.72,613.1,20,80,
66,340.77577020996466,389.6010224446789,12.532116042289685,7.963,2835.72,549.2,20,80,
67,340.99050486129994,389.6010224446789,12.476999489979875,8.048,2901.56,617.1,20,80,
68,344.48977683826394,389.6010224446789,11.57883142178368,7.903,2871.98,555.0,20,80,
69,341.0596248717181,389.6010224446789,12.459258260764297,7.907,2893.64,555.2,20,80,
70,346.198249954043,389.6010224446789,11.140312779029953,7.691,2838.89,555.1,20,80,
71,343.4690001543327,389.6010224446789,11.840837069901855,8.45,2875.84,624.9,20,80,
