PWA-ACO Hybrid  —  run summary
========================================
Dataset   : pr107
Cities    : 107
Elapsed   : 1.9s

PWA best  : 511.499617
Hybrid    : 478.135494
Improvement: +6.523%

ACO convergence history (best per iteration):
  iter    1: 494.468600
  iter    2: 494.468600
  iter    3: 494.468600
  iter    4: 494.468600
  iter    5: 487.839262
  iter    6: 487.839262
  iter    7: 487.839262
  iter    8: 487.839262
  iter    9: 486.031599
  iter   10: 486.031599
  iter   11: 486.031599
  iter   12: 486.031599
  iter   13: 486.031599
  iter   14: 478.513356
  iter   15: 478.513356
  iter   16: 478.513356
  iter   17: 478.513356
  iter   18: 478.513356
  iter   19: 478.513356
  iter   20: 478.513356
  iter   21: 478.513356
  iter   22: 478.513356
  iter   23: 478.513356
  iter   24: 478.513356
  iter   25: 478.513356
  iter   26: 478.513356
  iter   27: 478.513356
  iter   28: 478.513356
  iter   29: 478.513356
  iter   30: 478.513356
  iter   31: 478.513356
  iter   32: 478.513356
  iter   33: 478.513356
  iter   34: 478.513356
  iter   35: 478.513356
  iter   36: 478.513356
  iter   37: 478.513356
  iter   38: 478.513356
  iter   39: 478.513356
  iter   40: 478.513356
  iter   41: 478.513356
  iter   42: 478.513356
  iter   43: 478.513356
  iter   44: 478.513356
  iter   45: 478.513356
  iter   46: 478.513356
  iter   47: 478.513356
  iter   48: 478.513356
  iter   49: 478.513356
  iter   50: 478.513356
  iter   51: 478.513356
  iter   52: 478.513356
  iter   53: 478.513356
  iter   54: 478.513356
  iter   55: 478.513356
  iter   56: 478.513356
  iter   57: 478.513356
  iter   58: 478.513356
  iter   59: 478.513356
  iter   60: 478.513356
  iter   61: 478.513356
  iter   62: 478.513356
  iter   63: 478.513356
  iter   64: 478.513356
  iter   65: 478.135494
  iter   66: 478.135494
  iter   67: 478.135494
  iter   68: 478.135494
  iter   69: 478.135494
  iter   70: 478.135494
  iter   71: 478.135494
  iter   72: 478.135494
  iter   73: 478.135494
  iter   74: 478.135494
  iter   75: 478.135494
  iter   76: 478.135494
  iter   77: 478.135494
  iter   78: 478.135494
  iter   79: 478.135494
  iter   80: 478.135494

Best tour:
6 -> 5 -> 2 -> 3 -> 0 -> 1 -> 4 -> 61 -> 70 -> 72 -> 69 -> 62 -> 63 -> 65 -> 66 -> 67 -> 64 -> 68 -> 71 -> 74 -> 77 -> 76 -> 75 -> 73 -> 60 -> 78 -> 79 -> 82 -> 81 -> 80 -> 59 -> 85 -> 58 -> 83 -> 84 -> 87 -> 86 -> 89 -> 92 -> 91 -> 88 -> 90 -> 57 -> 93 -> 56 -> 95 -> 96 -> 94 -> 97 -> 99 -> 102 -> 101 -> 104 -> 106 -> 105 -> 54 -> 103 -> 55 -> 100 -> 98 -> 49 -> 52 -> 53 -> 50 -> 51 -> 48 -> 45 -> 42 -> 44 -> 47 -> 46 -> 43 -> 39 -> 36 -> 38 -> 41 -> 40 -> 37 -> 34 -> 31 -> 35 -> 32 -> 33 -> 30 -> 27 -> 26 -> 24 -> 29 -> 28 -> 25 -> 22 -> 19 -> 18 -> 23 -> 20 -> 21 -> 15 -> 12 -> 14 -> 17 -> 16 -> 13 -> 10 -> 11 -> 7 -> 9 -> 8
