PWA-ACO Hybrid  —  run summary
========================================
Dataset   : pr439
Cities    : 439
Elapsed   : 74.2s

PWA best  : 1405.761163
Hybrid    : 1241.279517
Improvement: +11.701%

ACO convergence history (best per iteration):
  iter    1: 1321.409308
  iter    2: 1321.409308
  iter    3: 1296.426277
  iter    4: 1296.426277
  iter    5: 1296.426277
  iter    6: 1296.426277
  iter    7: 1296.426277
  iter    8: 1296.426277
  iter    9: 1296.426277
  iter   10: 1296.426277
  iter   11: 1296.426277
  iter   12: 1296.426277
  iter   13: 1296.426277
  iter   14: 1296.426277
  iter   15: 1296.426277
  iter   16: 1296.426277
  iter   17: 1296.426277
  iter   18: 1296.426277
  iter   19: 1296.426277
  iter   20: 1296.426277
  iter   21: 1296.426277
  iter   22: 1296.426277
  iter   23: 1296.426277
  iter   24: 1296.426277
  iter   25: 1296.426277
  iter   26: 1296.426277
  iter   27: 1296.426277
  iter   28: 1296.426277
  iter   29: 1296.426277
  iter   30: 1296.426277
  iter   31: 1296.426277
  iter   32: 1296.426277
  iter   33: 1296.426277
  iter   34: 1296.426277
  iter   35: 1296.426277
  iter   36: 1296.426277
  iter   37: 1296.426277
  iter   38: 1296.426277
  iter   39: 1296.426277
  iter   40: 1296.426277
  iter   41: 1296.426277
  iter   42: 1296.426277
  iter   43: 1296.426277
  iter   44: 1296.426277
  iter   45: 1296.426277
  iter   46: 1296.426277
  iter   47: 1296.426277
  iter   48: 1296.426277
  iter   49: 1296.426277
  iter   50: 1296.426277
  iter   51: 1296.426277
  iter   52: 1296.426277
  iter   53: 1296.426277
  iter   54: 1296.426277
  iter   55: 1296.426277
  iter   56: 1296.426277
  iter   57: 1296.426277
  iter   58: 1296.426277
  iter   59: 1296.426277
  iter   60: 1296.426277
  iter   61: 1296.426277
  iter   62: 1296.426277
  iter   63: 1296.426277
  iter   64: 1296.426277
  iter   65: 1296.426277
  iter   66: 1296.426277
  iter   67: 1296.426277
  iter   68: 1296.426277
  iter   69: 1296.426277
  iter   70: 1296.426277
  iter   71: 1296.426277
  iter   72: 1296.426277
  iter   73: 1296.426277
  iter   74: 1296.426277
  iter   75: 1296.426277
  iter   76: 1296.426277
  iter   77: 1296.426277
  iter   78: 1296.426277
  iter   79: 1296.426277
  iter   80: 1296.426277

Best tour:
