PWA-ACO Hybrid  —  run summary
========================================
Dataset   : pr107
Cities    : 107
Elapsed   : 1.9s

PWA best  : 511.499617
Hybrid    : 476.192610
Improvement: +6.903%

ACO convergence history (best per iteration):
  iter    1: 491.724722
  iter    2: 488.391051
  iter    3: 488.391051
  iter    4: 488.391051
  iter    5: 488.391051
  iter    6: 488.391051
  iter    7: 487.533075
  iter    8: 487.533075
  iter    9: 484.022630
  iter   10: 484.022630
  iter   11: 484.022630
  iter   12: 484.022630
  iter   13: 484.022630
  iter   14: 483.275201
  iter   15: 483.275201
  iter   16: 483.275201
  iter   17: 483.275201
  iter   18: 483.275201
  iter   19: 483.275201
  iter   20: 483.275201
  iter   21: 483.275201
  iter   22: 476.192610
  iter   23: 476.192610
  iter   24: 476.192610
  iter   25: 476.192610
  iter   26: 476.192610
  iter   27: 476.192610
  iter   28: 476.192610
  iter   29: 476.192610
  iter   30: 476.192610
  iter   31: 476.192610
  iter   32: 476.192610
  iter   33: 476.192610
  iter   34: 476.192610
  iter   35: 476.192610
  iter   36: 476.192610
  iter   37: 476.192610
  iter   38: 476.192610
  iter   39: 476.192610
  iter   40: 476.192610
  iter   41: 476.192610
  iter   42: 476.192610
  iter   43: 476.192610
  iter   44: 476.192610
  iter   45: 476.192610
  iter   46: 476.192610
  iter   47: 476.192610
  iter   48: 476.192610
  iter   49: 476.192610
  iter   50: 476.192610
  iter   51: 476.192610
  iter   52: 476.192610
  iter   53: 476.192610
  iter   54: 476.192610
  iter   55: 476.192610
  iter   56: 476.192610
  iter   57: 476.192610
  iter   58: 476.192610
  iter   59: 476.192610
  iter   60: 476.192610
  iter   61: 476.192610
  iter   62: 476.192610
  iter   63: 476.192610
  iter   64: 476.192610
  iter   65: 476.192610
  iter   66: 476.192610
  iter   67: 476.192610
  iter   68: 476.192610
  iter   69: 476.192610
  iter   70: 476.192610
  iter   71: 476.192610
  iter   72: 476.192610
  iter   73: 476.192610
  iter   74: 476.192610
  iter   75: 476.192610
  iter   76: 476.192610
  iter   77: 476.192610
  iter   78: 476.192610
  iter   79: 476.192610
  iter   80: 476.192610

Best tour:
29 -> 28 -> 25 -> 22 -> 19 -> 18 -> 23 -> 20 -> 21 -> 15 -> 12 -> 14 -> 17 -> 16 -> 13 -> 8 -> 6 -> 9 -> 7 -> 10 -> 11 -> 3 -> 0 -> 2 -> 5 -> 4 -> 1 -> 66 -> 67 -> 64 -> 63 -> 62 -> 65 -> 69 -> 68 -> 71 -> 70 -> 72 -> 61 -> 60 -> 73 -> 75 -> 76 -> 74 -> 77 -> 79 -> 82 -> 81 -> 78 -> 59 -> 80 -> 83 -> 84 -> 87 -> 86 -> 85 -> 58 -> 88 -> 89 -> 92 -> 91 -> 90 -> 57 -> 93 -> 56 -> 95 -> 96 -> 94 -> 97 -> 99 -> 102 -> 104 -> 106 -> 105 -> 54 -> 103 -> 101 -> 55 -> 100 -> 98 -> 49 -> 52 -> 53 -> 50 -> 51 -> 48 -> 43 -> 46 -> 47 -> 44 -> 45 -> 42 -> 39 -> 36 -> 38 -> 41 -> 40 -> 37 -> 34 -> 31 -> 35 -> 32 -> 33 -> 30 -> 27 -> 26 -> 24
