PWA-ACO Hybrid  —  run summary
========================================
Dataset   : pr124
Cities    : 124
Elapsed   : 2.5s

PWA best  : 728.533465
Hybrid    : 650.422458
Improvement: +10.722%

ACO convergence history (best per iteration):
  iter    1: 659.047962
  iter    2: 659.047962
  iter    3: 656.917510
  iter    4: 656.917510
  iter    5: 656.917510
  iter    6: 656.917510
  iter    7: 656.917510
  iter    8: 656.917510
  iter    9: 656.917510
  iter   10: 656.917510
  iter   11: 656.917510
  iter   12: 656.917510
  iter   13: 656.917510
  iter   14: 656.534328
  iter   15: 656.534328
  iter   16: 656.534328
  iter   17: 656.534328
  iter   18: 656.534328
  iter   19: 656.534328
  iter   20: 656.534328
  iter   21: 656.534328
  iter   22: 656.534328
  iter   23: 656.534328
  iter   24: 656.534328
  iter   25: 656.534328
  iter   26: 656.534328
  iter   27: 656.534328
  iter   28: 656.534328
  iter   29: 654.894528
  iter   30: 654.894528
  iter   31: 654.894528
  iter   32: 654.894528
  iter   33: 654.894528
  iter   34: 654.894528
  iter   35: 654.894528
  iter   36: 654.894528
  iter   37: 654.894528
  iter   38: 654.894528
  iter   39: 654.894528
  iter   40: 654.894528
  iter   41: 654.894528
  iter   42: 654.894528
  iter   43: 654.894528
  iter   44: 654.894528
  iter   45: 654.894528
  iter   46: 654.894528
  iter   47: 654.894528
  iter   48: 654.894528
  iter   49: 654.894528
  iter   50: 654.894528
  iter   51: 654.894528
  iter   52: 654.894528
  iter   53: 654.894528
  iter   54: 654.894528
  iter   55: 654.894528
  iter   56: 654.894528
  iter   57: 654.894528
  iter   58: 654.894528
  iter   59: 654.894528
  iter   60: 654.894528
  iter   61: 654.894528
  iter   62: 652.903093
  iter   63: 652.903093
  iter   64: 652.903093
  iter   65: 652.783546
  iter   66: 652.783546
  iter   67: 652.783546
  iter   68: 652.783546
  iter   69: 652.783546
  iter   70: 652.783546
  iter   71: 652.783546
  iter   72: 652.783546
  iter   73: 652.783546
  iter   74: 652.783546
  iter   75: 652.783546
  iter   76: 652.783546
  iter   77: 652.783546
  iter   78: 650.422458
  iter   79: 650.422458
  iter   80: 650.422458

Best tour:
37 -> 36 -> 54 -> 55 -> 56 -> 57 -> 59 -> 60 -> 58 -> 35 -> 34 -> 28 -> 27 -> 26 -> 6 -> 7 -> 0 -> 1 -> 2 -> 3 -> 4 -> 5 -> 31 -> 30 -> 29 -> 33 -> 32 -> 61 -> 65 -> 64 -> 66 -> 82 -> 83 -> 81 -> 80 -> 62 -> 63 -> 67 -> 68 -> 69 -> 70 -> 71 -> 72 -> 73 -> 74 -> 75 -> 76 -> 77 -> 78 -> 79 -> 91 -> 92 -> 93 -> 94 -> 95 -> 96 -> 97 -> 98 -> 99 -> 123 -> 122 -> 121 -> 120 -> 119 -> 118 -> 117 -> 116 -> 114 -> 115 -> 100 -> 90 -> 84 -> 85 -> 86 -> 89 -> 101 -> 102 -> 113 -> 112 -> 111 -> 110 -> 109 -> 108 -> 107 -> 106 -> 105 -> 104 -> 103 -> 88 -> 87 -> 46 -> 47 -> 48 -> 50 -> 49 -> 14 -> 13 -> 10 -> 12 -> 11 -> 9 -> 8 -> 15 -> 16 -> 45 -> 51 -> 52 -> 53 -> 41 -> 40 -> 42 -> 43 -> 44 -> 17 -> 18 -> 19 -> 20 -> 39 -> 38 -> 22 -> 21 -> 24 -> 23 -> 25
