PWA-ACO Hybrid  —  run summary
========================================
Dataset   : pr76
Cities    : 76
Elapsed   : 1.4s

PWA best  : 1412.328903
Hybrid    : 1176.935397
Improvement: +16.667%

ACO convergence history (best per iteration):
  iter    1: 1267.401224
  iter    2: 1224.508998
  iter    3: 1224.508998
  iter    4: 1223.013583
  iter    5: 1223.013583
  iter    6: 1215.338348
  iter    7: 1215.338348
  iter    8: 1215.338348
  iter    9: 1215.338348
  iter   10: 1215.338348
  iter   11: 1215.338348
  iter   12: 1215.338348
  iter   13: 1215.338348
  iter   14: 1215.338348
  iter   15: 1215.338348
  iter   16: 1213.850125
  iter   17: 1213.850125
  iter   18: 1213.850125
  iter   19: 1213.850125
  iter   20: 1189.882556
  iter   21: 1189.882556
  iter   22: 1189.882556
  iter   23: 1189.882556
  iter   24: 1189.882556
  iter   25: 1189.882556
  iter   26: 1189.882556
  iter   27: 1189.882556
  iter   28: 1189.882556
  iter   29: 1189.882556
  iter   30: 1189.882556
  iter   31: 1189.882556
  iter   32: 1189.882556
  iter   33: 1189.882556
  iter   34: 1189.882556
  iter   35: 1189.882556
  iter   36: 1189.882556
  iter   37: 1189.882556
  iter   38: 1189.882556
  iter   39: 1189.882556
  iter   40: 1189.882556
  iter   41: 1189.882556
  iter   42: 1189.882556
  iter   43: 1189.882556
  iter   44: 1189.882556
  iter   45: 1189.882556
  iter   46: 1189.882556
  iter   47: 1189.882556
  iter   48: 1189.882556
  iter   49: 1189.882556
  iter   50: 1189.882556
  iter   51: 1189.882556
  iter   52: 1189.882556
  iter   53: 1189.882556
  iter   54: 1189.882556
  iter   55: 1189.882556
  iter   56: 1189.882556
  iter   57: 1189.882556
  iter   58: 1189.882556
  iter   59: 1183.302422
  iter   60: 1183.302422
  iter   61: 1183.302422
  iter   62: 1183.302422
  iter   63: 1183.302422
  iter   64: 1183.302422
  iter   65: 1183.302422
  iter   66: 1183.302422
  iter   67: 1183.302422
  iter   68: 1183.302422
  iter   69: 1183.302422
  iter   70: 1183.302422
  iter   71: 1183.302422
  iter   72: 1183.302422
  iter   73: 1183.302422
  iter   74: 1183.302422
  iter   75: 1183.302422
  iter   76: 1183.302422
  iter   77: 1183.302422
  iter   78: 1183.302422
  iter   79: 1183.302422
  iter   80: 1183.302422

Best tour:
49 -> 48 -> 51 -> 52 -> 53 -> 41 -> 42 -> 27 -> 26 -> 25 -> 28 -> 29 -> 19 -> 18 -> 30 -> 31 -> 32 -> 34 -> 33 -> 38 -> 37 -> 35 -> 36 -> 17 -> 16 -> 10 -> 15 -> 14 -> 73 -> 13 -> 12 -> 11 -> 8 -> 9 -> 4 -> 5 -> 6 -> 7 -> 2 -> 3 -> 1 -> 74 -> 75 -> 0 -> 22 -> 21 -> 20 -> 24 -> 23 -> 45 -> 44 -> 43 -> 47 -> 46 -> 68 -> 69 -> 67 -> 66 -> 70 -> 71 -> 72 -> 63 -> 62 -> 61 -> 60 -> 58 -> 59 -> 40 -> 39 -> 57 -> 56 -> 54 -> 55 -> 64 -> 65 -> 50
