PWA-ACO Hybrid  —  run summary
========================================
Dataset   : pr76
Cities    : 76
Elapsed   : 1.4s

PWA best  : 1412.328903
Hybrid    : 1185.357167
Improvement: +16.071%

ACO convergence history (best per iteration):
  iter    1: 1219.116337
  iter    2: 1219.116337
  iter    3: 1219.116337
  iter    4: 1219.116337
  iter    5: 1219.116337
  iter    6: 1219.116337
  iter    7: 1203.328197
  iter    8: 1203.328197
  iter    9: 1203.328197
  iter   10: 1203.328197
  iter   11: 1203.328197
  iter   12: 1203.328197
  iter   13: 1203.328197
  iter   14: 1203.328197
  iter   15: 1203.328197
  iter   16: 1203.328197
  iter   17: 1203.328197
  iter   18: 1203.328197
  iter   19: 1203.328197
  iter   20: 1203.328197
  iter   21: 1203.328197
  iter   22: 1203.328197
  iter   23: 1203.328197
  iter   24: 1203.328197
  iter   25: 1203.328197
  iter   26: 1203.328197
  iter   27: 1203.328197
  iter   28: 1203.328197
  iter   29: 1202.258898
  iter   30: 1202.258898
  iter   31: 1202.258898
  iter   32: 1202.258898
  iter   33: 1202.258898
  iter   34: 1202.258898
  iter   35: 1202.258898
  iter   36: 1202.258898
  iter   37: 1202.258898
  iter   38: 1202.258898
  iter   39: 1202.258898
  iter   40: 1202.258898
  iter   41: 1202.258898
  iter   42: 1202.258898
  iter   43: 1202.257256
  iter   44: 1202.257256
  iter   45: 1202.257256
  iter   46: 1202.257256
  iter   47: 1202.257256
  iter   48: 1202.257256
  iter   49: 1202.257256
  iter   50: 1202.257256
  iter   51: 1202.257256
  iter   52: 1202.257256
  iter   53: 1202.257256
  iter   54: 1202.257256
  iter   55: 1202.257256
  iter   56: 1202.257256
  iter   57: 1202.257256
  iter   58: 1202.257256
  iter   59: 1202.257256
  iter   60: 1202.257256
  iter   61: 1202.257256
  iter   62: 1202.257256
  iter   63: 1202.257256
  iter   64: 1202.257256
  iter   65: 1202.257256
  iter   66: 1192.842159
  iter   67: 1192.842159
  iter   68: 1192.842159
  iter   69: 1192.842159
  iter   70: 1192.842159
  iter   71: 1192.842159
  iter   72: 1192.842159
  iter   73: 1192.842159
  iter   74: 1192.842159
  iter   75: 1192.842159
  iter   76: 1192.842159
  iter   77: 1192.842159
  iter   78: 1192.842159
  iter   79: 1192.842159
  iter   80: 1192.842159

Best tour:
19 -> 4 -> 9 -> 8 -> 10 -> 16 -> 35 -> 36 -> 17 -> 15 -> 14 -> 73 -> 13 -> 12 -> 11 -> 7 -> 6 -> 5 -> 3 -> 2 -> 1 -> 74 -> 75 -> 0 -> 22 -> 21 -> 20 -> 24 -> 23 -> 45 -> 44 -> 43 -> 47 -> 46 -> 68 -> 69 -> 67 -> 66 -> 49 -> 48 -> 42 -> 41 -> 53 -> 52 -> 51 -> 50 -> 65 -> 64 -> 55 -> 54 -> 57 -> 56 -> 70 -> 71 -> 72 -> 63 -> 62 -> 61 -> 60 -> 58 -> 59 -> 40 -> 39 -> 38 -> 37 -> 34 -> 33 -> 31 -> 32 -> 27 -> 26 -> 25 -> 28 -> 29 -> 30 -> 18
