group,count,mean,std,min,p05,p25,median,p75,p95,max
lane_tp,6249,22.28637757593583,11.887190889577068,8.080283164978027,9.5083646774292,12.431697845458984,17.78510093688965,30.956707000732422,43.74531860351562,92.74920654296875
lane_to_road,6533,17.292079502638824,10.963874118101579,8.060328483581543,8.781003761291505,10.731223106384277,13.49545669555664,19.430316925048828,36.54165725708005,95.15185546875
lane_to_other,875,26.335368635995046,11.37089404823224,8.443885803222656,8.856815719604493,14.607608795166016,28.251169204711914,32.454397201538086,43.62155380249023,100.22875213623047
road_tp,206332,18.52322172829252,10.278223368767959,7.773555755615234,8.768695068359374,11.07950472831726,15.00900650024414,22.880245208740234,39.97557258605957,111.53121185302734
road_to_lane,5754,22.60151868451582,12.530645633813549,8.093284606933594,9.450419664382935,12.67270040512085,19.128358840942383,29.754582405090332,44.88800773620605,106.25286102294922
other_to_lane,922,33.90262703574919,28.13396582666709,7.546113967895508,10.402242469787598,14.712352275848389,21.689133644104004,43.968071937561035,83.53956336975095,192.30213928222656
