PWA-ACO Hybrid  —  run summary
========================================
Dataset   : pr76
Cities    : 76
Elapsed   : 1.4s

PWA best  : 1412.328903
Hybrid    : 1184.807746
Improvement: +16.110%

ACO convergence history (best per iteration):
  iter    1: 1218.847973
  iter    2: 1218.847973
  iter    3: 1218.847973
  iter    4: 1218.847973
  iter    5: 1218.847973
  iter    6: 1218.847973
  iter    7: 1218.847973
  iter    8: 1218.847973
  iter    9: 1218.847973
  iter   10: 1218.847973
  iter   11: 1218.847973
  iter   12: 1218.847973
  iter   13: 1218.847973
  iter   14: 1218.847973
  iter   15: 1218.002338
  iter   16: 1218.002338
  iter   17: 1218.002338
  iter   18: 1196.907582
  iter   19: 1196.907582
  iter   20: 1196.907582
  iter   21: 1196.907582
  iter   22: 1196.907582
  iter   23: 1196.907582
  iter   24: 1196.907582
  iter   25: 1196.907582
  iter   26: 1196.907582
  iter   27: 1196.907582
  iter   28: 1196.907582
  iter   29: 1196.907582
  iter   30: 1196.907582
  iter   31: 1196.907582
  iter   32: 1196.907582
  iter   33: 1196.907582
  iter   34: 1196.907582
  iter   35: 1196.907582
  iter   36: 1196.907582
  iter   37: 1193.246062
  iter   38: 1193.246062
  iter   39: 1189.762086
  iter   40: 1189.762086
  iter   41: 1189.762086
  iter   42: 1189.762086
  iter   43: 1189.762086
  iter   44: 1189.762086
  iter   45: 1189.762086
  iter   46: 1189.762086
  iter   47: 1189.762086
  iter   48: 1189.762086
  iter   49: 1189.762086
  iter   50: 1189.762086
  iter   51: 1189.762086
  iter   52: 1189.762086
  iter   53: 1189.762086
  iter   54: 1189.762086
  iter   55: 1189.762086
  iter   56: 1189.762086
  iter   57: 1189.762086
  iter   58: 1189.762086
  iter   59: 1189.762086
  iter   60: 1189.762086
  iter   61: 1189.762086
  iter   62: 1189.762086
  iter   63: 1189.762086
  iter   64: 1189.762086
  iter   65: 1189.762086
  iter   66: 1189.762086
  iter   67: 1189.762086
  iter   68: 1189.762086
  iter   69: 1189.762086
  iter   70: 1189.762086
  iter   71: 1189.762086
  iter   72: 1189.762086
  iter   73: 1189.762086
  iter   74: 1189.762086
  iter   75: 1189.762086
  iter   76: 1189.762086
  iter   77: 1189.762086
  iter   78: 1189.762086
  iter   79: 1189.762086
  iter   80: 1184.936042

Best tour:
71 -> 72 -> 63 -> 62 -> 61 -> 60 -> 58 -> 59 -> 40 -> 57 -> 56 -> 54 -> 55 -> 51 -> 52 -> 53 -> 41 -> 42 -> 27 -> 26 -> 25 -> 30 -> 18 -> 19 -> 29 -> 28 -> 32 -> 31 -> 33 -> 39 -> 38 -> 37 -> 34 -> 35 -> 36 -> 17 -> 16 -> 15 -> 14 -> 73 -> 13 -> 12 -> 11 -> 10 -> 8 -> 9 -> 4 -> 5 -> 6 -> 7 -> 2 -> 3 -> 1 -> 74 -> 75 -> 0 -> 22 -> 21 -> 20 -> 24 -> 23 -> 45 -> 44 -> 43 -> 47 -> 46 -> 68 -> 69 -> 67 -> 66 -> 48 -> 49 -> 50 -> 65 -> 64 -> 70
