run,epoch,train_loss,val_loss,miou,road_iou,lane_iou,other_iou,road_precision,road_recall,road_f1,lane_precision,lane_recall,lane_f1,other_precision,other_recall,other_f1,lane_recall_0to10m,lane_recall_10to20m,lane_recall_20to30m,lane_recall_30plus,peak_gpu_memory_bytes_val,val_wall_clock_seconds,lr,train_ce_loss,train_lovasz_loss,train_total_loss,val_ce_loss,val_lovasz_loss,val_total_loss
G2,1,0.4848884931026861,0.4024936959250934,0.7041307513109242,0.8743114021411496,0.3166935133535036,0.9213873384381196,0.8879967182672605,0.982678371169658,0.9329414537438828,0.544307853935888,0.4309543427368201,0.4810436295792372,0.993921363565912,0.926608808685674,0.9590854691351384,0.6045616669795382,0.4313054173627301,0.4096999343792877,0.3519203881898182,476362752,65.645183974877,0.0014,0.3185535185841908,0.33266994766891,0.4848884931026861,0.2609381122307645,0.283111166421117,0.4024936959250934
G2,2,0.3353025903716555,0.3472428386410077,0.7292668599565798,0.8812247763069023,0.3740109779943139,0.9325648255685234,0.901825299430446,0.9747329362466634,0.9368628219290894,0.5222506981385365,0.5685277468798925,0.5444075542107666,0.994685935385728,0.9372343006128974,0.9651058668049396,0.7055704398303193,0.562812720062266,0.5827706825022371,0.4622968580715059,476363264,64.09577522333711,0.0014,0.2015593508113946,0.2674864789262285,0.3353025903716555,0.2138796107688297,0.2667264545491586,0.3472428386410077
G2,3,0.2952161500696093,0.3265994513355609,0.740446108003165,0.9014971159578214,0.3681664677015087,0.951674740350165,0.9283778736740402,0.968881195060062,0.9481971951387574,0.5023117901296613,0.5795867587792014,0.5381895791087774,0.9925527163894676,0.9585191127328268,0.9752390812614788,0.6107862958308289,0.5499877897539276,0.6674021600278713,0.5268614908650027,476362752,64.15844252984971,0.0014,0.1712751260207934,0.2478820478740341,0.2952161500696093,0.1981139065697789,0.2569710881966683,0.3265994513355609
G2,4,0.2721638027522391,0.2665701481306718,0.7702847199051615,0.9168219058214232,0.4287945303540514,0.9652377235400096,0.9525134699226908,0.9607343499535628,0.9566062481204104,0.5073690833849037,0.7346634327779155,0.6002186056070601,0.9918881719677948,0.9729178163248432,0.9823114140118516,0.7972464857985769,0.7528246947351217,0.7483237882385808,0.5722052692654833,476363264,62.96911893412471,0.0014,0.1545017120344082,0.2353241817961479,0.2721638027522391,0.1479745707190078,0.2371911558736529,0.2665701481306718
G2,5,0.2511866776914946,0.3025612683630445,0.7796589929357479,0.9350686523472996,0.4313144259447113,0.9725939005152328,0.9567283736138832,0.976360891871228,0.9664449384914914,0.6591331738757779,0.5551391639737309,0.602682985829659,0.9909629673549716,0.9812975356341306,0.9861065678659916,0.6473121429617694,0.5474583999226259,0.576421759507543,0.48436295090395,478457856,64.26178967766464,0.0014,0.1393761824146073,0.2236209908122967,0.2511866776914946,0.1909202244701899,0.223282089526765,0.3025612683630445
G2,6,0.2365008830967969,0.241369033876496,0.7946262490173831,0.9365618322013726,0.4747526066617326,0.972564308189044,0.9655878539891434,0.9689015378684588,0.9672418578411646,0.5879648075453459,0.7114510171715203,0.6438403356836753,0.9902215979196326,0.9819954286091892,0.9860913574796736,0.882026264113893,0.7333555107955633,0.6914863930309023,0.5182041793161521,476363264,65.43173084501177,0.0014,0.1288496996480811,0.2153023668400268,0.2365008830967969,0.1360250530363474,0.2106879618458657,0.241369033876496
G2,7,0.2341021415777504,0.253378721486984,0.7967400569265832,0.9375875359699816,0.4785996618577885,0.9740329729519795,0.9634992461076954,0.97211625655988,0.967788570647068,0.6451482037514115,0.6496047831901464,0.6473688236293135,0.9899553726961744,0.9837554973451492,0.986845697410419,0.8142801295655088,0.6599498659097403,0.6655526488654305,0.4366940080012516,476362752,64.92600395716727,0.0014,0.1274846473584305,0.2132349886955565,0.2341021415777504,0.1452409182985623,0.216275605543827,0.253378721486984
G2,8,0.2211573901923437,0.2471420797079594,0.781921639551587,0.9254227206241836,0.4505310657931108,0.9698111322374666,0.9606981232478252,0.9618366744836898,0.9612670617329996,0.511920579896992,0.789780395977309,0.6211946457648223,0.9929937029954086,0.9764930073122704,0.9846742323319888,0.8860849573023867,0.8210439067898537,0.7678157205340965,0.615119222603299,478459904,63.85446345247328,0.0014,0.1175363528441862,0.2072420745076419,0.2211573901923437,0.1357319009386831,0.2228203588113602,0.2471420797079594
G2,9,0.2174295821965768,0.2314738249509698,0.7881061703161766,0.931607747318554,0.4538928701750773,0.9788178934548984,0.9730402724825338,0.9562913181955586,0.9645930946506154,0.5107300085867328,0.8030958574555352,0.6243828269416022,0.9912958514699574,0.9873033559417258,0.9892955755983596,0.897462909314371,0.8265990135828082,0.8095977080100275,0.634847117007497,478459904,63.89053629152477,0.0014,0.1148544646831678,0.2051502352134838,0.2174295821965768,0.1187808821236507,0.2253858864798935,0.2314738249509698
G2,10,0.2106066227163958,0.2405294713667697,0.7963316556637938,0.9347254799984088,0.4810463558730148,0.9732231311199578,0.961514205288336,0.9710561301481478,0.966261611439756,0.5832101037991512,0.7330551720769288,0.6496033752967281,0.9936924291624324,0.97927272522416,0.986429882937342,0.785878623651516,0.7462158817369545,0.7496149821892524,0.588790120105856,478458880,64.01390371099114,0.0014,0.1098335414615074,0.2015461625178055,0.2106066227163958,0.1358982097900783,0.2092625216968978,0.2405294713667697
G2,11,0.207910454147977,0.2233777660954122,0.8054893768522852,0.9403051672594112,0.4981530746674599,0.9780098886299844,0.979783579560962,0.958909781769172,0.9692343071863768,0.585338718311322,0.7698214220041295,0.6650229313557072,0.9858968691012958,0.9918866895462448,0.9888827090822856,0.8488163505366858,0.7993418743008,0.7572934203546966,0.5990930684517383,476359168,64.22383088059723,0.0014,0.1084995279068544,0.1988218522185042,0.207910454147977,0.1231381670727084,0.2004791983196304,0.2233777660954122
G2,12,0.2045910695587798,0.2293708722469293,0.788667122032968,0.9306432452812896,0.459243385564022,0.976114735253592,0.9684783732076204,0.9597131336071758,0.9640758307428232,0.5075420980864209,0.828353063631209,0.6294267153885599,0.993438596262586,0.9824485655720938,0.987913017235134,0.9053921267579684,0.8498044578804674,0.8159055191987428,0.7086115495123629,476362752,64.6076640067622,0.0014,0.1063739136491645,0.1964343114463002,0.2045910695587798,0.1169999402145751,0.2247418648278754,0.2293708722469293
G2,13,0.2013194180595496,0.2191586118708882,0.8128243691631561,0.9436587773807308,0.5158418076005116,0.9789725225082264,0.9702420420826814,0.9717847866544445,0.9710128015910312,0.6174853211140604,0.7580885475162122,0.6806011089205393,0.9932366613162404,0.985542353378622,0.9893745480280228,0.8688079619995476,0.7631075276267018,0.7744886912591523,0.6164883162262502,476362240,64.117411788553,0.0014,0.1037744777265069,0.1950898809248083,0.2013194180595496,0.1218324910926943,0.1946522410131163,0.2191586118708882
G2,14,0.1994877477923151,0.2150793264594136,0.8101370882518165,0.9426372586894524,0.5085704547635514,0.9792035513024456,0.9742717589435282,0.9667012046540656,0.9704717177363076,0.5945416388622934,0.7786173494976923,0.6742415684433686,0.991237423000841,0.9877537423925704,0.9894925164802434,0.8949026825051587,0.8033066977366988,0.765396379267587,0.5811981275017526,478458880,63.13583245966584,0.0014,0.102875278374694,0.1932249388838154,0.1994877477923151,0.1182889395962572,0.1935807744558486,0.2150793264594136
G2,15,0.1927955044541861,0.2246662570370568,0.7975100559752448,0.9360533825638742,0.4788247623325099,0.9776520230293504,0.972288441584458,0.9617106784279886,0.9669706331385128,0.5322249439204436,0.8267592781679673,0.6475747154480599,0.9927490753274364,0.9846833093315008,0.9886997425682515,0.9064429228869684,0.845301598476438,0.8176302342001651,0.6924846958711414,478459392,64.43728452268988,0.0014,0.0980999739202349,0.1893910610687051,0.1927955044541861,0.1147455282483456,0.2198414579732343,0.2246662570370568
G2,16,0.1964434865689515,0.2232079116317133,0.792989259510675,0.93303671111541,0.467874386631518,0.9780566807850968,0.9719377851085318,0.9588676919640948,0.9653585012123488,0.5098600090040151,0.8503378775264199,0.6374855926264881,0.9938059982983666,0.9840553269744567,0.9889066276876384,0.9363706652157728,0.8741505326867943,0.8326086439993348,0.7018926425941476,476352512,65.85910475999117,0.0014,0.1008318505994574,0.1912232725005918,0.1964434865689515,0.1140910166393344,0.2182337901839572,0.2232079116317133
G2,17,0.1903572688083935,0.2135045696101669,0.8032135961601238,0.940630280685584,0.4882209649909027,0.9807895428038848,0.978310765197882,0.960663824969438,0.9694069911691566,0.5501107873381827,0.8127192301518592,0.6561135429158358,0.9907475836790234,0.9898560500462336,0.9903016162085942,0.891247324147496,0.822081851629125,0.8189908575396366,0.7087029781359752,478454784,64.45914747938514,0.0014,0.0967020642704828,0.1873104090874629,0.1903572688083935,0.1117446235458677,0.2035198916111969,0.2135045696101669
G2,18,0.1855223111262352,0.2091555114473319,0.8174073701842198,0.9480722526190024,0.523048107081327,0.98110175085233,0.9780162702238052,0.9687162268424684,0.9733440341798486,0.6299487751362556,0.7550364501762566,0.6868438424885519,0.9899570572572616,0.9909649310367056,0.9904607377488112,0.8636517138515225,0.7777802884115672,0.7339169098235376,0.6103800421586886,478455296,65.73832447268069,0.0014,0.092615447720866,0.1858137266612049,0.1855223111262352,0.1128719002681059,0.1925672224127791,0.2091555114473319
