PWA-ACO Hybrid  —  run summary
========================================
Dataset   : pr144
Cities    : 144
Elapsed   : 3.0s

PWA best  : 715.652193
Hybrid    : 628.810435
Improvement: +12.135%

ACO convergence history (best per iteration):
  iter    1: 663.907837
  iter    2: 659.887771
  iter    3: 659.887771
  iter    4: 657.796019
  iter    5: 657.796019
  iter    6: 641.037735
  iter    7: 641.037735
  iter    8: 639.445086
  iter    9: 639.445086
  iter   10: 639.445086
  iter   11: 639.445086
  iter   12: 639.445086
  iter   13: 639.445086
  iter   14: 639.445086
  iter   15: 639.445086
  iter   16: 639.445086
  iter   17: 639.445086
  iter   18: 639.445086
  iter   19: 639.445086
  iter   20: 639.445086
  iter   21: 639.445086
  iter   22: 639.445086
  iter   23: 639.445086
  iter   24: 639.445086
  iter   25: 639.445086
  iter   26: 639.445086
  iter   27: 639.445086
  iter   28: 639.445086
  iter   29: 639.445086
  iter   30: 639.445086
  iter   31: 639.445086
  iter   32: 639.445086
  iter   33: 639.445086
  iter   34: 639.445086
  iter   35: 639.445086
  iter   36: 639.445086
  iter   37: 639.445086
  iter   38: 639.445086
  iter   39: 639.445086
  iter   40: 639.445086
  iter   41: 639.445086
  iter   42: 639.445086
  iter   43: 639.445086
  iter   44: 639.445086
  iter   45: 639.445086
  iter   46: 639.445086
  iter   47: 639.445086
  iter   48: 639.445086
  iter   49: 639.445086
  iter   50: 639.445086
  iter   51: 639.445086
  iter   52: 639.445086
  iter   53: 639.445086
  iter   54: 639.445086
  iter   55: 639.445086
  iter   56: 639.445086
  iter   57: 639.445086
  iter   58: 639.445086
  iter   59: 639.445086
  iter   60: 639.445086
  iter   61: 639.445086
  iter   62: 638.515488
  iter   63: 638.515488
  iter   64: 638.515488
  iter   65: 638.515488
  iter   66: 638.515488
  iter   67: 638.515488
  iter   68: 637.953665
  iter   69: 637.953665
  iter   70: 637.953665
  iter   71: 637.953665
  iter   72: 637.953665
  iter   73: 637.953665
  iter   74: 637.953665
  iter   75: 637.953665
  iter   76: 632.462426
  iter   77: 632.462426
  iter   78: 632.462426
  iter   79: 632.462426
  iter   80: 632.462426

Best tour:
131 -> 130 -> 114 -> 128 -> 129 -> 127 -> 126 -> 125 -> 124 -> 123 -> 122 -> 121 -> 120 -> 118 -> 119 -> 117 -> 116 -> 115 -> 91 -> 90 -> 72 -> 73 -> 74 -> 75 -> 76 -> 77 -> 88 -> 89 -> 96 -> 92 -> 93 -> 94 -> 95 -> 97 -> 98 -> 99 -> 100 -> 101 -> 102 -> 86 -> 87 -> 103 -> 104 -> 105 -> 106 -> 107 -> 108 -> 109 -> 85 -> 84 -> 83 -> 82 -> 81 -> 80 -> 79 -> 78 -> 59 -> 58 -> 47 -> 46 -> 45 -> 60 -> 61 -> 62 -> 63 -> 64 -> 65 -> 66 -> 67 -> 68 -> 69 -> 42 -> 43 -> 44 -> 70 -> 71 -> 13 -> 12 -> 11 -> 10 -> 9 -> 8 -> 6 -> 7 -> 18 -> 14 -> 15 -> 40 -> 41 -> 16 -> 17 -> 20 -> 19 -> 39 -> 38 -> 37 -> 36 -> 22 -> 21 -> 4 -> 5 -> 3 -> 2 -> 0 -> 1 -> 27 -> 28 -> 26 -> 25 -> 34 -> 35 -> 23 -> 24 -> 29 -> 33 -> 32 -> 31 -> 30 -> 48 -> 49 -> 50 -> 51 -> 52 -> 53 -> 54 -> 55 -> 57 -> 56 -> 112 -> 113 -> 111 -> 110 -> 143 -> 142 -> 141 -> 140 -> 139 -> 138 -> 137 -> 136 -> 135 -> 134 -> 133 -> 132
