PWA-ACO Hybrid  —  run summary
========================================
Dataset   : pr76
Cities    : 76
Elapsed   : 1.3s

PWA best  : 1412.328903
Hybrid    : 1180.215040
Improvement: +16.435%

ACO convergence history (best per iteration):
  iter    1: 1208.479483
  iter    2: 1208.479483
  iter    3: 1208.479483
  iter    4: 1208.479483
  iter    5: 1208.479483
  iter    6: 1208.479483
  iter    7: 1208.479483
  iter    8: 1208.479483
  iter    9: 1208.479483
  iter   10: 1197.074288
  iter   11: 1197.074288
  iter   12: 1197.074288
  iter   13: 1197.074288
  iter   14: 1197.074288
  iter   15: 1197.074288
  iter   16: 1197.074288
  iter   17: 1197.074288
  iter   18: 1197.074288
  iter   19: 1197.074288
  iter   20: 1197.074288
  iter   21: 1197.074288
  iter   22: 1197.074288
  iter   23: 1197.074288
  iter   24: 1197.074288
  iter   25: 1197.074288
  iter   26: 1197.074288
  iter   27: 1197.074288
  iter   28: 1197.074288
  iter   29: 1197.074288
  iter   30: 1197.074288
  iter   31: 1197.074288
  iter   32: 1197.074288
  iter   33: 1197.074288
  iter   34: 1197.074288
  iter   35: 1197.074288
  iter   36: 1197.074288
  iter   37: 1197.074288
  iter   38: 1197.074288
  iter   39: 1197.074288
  iter   40: 1197.074288
  iter   41: 1190.836073
  iter   42: 1190.836073
  iter   43: 1190.836073
  iter   44: 1190.836073
  iter   45: 1190.836073
  iter   46: 1190.836073
  iter   47: 1190.836073
  iter   48: 1190.836073
  iter   49: 1190.836073
  iter   50: 1190.836073
  iter   51: 1190.836073
  iter   52: 1190.836073
  iter   53: 1190.836073
  iter   54: 1190.836073
  iter   55: 1190.836073
  iter   56: 1190.836073
  iter   57: 1190.836073
  iter   58: 1190.836073
  iter   59: 1190.836073
  iter   60: 1190.836073
  iter   61: 1190.836073
  iter   62: 1190.836073
  iter   63: 1190.836073
  iter   64: 1190.836073
  iter   65: 1190.836073
  iter   66: 1190.836073
  iter   67: 1190.836073
  iter   68: 1190.836073
  iter   69: 1190.836073
  iter   70: 1190.836073
  iter   71: 1190.836073
  iter   72: 1190.836073
  iter   73: 1190.836073
  iter   74: 1190.836073
  iter   75: 1190.836073
  iter   76: 1190.836073
  iter   77: 1190.836073
  iter   78: 1190.836073
  iter   79: 1180.215040
  iter   80: 1180.215040

Best tour:
30 -> 18 -> 19 -> 29 -> 28 -> 25 -> 26 -> 27 -> 42 -> 41 -> 53 -> 52 -> 51 -> 48 -> 49 -> 66 -> 67 -> 69 -> 68 -> 46 -> 47 -> 43 -> 44 -> 45 -> 23 -> 24 -> 20 -> 21 -> 22 -> 0 -> 75 -> 74 -> 1 -> 3 -> 2 -> 7 -> 6 -> 5 -> 4 -> 9 -> 8 -> 10 -> 11 -> 12 -> 13 -> 73 -> 14 -> 15 -> 16 -> 17 -> 36 -> 35 -> 34 -> 33 -> 37 -> 38 -> 39 -> 40 -> 59 -> 58 -> 60 -> 61 -> 57 -> 56 -> 62 -> 63 -> 72 -> 71 -> 70 -> 64 -> 65 -> 50 -> 55 -> 54 -> 32 -> 31
