PWA-ACO Hybrid  —  run summary
========================================
Dataset   : pr439
Cities    : 439
Elapsed   : 74.4s

PWA best  : 1405.761163
Hybrid    : 1256.286577
Improvement: +10.633%

ACO convergence history (best per iteration):
  iter    1: 1351.858009
  iter    2: 1342.462373
  iter    3: 1342.462373
  iter    4: 1336.791730
  iter    5: 1316.891290
  iter    6: 1316.891290
  iter    7: 1316.891290
  iter    8: 1316.891290
  iter    9: 1316.891290
  iter   10: 1316.891290
  iter   11: 1316.891290
  iter   12: 1316.891290
  iter   13: 1294.748176
  iter   14: 1294.748176
  iter   15: 1294.748176
  iter   16: 1294.748176
  iter   17: 1294.748176
  iter   18: 1294.748176
  iter   19: 1294.748176
  iter   20: 1284.746795
  iter   21: 1284.746795
  iter   22: 1284.746795
  iter   23: 1284.746795
  iter   24: 1284.746795
  iter   25: 1284.746795
  iter   26: 1284.746795
  iter   27: 1284.746795
  iter   28: 1284.746795
  iter   29: 1284.746795
  iter   30: 1284.746795
  iter   31: 1284.746795
  iter   32: 1284.746795
  iter   33: 1284.746795
  iter   34: 1284.746795
  iter   35: 1284.746795
  iter   36: 1284.746795
  iter   37: 1284.746795
  iter   38: 1284.746795
  iter   39: 1284.746795
  iter   40: 1284.746795
  iter   41: 1284.746795
  iter   42: 1284.746795
  iter   43: 1284.746795
  iter   44: 1284.746795
  iter   45: 1284.746795
  iter   46: 1284.746795
  iter   47: 1284.746795
  iter   48: 1284.746795
  iter   49: 1284.746795
  iter   50: 1284.746795
  iter   51: 1284.746795
  iter   52: 1284.746795
  iter   53: 1284.746795
  iter   54: 1284.746795
  iter   55: 1284.746795
  iter   56: 1284.746795
  iter   57: 1284.746795
  iter   58: 1284.746795
  iter   59: 1284.746795
  iter   60: 1284.746795
  iter   61: 1284.746795
  iter   62: 1284.746795
  iter   63: 1284.746795
  iter   64: 1284.746795
  iter   65: 1284.746795
  iter   66: 1284.746795
  iter   67: 1284.746795
  iter   68: 1284.746795
  iter   69: 1284.746795
  iter   70: 1284.746795
  iter   71: 1284.746795
  iter   72: 1284.746795
  iter   73: 1284.746795
  iter   74: 1284.746795
  iter   75: 1284.746795
  iter   76: 1284.746795
  iter   77: 1284.746795
  iter   78: 1284.746795
  iter   79: 1284.746795
  iter   80: 1284.746795

Best tour:
