PWA-ACO Hybrid  —  run summary
========================================
Dataset   : pr107
Cities    : 107
Elapsed   : 1.9s

PWA best  : 511.499617
Hybrid    : 473.241131
Improvement: +7.480%

ACO convergence history (best per iteration):
  iter    1: 475.037913
  iter    2: 475.037913
  iter    3: 475.037913
  iter    4: 475.037913
  iter    5: 475.037913
  iter    6: 475.037913
  iter    7: 475.037913
  iter    8: 475.037913
  iter    9: 475.037913
  iter   10: 475.037913
  iter   11: 475.037913
  iter   12: 475.037913
  iter   13: 475.037913
  iter   14: 475.037913
  iter   15: 475.037913
  iter   16: 475.037913
  iter   17: 475.037913
  iter   18: 475.037913
  iter   19: 475.037913
  iter   20: 475.037913
  iter   21: 475.037913
  iter   22: 475.037913
  iter   23: 475.037913
  iter   24: 475.037913
  iter   25: 475.037913
  iter   26: 475.037913
  iter   27: 475.037913
  iter   28: 475.037913
  iter   29: 475.037913
  iter   30: 475.037913
  iter   31: 475.037913
  iter   32: 475.037913
  iter   33: 475.037913
  iter   34: 475.037913
  iter   35: 475.037913
  iter   36: 475.037913
  iter   37: 475.037913
  iter   38: 475.037913
  iter   39: 475.037913
  iter   40: 475.037913
  iter   41: 475.037913
  iter   42: 475.037913
  iter   43: 475.037913
  iter   44: 475.037913
  iter   45: 475.037913
  iter   46: 475.037913
  iter   47: 475.037913
  iter   48: 475.037913
  iter   49: 475.037913
  iter   50: 475.037913
  iter   51: 475.037913
  iter   52: 475.037913
  iter   53: 475.037913
  iter   54: 475.037913
  iter   55: 475.037913
  iter   56: 475.037913
  iter   57: 475.037913
  iter   58: 475.037913
  iter   59: 475.037913
  iter   60: 475.037913
  iter   61: 475.037913
  iter   62: 475.037913
  iter   63: 475.037913
  iter   64: 475.037913
  iter   65: 475.037913
  iter   66: 475.037913
  iter   67: 475.037913
  iter   68: 475.037913
  iter   69: 475.037913
  iter   70: 475.037913
  iter   71: 475.037913
  iter   72: 475.037913
  iter   73: 475.037913
  iter   74: 475.037913
  iter   75: 475.037913
  iter   76: 475.037913
  iter   77: 475.037913
  iter   78: 475.037913
  iter   79: 475.037913
  iter   80: 475.037913

Best tour:
28 -> 31 -> 30 -> 33 -> 32 -> 35 -> 34 -> 37 -> 40 -> 41 -> 38 -> 36 -> 39 -> 42 -> 45 -> 44 -> 47 -> 43 -> 46 -> 49 -> 52 -> 48 -> 51 -> 50 -> 53 -> 54 -> 103 -> 105 -> 106 -> 104 -> 102 -> 99 -> 101 -> 55 -> 100 -> 98 -> 56 -> 93 -> 95 -> 96 -> 97 -> 94 -> 90 -> 57 -> 88 -> 91 -> 92 -> 89 -> 87 -> 86 -> 85 -> 58 -> 83 -> 84 -> 79 -> 82 -> 81 -> 80 -> 59 -> 78 -> 60 -> 73 -> 75 -> 76 -> 77 -> 74 -> 71 -> 68 -> 70 -> 72 -> 61 -> 69 -> 65 -> 62 -> 63 -> 64 -> 67 -> 66 -> 1 -> 0 -> 3 -> 2 -> 5 -> 4 -> 6 -> 8 -> 9 -> 7 -> 11 -> 10 -> 12 -> 15 -> 14 -> 13 -> 16 -> 17 -> 18 -> 19 -> 22 -> 23 -> 20 -> 21 -> 24 -> 27 -> 26 -> 29 -> 25
