PWA-ACO Hybrid  —  run summary
========================================
Dataset   : pr439
Cities    : 439
Elapsed   : 74.8s

PWA best  : 1405.761163
Hybrid    : 1256.654452
Improvement: +10.607%

ACO convergence history (best per iteration):
  iter    1: 1335.911744
  iter    2: 1328.464028
  iter    3: 1327.520482
  iter    4: 1327.520482
  iter    5: 1327.520482
  iter    6: 1312.540312
  iter    7: 1312.540312
  iter    8: 1312.540312
  iter    9: 1312.540312
  iter   10: 1310.620091
  iter   11: 1310.620091
  iter   12: 1310.620091
  iter   13: 1310.620091
  iter   14: 1310.620091
  iter   15: 1310.620091
  iter   16: 1310.620091
  iter   17: 1310.620091
  iter   18: 1297.114543
  iter   19: 1297.114543
  iter   20: 1297.114543
  iter   21: 1297.114543
  iter   22: 1294.195063
  iter   23: 1282.951493
  iter   24: 1282.951493
  iter   25: 1282.951493
  iter   26: 1282.951493
  iter   27: 1282.951493
  iter   28: 1282.951493
  iter   29: 1282.951493
  iter   30: 1282.951493
  iter   31: 1282.951493
  iter   32: 1282.951493
  iter   33: 1282.951493
  iter   34: 1282.951493
  iter   35: 1282.951493
  iter   36: 1282.951493
  iter   37: 1282.951493
  iter   38: 1282.951493
  iter   39: 1282.951493
  iter   40: 1282.951493
  iter   41: 1282.951493
  iter   42: 1282.951493
  iter   43: 1282.951493
  iter   44: 1282.951493
  iter   45: 1282.951493
  iter   46: 1282.951493
  iter   47: 1282.951493
  iter   48: 1282.951493
  iter   49: 1282.951493
  iter   50: 1282.951493
  iter   51: 1282.951493
  iter   52: 1282.951493
  iter   53: 1282.951493
  iter   54: 1282.951493
  iter   55: 1282.951493
  iter   56: 1282.951493
  iter   57: 1282.951493
  iter   58: 1282.951493
  iter   59: 1282.951493
  iter   60: 1282.951493
  iter   61: 1282.951493
  iter   62: 1282.951493
  iter   63: 1282.951493
  iter   64: 1282.951493
  iter   65: 1282.951493
  iter   66: 1282.951493
  iter   67: 1282.951493
  iter   68: 1282.951493
  iter   69: 1282.951493
  iter   70: 1282.951493
  iter   71: 1282.951493
  iter   72: 1282.951493
  iter   73: 1282.951493
  iter   74: 1282.951493
  iter   75: 1282.951493
  iter   76: 1282.951493
  iter   77: 1282.951493
  iter   78: 1282.951493
  iter   79: 1282.951493
  iter   80: 1282.951493

Best tour:
158 -> 176 -> 175 -> 203 -> 174 -> 159 -> 160 -> 161 -> 133 -> 134 -> 135 -> 136 -> 137 -> 138 -> 139 -> 140 -> 141 -> 152 -> 151 -> 150 -> 149 -> 142 -> 113 -> 112 -> 143 -> 107 -> 108 -> 109 -> 110 -> 111 -> 145 -> 146 -> 147 -> 144 -> 184 -> 189 -> 223 -> 222 -> 221 -> 232 -> 233 -> 269 -> 268 -> 234 -> 235 -> 220 -> 219 -> 236 -> 237 -> 238 -> 239 -> 218 -> 217 -> 216 -> 240 -> 241 -> 242 -> 243 -> 244 -> 259 -> 260 -> 261 -> 262 -> 263 -> 264 -> 265 -> 266 -> 267 -> 304 -> 305 -> 306 -> 307 -> 308 -> 309 -> 310 -> 311 -> 312 -> 313 -> 258 -> 257 -> 256 -> 255 -> 254 -> 253 -> 315 -> 314 -> 316 -> 317 -> 318 -> 319 -> 320 -> 321 -> 322 -> 323 -> 324 -> 325 -> 326 -> 327 -> 328 -> 330 -> 329 -> 302 -> 303 -> 301 -> 300 -> 270 -> 271 -> 272 -> 273 -> 274 -> 275 -> 276 -> 277 -> 278 -> 293 -> 294 -> 295 -> 296 -> 297 -> 298 -> 299 -> 331 -> 332 -> 333 -> 334 -> 335 -> 336 -> 337 -> 338 -> 359 -> 369 -> 360 -> 361 -> 362 -> 368 -> 363 -> 364 -> 365 -> 366 -> 367 -> 377 -> 384 -> 385 -> 386 -> 387 -> 400 -> 399 -> 401 -> 403 -> 404 -> 416 -> 417 -> 427 -> 428 -> 430 -> 415 -> 414 -> 418 -> 419 -> 420 -> 413 -> 388 -> 389 -> 379 -> 378 -> 376 -> 375 -> 347 -> 345 -> 344 -> 346 -> 348 -> 349 -> 350 -> 352 -> 351 -> 353 -> 354 -> 355 -> 357 -> 356 -> 358 -> 292 -> 291 -> 290 -> 289 -> 288 -> 287 -> 285 -> 286 -> 339 -> 284 -> 279 -> 231 -> 230 -> 224 -> 187 -> 188 -> 186 -> 229 -> 280 -> 281 -> 342 -> 341 -> 340 -> 372 -> 370 -> 371 -> 393 -> 392 -> 397 -> 395 -> 396 -> 394 -> 383 -> 382 -> 381 -> 374 -> 373 -> 380 -> 390 -> 391 -> 398 -> 406 -> 405 -> 432 -> 431 -> 429 -> 426 -> 421 -> 422 -> 411 -> 412 -> 410 -> 409 -> 424 -> 423 -> 425 -> 402 -> 407 -> 408 -> 433 -> 437 -> 436 -> 435 -> 434 -> 438 -> 343 -> 283 -> 282 -> 227 -> 228 -> 226 -> 225 -> 148 -> 185 -> 84 -> 83 -> 82 -> 48 -> 45 -> 46 -> 47 -> 49 -> 50 -> 51 -> 1 -> 2 -> 0 -> 3 -> 4 -> 5 -> 6 -> 7 -> 8 -> 10 -> 11 -> 9 -> 12 -> 13 -> 14 -> 15 -> 16 -> 32 -> 33 -> 34 -> 35 -> 36 -> 37 -> 39 -> 40 -> 42 -> 44 -> 38 -> 41 -> 43 -> 55 -> 54 -> 53 -> 52 -> 81 -> 80 -> 79 -> 78 -> 56 -> 57 -> 77 -> 85 -> 86 -> 76 -> 75 -> 74 -> 60 -> 58 -> 59 -> 61 -> 31 -> 30 -> 29 -> 27 -> 25 -> 26 -> 28 -> 62 -> 72 -> 73 -> 63 -> 24 -> 71 -> 70 -> 69 -> 90 -> 89 -> 88 -> 87 -> 106 -> 105 -> 104 -> 103 -> 101 -> 91 -> 92 -> 68 -> 67 -> 66 -> 65 -> 64 -> 21 -> 23 -> 22 -> 20 -> 19 -> 18 -> 17 -> 96 -> 97 -> 95 -> 94 -> 99 -> 93 -> 119 -> 116 -> 114 -> 102 -> 115 -> 117 -> 118 -> 120 -> 121 -> 100 -> 122 -> 125 -> 123 -> 124 -> 98 -> 127 -> 126 -> 128 -> 129 -> 130 -> 132 -> 131 -> 162 -> 163 -> 164 -> 166 -> 165 -> 168 -> 167 -> 169 -> 207 -> 206 -> 205 -> 170 -> 171 -> 172 -> 173 -> 204 -> 202 -> 201 -> 200 -> 199 -> 198 -> 210 -> 209 -> 249 -> 250 -> 208 -> 252 -> 251 -> 248 -> 247 -> 246 -> 245 -> 211 -> 212 -> 213 -> 214 -> 215 -> 197 -> 196 -> 177 -> 178 -> 179 -> 195 -> 194 -> 193 -> 192 -> 190 -> 183 -> 191 -> 182 -> 180 -> 181 -> 153 -> 154 -> 155 -> 156 -> 157
